#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Nov_2023_Well2.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-10-31 23:50:00 to 2023-11-30 23:30:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   88,20231102.0005/
   89,20231102.0010/
   92,20231102.0015/
   91,20231102.0020/
   87,20231102.0025/
   86,20231102.0030/
   83,20231102.0050/
   84,20231102.0055/
   84,20231102.0100/
   85,20231102.0105/
   83,20231102.0110/
   80,20231102.0115/
   79,20231102.0120/
   81,20231102.0125/
   84,20231102.0130/
   81,20231102.0135/
   79,20231102.0140/
   82,20231102.0145/
   78,20231102.0205/
   77,20231102.0210/
   76,20231102.0215/
   74,20231102.0220/
   72,20231102.0225/
   72,20231102.0230/
   72,20231102.0235/
   70,20231102.0240/
   68,20231102.0245/
   61,20231102.0305/
   59,20231102.0310/
   61,20231102.0315/
   61,20231102.0320/
   58,20231102.0325/
   56,20231102.0330/
   57,20231102.0335/
   58,20231102.0340/
   56,20231102.0345/
   54,20231102.0405/
   53,20231102.0410/
   52,20231102.0415/
   51,20231102.0420/
   52,20231102.0425/
   54,20231102.0430/
   53,20231102.0435/
   50,20231102.0440/
   50,20231102.0445/
   48,20231102.0505/
   50,20231102.0510/
   53,20231102.0515/
   51,20231102.0520/
   48,20231102.0525/
   47,20231102.0530/
   47,20231102.0535/
   43,20231102.0540/
   41,20231102.0545/
   37,20231102.0605/
   36,20231102.0610/
   35,20231102.0615/
   33,20231102.0620/
   32,20231102.0625/
   32,20231102.0630/
   32,20231102.0635/
   33,20231102.0640/
   34,20231102.0645/
   35,20231102.0705/
   36,20231102.0710/
   35,20231102.0715/
   36,20231102.0720/
   39,20231102.0725/
   39,20231102.0730/
   36,20231102.0805/
   33,20231102.0810/
   32,20231102.0815/
   34,20231102.0820/
   35,20231102.0825/
   33,20231102.0830/
   24,20231102.0905/
   27,20231102.0910/
   30,20231102.0915/
   30,20231102.0920/
   27,20231102.0925/
   28,20231102.0930/
   37,20231102.1005/
   36,20231102.1010/
   38,20231102.1015/
   40,20231102.1020/
   39,20231102.1025/
   39,20231102.1030/
   30,20231102.1105/
   31,20231102.1110/
   33,20231102.1115/
   31,20231102.1120/
   28,20231102.1125/
   29,20231102.1130/
   30,20231102.1205/
   31,20231102.1210/
   31,20231102.1215/
   32,20231102.1220/
   35,20231102.1225/
   36,20231102.1230/
   43,20231102.1305/
   41,20231102.1310/
   38,20231102.1315/
   39,20231102.1320/
   42,20231102.1325/
   41,20231102.1330/
   42,20231102.1405/
   41,20231102.1410/
   37,20231102.1415/
   38,20231102.1420/
   40,20231102.1425/
   41,20231102.1430/
   44,20231102.1505/
   48,20231102.1510/
   50,20231102.1515/
   49,20231102.1520/
   48,20231102.1525/
   50,20231102.1530/
   55,20231102.1605/
   55,20231102.1610/
   55,20231102.1615/
   56,20231102.1620/
   56,20231102.1625/
   54,20231102.1630/
   59,20231102.1705/
   58,20231102.1710/
   59,20231102.1715/
   61,20231102.1720/
   58,20231102.1725/
   57,20231102.1730/
   59,20231102.1735/
   63,20231102.1740/
   63,20231102.1745/
   66,20231102.1805/
   67,20231102.1810/
   69,20231102.1815/
   71,20231102.1820/
   74,20231102.1825/
   76,20231102.1830/
   76,20231102.1835/
   77,20231102.1840/
   79,20231102.1845/
   84,20231102.1905/
   84,20231102.1910/
   83,20231102.1915/
   83,20231102.1920/
   85,20231102.1925/
   86,20231102.1930/
   86,20231102.1935/
   87,20231102.1940/
   87,20231102.1945/
   82,20231102.2005/
   82,20231102.2010/
   86,20231102.2015/
   87,20231102.2020/
   84,20231102.2025/
   83,20231102.2030/
   86,20231102.2035/
   88,20231102.2040/
   85,20231102.2045/
   87,20231102.2105/
   90,20231102.2110/
   94,20231102.2115/
   94,20231102.2120/
   93,20231102.2125/
   96,20231102.2130/
   97,20231102.2135/
   95,20231102.2140/
   97,20231102.2145/
   99,20231102.2205/
  101,20231102.2210/
  100,20231102.2215/
   98,20231102.2220/
   99,20231102.2225/
   99,20231102.2230/
   97,20231102.2235/
   95,20231102.2240/
   95,20231102.2245/
   90,20231102.2305/
   91,20231102.2310/
   90,20231102.2315/
   88,20231102.2320/
   88,20231102.2325/
   89,20231102.2330/
   90,20231102.2335/
   87,20231102.2340/
   87,20231102.2345/
   89,20231103.0005/
   90,20231103.0010/
   92,20231103.0015/
   94,20231103.0020/
   93,20231103.0025/
   92,20231103.0030/
   92,20231103.0035/
   96,20231103.0040/
   97,20231103.0045/
   94,20231103.0105/
   93,20231103.0110/
   90,20231103.0115/
   88,20231103.0120/
   90,20231103.0125/
   91,20231103.0130/
   87,20231103.0135/
   83,20231103.0140/
   84,20231103.0145/
   80,20231103.0205/
   82,20231103.0210/
   78,20231103.0215/
   74,20231103.0220/
   75,20231103.0225/
   77,20231103.0230/
   76,20231103.0235/
   75,20231103.0240/
   76,20231103.0245/
   74,20231103.0305/
   73,20231103.0310/
   75,20231103.0315/
   75,20231103.0320/
   71,20231103.0325/
   70,20231103.0330/
   73,20231103.0335/
   75,20231103.0340/
   72,20231103.0345/
   66,20231103.0405/
   66,20231103.0410/
   65,20231103.0415/
   63,20231103.0420/
   63,20231103.0425/
   63,20231103.0430/
   62,20231103.0435/
   59,20231103.0440/
   59,20231103.0445/
   55,20231103.0505/
   56,20231103.0510/
   57,20231103.0515/
   55,20231103.0520/
   52,20231103.0525/
   53,20231103.0530/
   55,20231103.0535/
   55,20231103.0540/
   56,20231103.0545/
   55,20231103.0605/
   57,20231103.0610/
   54,20231103.0615/
   52,20231103.0620/
   53,20231103.0625/
   54,20231103.0630/
   53,20231103.0635/
   51,20231103.0640/
   49,20231103.0645/
   45,20231103.0705/
   43,20231103.0710/
   42,20231103.0715/
   43,20231103.0720/
   44,20231103.0725/
   42,20231103.0730/
   42,20231103.0735/
   44,20231103.0740/
   48,20231103.0745/
   43,20231103.0805/
   45,20231103.0810/
   44,20231103.0815/
   43,20231103.0820/
   45,20231103.0825/
   45,20231103.0830/
   44,20231103.0835/
   45,20231103.0840/
   48,20231103.0845/
   48,20231103.0905/
   44,20231103.0910/
   40,20231103.0915/
   41,20231103.0920/
   42,20231103.0925/
   38,20231103.0930/
   35,20231103.0935/
   37,20231103.0940/
   39,20231103.0945/
   38,20231103.1005/
   39,20231103.1010/
   39,20231103.1015/
   38,20231103.1020/
   37,20231103.1025/
   38,20231103.1030/
   41,20231103.1035/
   41,20231103.1040/
   38,20231103.1045/
   43,20231103.1105/
   42,20231103.1110/
   44,20231103.1115/
   44,20231103.1120/
   44,20231103.1125/
   43,20231103.1130/
   44,20231103.1135/
   44,20231103.1140/
   45,20231103.1145/
   44,20231103.1205/
   44,20231103.1210/
   40,20231103.1215/
   36,20231103.1220/
   39,20231103.1225/
   44,20231103.1230/
   42,20231103.1235/
   38,20231103.1240/
   40,20231103.1245/
   39,20231103.1305/
   42,20231103.1310/
   42,20231103.1315/
   41,20231103.1320/
   42,20231103.1325/
   45,20231103.1330/
   45,20231103.1335/
   44,20231103.1340/
   47,20231103.1345/
   49,20231103.1405/
   48,20231103.1410/
   49,20231103.1415/
   49,20231103.1420/
   50,20231103.1425/
   50,20231103.1430/
   54,20231103.1505/
   55,20231103.1510/
   56,20231103.1515/
   55,20231103.1520/
   55,20231103.1525/
   55,20231103.1530/
   56,20231103.1605/
   57,20231103.1610/
   58,20231103.1615/
   58,20231103.1620/
   58,20231103.1625/
   60,20231103.1630/
   63,20231103.1635/
   62,20231103.1640/
   60,20231103.1645/
   61,20231103.1705/
   63,20231103.1710/
   66,20231103.1715/
   68,20231103.1720/
   66,20231103.1725/
   66,20231103.1730/
   69,20231103.1735/
   71,20231103.1740/
   71,20231103.1745/
   75,20231103.1805/
   73,20231103.1810/
   73,20231103.1815/
   74,20231103.1820/
   75,20231103.1825/
   76,20231103.1830/
   77,20231103.1835/
   79,20231103.1840/
   79,20231103.1845/
   79,20231103.1905/
   82,20231103.1910/
   85,20231103.1915/
   84,20231103.1920/
   84,20231103.1925/
   85,20231103.1930/
   85,20231103.1935/
   84,20231103.1940/
   85,20231103.1945/
   87,20231103.2005/
   91,20231103.2010/
   93,20231103.2015/
   90,20231103.2020/
   89,20231103.2025/
   90,20231103.2030/
   93,20231103.2035/
   93,20231103.2040/
   93,20231103.2045/
   95,20231103.2105/
   96,20231103.2110/
   95,20231103.2115/
   93,20231103.2120/
   92,20231103.2125/
   93,20231103.2130/
   98,20231103.2205/
   93,20231103.2210/
   93,20231103.2215/
   97,20231103.2220/
   98,20231103.2225/
   96,20231103.2230/
   97,20231103.2235/
   99,20231103.2240/
  100,20231103.2245/
   98,20231103.2305/
  100,20231103.2310/
  100,20231103.2315/
   98,20231103.2320/
   97,20231103.2325/
   98,20231103.2330/
   99,20231103.2335/
   97,20231103.2340/
   97,20231103.2345/
   96,20231104.0005/
   94,20231104.0010/
   94,20231104.0015/
   98,20231104.0020/
   96,20231104.0025/
   95,20231104.0030/
   97,20231104.0035/
   98,20231104.0040/
   96,20231104.0045/
   93,20231104.0105/
   93,20231104.0110/
   90,20231104.0115/
   90,20231104.0120/
   97,20231104.0125/
   99,20231104.0130/
   94,20231104.0135/
   92,20231104.0140/
   99,20231104.0145/
   94,20231104.0205/
   91,20231104.0210/
   87,20231104.0215/
   87,20231104.0220/
   88,20231104.0225/
   89,20231104.0230/
   92,20231104.0235/
   92,20231104.0240/
   88,20231104.0245/
   86,20231104.0305/
   80,20231104.0310/
   81,20231104.0315/
   84,20231104.0320/
   81,20231104.0325/
   77,20231104.0330/
   79,20231104.0335/
   78,20231104.0340/
   78,20231104.0345/
   80,20231104.0405/
   76,20231104.0410/
   75,20231104.0415/
   81,20231104.0420/
   82,20231104.0425/
   77,20231104.0430/
   83,20231104.0505/
   76,20231104.0510/
   70,20231104.0515/
   75,20231104.0520/
   74,20231104.0525/
   66,20231104.0530/
   64,20231104.0535/
   70,20231104.0540/
   70,20231104.0545/
   64,20231104.0605/
   61,20231104.0610/
   59,20231104.0615/
   65,20231104.0620/
   64,20231104.0625/
   60,20231104.0630/
   62,20231104.0635/
   65,20231104.0640/
   66,20231104.0645/
   62,20231104.0705/
   67,20231104.0710/
   69,20231104.0715/
   63,20231104.0720/
   58,20231104.0725/
   62,20231104.0730/
   67,20231104.0735/
   62,20231104.0740/
   57,20231104.0745/
   58,20231104.0805/
   58,20231104.0810/
   61,20231104.0815/
   61,20231104.0820/
   60,20231104.0825/
   59,20231104.0830/
   61,20231104.0835/
   61,20231104.0840/
   59,20231104.0845/
   60,20231104.0905/
   57,20231104.0910/
   60,20231104.0915/
   64,20231104.0920/
   62,20231104.0925/
   58,20231104.0930/
   58,20231104.0935/
   62,20231104.0940/
   63,20231104.0945/
   60,20231104.1005/
   62,20231104.1010/
   60,20231104.1015/
   57,20231104.1020/
   59,20231104.1025/
   63,20231104.1030/
   62,20231104.1035/
   61,20231104.1040/
   62,20231104.1045/
   60,20231104.1105/
   61,20231104.1110/
   64,20231104.1115/
   63,20231104.1120/
   62,20231104.1125/
   62,20231104.1130/
   62,20231104.1135/
   62,20231104.1140/
   62,20231104.1145/
   60,20231104.1205/
   57,20231104.1210/
   58,20231104.1215/
   59,20231104.1220/
   57,20231104.1225/
   55,20231104.1230/
   55,20231104.1235/
   58,20231104.1240/
   61,20231104.1245/
   59,20231104.1305/
   61,20231104.1310/
   61,20231104.1315/
   59,20231104.1320/
   60,20231104.1325/
   61,20231104.1330/
   61,20231104.1335/
   63,20231104.1340/
   64,20231104.1345/
   63,20231104.1405/
   63,20231104.1410/
   65,20231104.1415/
   66,20231104.1420/
   64,20231104.1425/
   62,20231104.1430/
   65,20231104.1435/
   67,20231104.1440/
   67,20231104.1445/
   66,20231104.1505/
   67,20231104.1510/
   68,20231104.1515/
   67,20231104.1520/
   67,20231104.1525/
   68,20231104.1530/
   69,20231104.1535/
   70,20231104.1540/
   72,20231104.1545/
   75,20231104.1605/
   76,20231104.1610/
   76,20231104.1615/
   79,20231104.1620/
   83,20231104.1625/
   81,20231104.1630/
   80,20231104.1635/
   82,20231104.1640/
   85,20231104.1645/
   84,20231104.1705/
   84,20231104.1710/
   81,20231104.1715/
   79,20231104.1720/
   80,20231104.1725/
   82,20231104.1730/
   83,20231104.1735/
   84,20231104.1740/
   83,20231104.1745/
   82,20231104.1805/
   83,20231104.1810/
   85,20231104.1815/
   86,20231104.1820/
   89,20231104.1825/
   91,20231104.1830/
   92,20231104.1835/
   93,20231104.1840/
   95,20231104.1845/
   99,20231104.1905/
   99,20231104.1910/
   99,20231104.1915/
  101,20231104.1920/
  102,20231104.1925/
  100,20231104.1930/
  100,20231104.1935/
  101,20231104.1940/
  103,20231104.1945/
   99,20231104.2005/
   99,20231104.2010/
  100,20231104.2015/
   99,20231104.2020/
  100,20231104.2025/
  102,20231104.2030/
  106,20231104.2105/
  110,20231104.2110/
  110,20231104.2115/
  109,20231104.2120/
  110,20231104.2125/
  111,20231104.2130/
  112,20231104.2135/
  111,20231104.2140/
  110,20231104.2145/
  111,20231104.2205/
  109,20231104.2210/
  109,20231104.2215/
  111,20231104.2220/
  111,20231104.2225/
  110,20231104.2230/
  110,20231104.2235/
  110,20231104.2240/
  109,20231104.2245/
  110,20231104.2305/
  112,20231104.2310/
  112,20231104.2315/
  111,20231104.2320/
  111,20231104.2325/
  112,20231104.2330/
  113,20231104.2335/
  111,20231104.2340/
  111,20231104.2345/
  114,20231105.0005/
  113,20231105.0010/
  113,20231105.0015/
  113,20231105.0020/
  112,20231105.0025/
  111,20231105.0030/
  112,20231105.0035/
  113,20231105.0040/
  113,20231105.0045/
  113,20231105.0105/
  111,20231105.0110/
  109,20231105.0115/
  110,20231105.0120/
  112,20231105.0125/
  111,20231105.0130/
  110,20231105.0135/
  111,20231105.0140/
  112,20231105.0145/
  111,20231105.0205/
  110,20231105.0210/
  111,20231105.0215/
  110,20231105.0220/
  109,20231105.0225/
  108,20231105.0230/
  107,20231105.0235/
  107,20231105.0240/
  108,20231105.0245/
  105,20231105.0305/
  105,20231105.0310/
  103,20231105.0315/
  101,20231105.0320/
  101,20231105.0325/
  102,20231105.0330/
  101,20231105.0335/
   99,20231105.0340/
   99,20231105.0345/
   98,20231105.0405/
   98,20231105.0410/
  100,20231105.0415/
  100,20231105.0420/
   98,20231105.0425/
   96,20231105.0430/
   97,20231105.0505/
   94,20231105.0510/
   94,20231105.0515/
   94,20231105.0520/
   94,20231105.0525/
   93,20231105.0530/
   93,20231105.0535/
   94,20231105.0540/
   94,20231105.0545/
   91,20231105.0605/
   90,20231105.0610/
   88,20231105.0615/
   89,20231105.0620/
   91,20231105.0625/
   89,20231105.0630/
   85,20231105.0635/
   85,20231105.0640/
   88,20231105.0645/
   86,20231105.0705/
   84,20231105.0710/
   85,20231105.0715/
   86,20231105.0720/
   84,20231105.0725/
   82,20231105.0730/
   82,20231105.0735/
   84,20231105.0740/
   82,20231105.0745/
   83,20231105.0805/
   82,20231105.0810/
   84,20231105.0815/
   83,20231105.0820/
   81,20231105.0825/
   81,20231105.0830/
   82,20231105.0835/
   81,20231105.0840/
   81,20231105.0845/
   78,20231105.0905/
   79,20231105.0910/
   78,20231105.0915/
   77,20231105.0920/
   77,20231105.0925/
   78,20231105.0930/
   76,20231105.1005/
   75,20231105.1010/
   74,20231105.1015/
   75,20231105.1020/
   76,20231105.1025/
   74,20231105.1030/
   73,20231105.1035/
   74,20231105.1040/
   75,20231105.1045/
   76,20231105.1105/
   75,20231105.1110/
   73,20231105.1115/
   73,20231105.1120/
   74,20231105.1125/
   75,20231105.1130/
   71,20231105.1205/
   71,20231105.1210/
   71,20231105.1215/
   71,20231105.1220/
   70,20231105.1225/
   69,20231105.1230/
   71,20231105.1235/
   71,20231105.1240/
   70,20231105.1245/
   69,20231105.1305/
   71,20231105.1310/
   71,20231105.1315/
   69,20231105.1320/
   69,20231105.1325/
   69,20231105.1330/
   68,20231105.1335/
   68,20231105.1340/
   69,20231105.1345/
   70,20231105.1405/
   70,20231105.1410/
   68,20231105.1415/
   69,20231105.1420/
   72,20231105.1425/
   71,20231105.1430/
   71,20231105.1435/
   72,20231105.1440/
   72,20231105.1445/
   74,20231105.1505/
   73,20231105.1510/
   75,20231105.1515/
   77,20231105.1520/
   74,20231105.1525/
   70,20231105.1530/
   72,20231105.1535/
   75,20231105.1540/
   77,20231105.1545/
   80,20231105.1605/
   77,20231105.1610/
   76,20231105.1615/
   79,20231105.1620/
   81,20231105.1625/
   80,20231105.1630/
   79,20231105.1635/
   82,20231105.1640/
   83,20231105.1645/
   83,20231105.1705/
   86,20231105.1710/
   87,20231105.1715/
   85,20231105.1720/
   84,20231105.1725/
   87,20231105.1730/
   87,20231105.1805/
   88,20231105.1810/
   87,20231105.1815/
   87,20231105.1820/
   89,20231105.1825/
   89,20231105.1830/
   89,20231105.1835/
   88,20231105.1840/
   90,20231105.1845/
   92,20231105.1905/
   94,20231105.1910/
   94,20231105.1915/
   95,20231105.1920/
   96,20231105.1925/
   97,20231105.1930/
   99,20231105.1935/
   99,20231105.1940/
   98,20231105.1945/
   99,20231105.2005/
   98,20231105.2010/
  100,20231105.2015/
  100,20231105.2020/
  101,20231105.2025/
  100,20231105.2030/
  101,20231105.2105/
  101,20231105.2110/
  102,20231105.2115/
  101,20231105.2120/
  103,20231105.2125/
  104,20231105.2130/
  105,20231105.2135/
  105,20231105.2140/
  104,20231105.2145/
  103,20231105.2205/
  103,20231105.2210/
  104,20231105.2215/
  106,20231105.2220/
  104,20231105.2225/
  103,20231105.2230/
  101,20231105.2305/
  104,20231105.2310/
  106,20231105.2315/
  104,20231105.2320/
  103,20231105.2325/
  105,20231105.2330/
  106,20231106.0005/
  110,20231106.0010/
  111,20231106.0015/
  108,20231106.0020/
  108,20231106.0025/
  108,20231106.0030/
  108,20231106.0035/
  108,20231106.0040/
  109,20231106.0045/
  107,20231106.0105/
  106,20231106.0110/
  103,20231106.0115/
  105,20231106.0120/
  108,20231106.0125/
  104,20231106.0130/
  102,20231106.0135/
  105,20231106.0140/
  106,20231106.0145/
  104,20231106.0205/
  105,20231106.0210/
  106,20231106.0215/
  104,20231106.0220/
  105,20231106.0225/
  106,20231106.0230/
  105,20231106.0235/
  103,20231106.0240/
  103,20231106.0245/
  103,20231106.0305/
  104,20231106.0310/
  103,20231106.0315/
  102,20231106.0320/
  102,20231106.0325/
  100,20231106.0330/
   99,20231106.0405/
   99,20231106.0410/
   98,20231106.0415/
   98,20231106.0420/
   98,20231106.0425/
   97,20231106.0430/
   96,20231106.0505/
   96,20231106.0510/
   98,20231106.0515/
   98,20231106.0520/
   96,20231106.0525/
   95,20231106.0530/
   91,20231106.0605/
   91,20231106.0610/
   90,20231106.0615/
   88,20231106.0620/
   90,20231106.0625/
   90,20231106.0630/
   86,20231106.0705/
   88,20231106.0710/
   89,20231106.0715/
   90,20231106.0720/
   88,20231106.0725/
   86,20231106.0730/
   83,20231106.0805/
   84,20231106.0810/
   83,20231106.0815/
   82,20231106.0820/
   80,20231106.0825/
   81,20231106.0830/
   78,20231106.0905/
   79,20231106.0910/
   79,20231106.0915/
   77,20231106.0920/
   75,20231106.0925/
   76,20231106.0930/
   77,20231106.1005/
   77,20231106.1010/
   77,20231106.1015/
   78,20231106.1020/
   77,20231106.1025/
   77,20231106.1030/
   71,20231106.1105/
   73,20231106.1110/
   73,20231106.1115/
   71,20231106.1120/
   70,20231106.1125/
   71,20231106.1130/
   71,20231106.1205/
   70,20231106.1210/
   68,20231106.1215/
   68,20231106.1220/
   69,20231106.1225/
   71,20231106.1230/
   67,20231106.1305/
   70,20231106.1310/
   71,20231106.1315/
   69,20231106.1320/
   67,20231106.1325/
   67,20231106.1330/
   70,20231106.1405/
   70,20231106.1410/
   67,20231106.1415/
   66,20231106.1420/
   70,20231106.1425/
   72,20231106.1430/
   69,20231106.1505/
   71,20231106.1510/
   72,20231106.1515/
   72,20231106.1520/
   73,20231106.1525/
   75,20231106.1530/
   75,20231106.1605/
   76,20231106.1610/
   78,20231106.1615/
   79,20231106.1620/
   78,20231106.1625/
   79,20231106.1630/
   78,20231106.1705/
   79,20231106.1710/
   79,20231106.1715/
   79,20231106.1720/
   80,20231106.1725/
   82,20231106.1730/
   88,20231106.1805/
   91,20231106.1810/
   90,20231106.1815/
   91,20231106.1820/
   92,20231106.1825/
   94,20231106.1830/
   94,20231106.1905/
   93,20231106.1910/
   92,20231106.1915/
   92,20231106.1920/
   91,20231106.1925/
   90,20231106.1930/
   90,20231106.1935/
   90,20231106.1940/
   89,20231106.1945/
   89,20231106.2005/
   88,20231106.2010/
   87,20231106.2015/
   90,20231106.2020/
   92,20231106.2025/
   92,20231106.2030/
   99,20231106.2105/
  100,20231106.2110/
  102,20231106.2115/
   99,20231106.2120/
   96,20231106.2125/
   98,20231106.2130/
   98,20231106.2205/
   95,20231106.2210/
   95,20231106.2215/
   95,20231106.2220/
   95,20231106.2225/
   94,20231106.2230/
   93,20231106.2305/
   96,20231106.2310/
   97,20231106.2315/
   96,20231106.2320/
   96,20231106.2325/
   98,20231106.2330/
   99,20231107.0005/
  100,20231107.0010/
  104,20231107.0015/
  102,20231107.0020/
   98,20231107.0025/
   99,20231107.0030/
  101,20231107.0035/
   99,20231107.0040/
   96,20231107.0045/
   92,20231107.0105/
   94,20231107.0110/
   95,20231107.0115/
   92,20231107.0120/
   93,20231107.0125/
   94,20231107.0130/
   95,20231107.0205/
   97,20231107.0210/
   97,20231107.0215/
   97,20231107.0220/
   98,20231107.0225/
   98,20231107.0230/
   97,20231107.0305/
   94,20231107.0310/
   94,20231107.0315/
   95,20231107.0320/
   95,20231107.0325/
   94,20231107.0330/
   88,20231107.0405/
