#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Sep_2023_Well2.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-09-01 00:05:00 to 2023-09-26 03:00:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
  108,20230901.0845/
  112,20230901.0905/
  114,20230901.0910/
  113,20230901.0915/
  115,20230901.0935/
  117,20230901.0940/
  118,20230901.0945/
  120,20230901.1005/
  119,20230901.1010/
  118,20230901.1015/
  119,20230901.1035/
  117,20230901.1040/
  115,20230901.1045/
  114,20230901.1105/
  116,20230901.1110/
  116,20230901.1115/
  117,20230901.1135/
  118,20230901.1140/
  119,20230901.1145/
  118,20230901.1205/
  115,20230901.1210/
  111,20230901.1215/
  108,20230901.1235/
  110,20230901.1240/
  112,20230901.1245/
  109,20230901.1305/
  108,20230901.1310/
  108,20230901.1315/
  107,20230901.1335/
  103,20230901.1340/
  101,20230901.1345/
  101,20230901.1405/
  101,20230901.1410/
  100,20230901.1415/
   95,20230901.1435/
   95,20230901.1440/
   97,20230901.1445/
   92,20230901.1505/
   88,20230901.1510/
   91,20230901.1515/
   88,20230901.1535/
   89,20230901.1540/
   88,20230901.1545/
   85,20230901.1605/
   81,20230901.1610/
   81,20230901.1615/
   81,20230901.1635/
   83,20230901.1640/
   86,20230901.1645/
   79,20230901.1705/
   80,20230901.1710/
   81,20230901.1715/
   82,20230901.1735/
   81,20230901.1740/
   80,20230901.1745/
   77,20230901.1805/
   77,20230901.1810/
   78,20230901.1815/
   80,20230901.1835/
   77,20230901.1840/
   74,20230901.1845/
   78,20230901.1905/
   77,20230901.1910/
   76,20230901.1915/
   81,20230901.1935/
   83,20230901.1940/
   87,20230901.1945/
   84,20230901.2005/
   83,20230901.2010/
   82,20230901.2015/
   82,20230901.2035/
   83,20230901.2040/
   84,20230901.2045/
   85,20230901.2105/
   85,20230901.2110/
   84,20230901.2115/
   87,20230901.2135/
   88,20230901.2140/
   86,20230901.2145/
   90,20230901.2205/
   92,20230901.2210/
   93,20230901.2215/
   96,20230901.2235/
   94,20230901.2240/
   94,20230901.2245/
   96,20230901.2305/
   94,20230901.2310/
   95,20230901.2315/
   95,20230901.2335/
   97,20230901.2340/
   96,20230901.2345/
   94,20230902.0005/
   90,20230902.0010/
   91,20230902.0015/
   92,20230902.0035/
   93,20230902.0040/
   93,20230902.0045/
   91,20230902.0105/
   90,20230902.0110/
   88,20230902.0115/
   87,20230902.0135/
   86,20230902.0140/
   88,20230902.0145/
   88,20230902.0205/
   88,20230902.0210/
   87,20230902.0215/
   83,20230902.0235/
   81,20230902.0240/
   82,20230902.0245/
   83,20230902.0305/
   83,20230902.0310/
   81,20230902.0315/
   82,20230902.0335/
   79,20230902.0340/
   81,20230902.0345/
   81,20230902.0405/
   80,20230902.0410/
   81,20230902.0415/
   81,20230902.0435/
   81,20230902.0440/
   81,20230902.0445/
   81,20230902.0505/
   82,20230902.0510/
   85,20230902.0515/
   84,20230902.0535/
   83,20230902.0540/
   85,20230902.0545/
   87,20230902.0605/
   87,20230902.0610/
   84,20230902.0615/
   85,20230902.0635/
   86,20230902.0640/
   88,20230902.0645/
   90,20230902.0705/
   90,20230902.0710/
   93,20230902.0715/
   96,20230902.0735/
   97,20230902.0740/
   94,20230902.0745/
  100,20230902.0805/
   99,20230902.0810/
   98,20230902.0815/
   98,20230902.0835/
   98,20230902.0840/
  101,20230902.0845/
  100,20230902.0905/
  100,20230902.0910/
   99,20230902.0915/
  102,20230902.0935/
  101,20230902.0940/
   99,20230902.0945/
  105,20230902.1005/
  107,20230902.1010/
  110,20230902.1015/
  109,20230902.1035/
  110,20230902.1040/
  110,20230902.1045/
  109,20230902.1105/
  109,20230902.1110/
  107,20230902.1115/
  109,20230902.1135/
  107,20230902.1140/
  105,20230902.1145/
  107,20230902.1205/
  109,20230902.1210/
  109,20230902.1215/
  109,20230902.1235/
  106,20230902.1240/
  108,20230902.1245/
  109,20230902.1305/
  108,20230902.1310/
  108,20230902.1315/
  104,20230902.1335/
  105,20230902.1340/
  104,20230902.1345/
  103,20230902.1405/
  103,20230902.1410/
   98,20230902.1415/
   95,20230902.1435/
   90,20230902.1440/
   97,20230902.1445/
   97,20230902.1505/
   99,20230902.1510/
   94,20230902.1515/
   92,20230902.1535/
   89,20230902.1540/
   90,20230902.1545/
   89,20230902.1605/
   87,20230902.1610/
   89,20230902.1615/
   86,20230902.1635/
   90,20230902.1640/
   94,20230902.1645/
  103,20230902.1705/
  100,20230902.1710/
   92,20230902.1715/
   97,20230902.1735/
   95,20230902.1740/
   93,20230902.1745/
   91,20230902.1805/
   92,20230902.1810/
   98,20230902.1815/
   93,20230902.1835/
   98,20230902.1840/
   96,20230902.1845/
  101,20230902.1905/
   96,20230902.1910/
   93,20230902.1915/
   98,20230902.1935/
   97,20230902.1940/
  101,20230902.1945/
  100,20230902.2005/
  104,20230902.2010/
  106,20230902.2015/
  109,20230902.2035/
  107,20230902.2040/
  108,20230902.2045/
  112,20230902.2105/
  104,20230902.2110/
  106,20230902.2115/
  116,20230902.2135/
  121,20230902.2140/
  116,20230902.2145/
  106,20230902.2205/
  109,20230902.2210/
  118,20230902.2215/
  122,20230902.2235/
  118,20230902.2240/
  119,20230902.2245/
  125,20230902.2305/
  130,20230902.2310/
  128,20230902.2315/
  135,20230902.2335/
  134,20230902.2340/
  138,20230902.2345/
  135,20230903.0005/
  139,20230903.0010/
  133,20230903.0015/
  132,20230903.0035/
  123,20230903.0040/
  123,20230903.0045/
  120,20230903.0105/
  119,20230903.0110/
  117,20230903.0115/
  115,20230903.0135/
  111,20230903.0140/
  110,20230903.0145/
  115,20230903.0205/
  123,20230903.0210/
  124,20230903.0215/
  126,20230903.0235/
  121,20230903.0240/
  117,20230903.0245/
  107,20230903.0305/
  111,20230903.0310/
  116,20230903.0315/
  111,20230903.0335/
  106,20230903.0340/
  102,20230903.0345/
   98,20230903.0405/
   96,20230903.0410/
   88,20230903.0415/
   92,20230903.0435/
   92,20230903.0440/
   96,20230903.0445/
   99,20230903.0505/
   90,20230903.0510/
   88,20230903.0515/
   99,20230903.0535/
  100,20230903.0540/
  105,20230903.0545/
   95,20230903.0605/
   99,20230903.0610/
  102,20230903.0615/
   88,20230903.0635/
   88,20230903.0640/
   94,20230903.0645/
   92,20230903.0705/
   93,20230903.0710/
   94,20230903.0715/
   91,20230903.0735/
  105,20230903.0740/
  105,20230903.0745/
   96,20230903.0805/
   95,20230903.0810/
   90,20230903.0815/
   93,20230903.0835/
   94,20230903.0840/
   97,20230903.0845/
   95,20230903.0905/
  100,20230903.0910/
   91,20230903.0915/
   94,20230903.0935/
   90,20230903.0940/
   89,20230903.0945/
   95,20230903.1005/
   93,20230903.1010/
   95,20230903.1015/
   90,20230903.1035/
   91,20230903.1040/
   91,20230903.1045/
   99,20230903.1105/
   88,20230903.1110/
   85,20230903.1115/
   86,20230903.1135/
   89,20230903.1140/
   94,20230903.1145/
   86,20230903.1205/
   94,20230903.1210/
   98,20230903.1215/
   98,20230903.1235/
   99,20230903.1240/
   91,20230903.1245/
   91,20230903.1305/
   89,20230903.1310/
   88,20230903.1315/
   80,20230903.1335/
   86,20230903.1340/
   87,20230903.1345/
   87,20230903.1405/
   84,20230903.1410/
   83,20230903.1415/
   91,20230903.1435/
   88,20230903.1440/
   86,20230903.1445/
   83,20230903.1505/
   86,20230903.1510/
   86,20230903.1515/
   81,20230903.1535/
   83,20230903.1540/
   82,20230903.1545/
   76,20230903.1605/
   76,20230903.1610/
   72,20230903.1615/
   78,20230903.1635/
   75,20230903.1640/
   74,20230903.1645/
   77,20230903.1705/
   73,20230903.1710/
   78,20230903.1715/
   82,20230903.1735/
   85,20230903.1740/
   86,20230903.1745/
   81,20230903.1805/
   85,20230903.1810/
   87,20230903.1815/
   83,20230903.1835/
   81,20230903.1840/
   79,20230903.1845/
   78,20230903.1905/
   80,20230903.1910/
   84,20230903.1915/
   88,20230903.1935/
   88,20230903.1940/
   92,20230903.1945/
   92,20230903.2005/
   93,20230903.2010/
   91,20230903.2015/
   91,20230903.2035/
   92,20230903.2040/
   97,20230903.2045/
   93,20230903.2105/
   95,20230903.2110/
   96,20230903.2115/
   96,20230903.2135/
   99,20230903.2140/
  101,20230903.2145/
  101,20230903.2205/
  100,20230903.2210/
  101,20230903.2215/
  101,20230903.2235/
  105,20230903.2240/
  105,20230903.2245/
  106,20230903.2305/
  105,20230903.2310/
  102,20230903.2315/
  105,20230903.2335/
  103,20230903.2340/
  104,20230903.2345/
  108,20230904.0005/
  107,20230904.0010/
  105,20230904.0015/
  103,20230904.0035/
  105,20230904.0040/
  103,20230904.0045/
  103,20230904.0105/
  106,20230904.0110/
  106,20230904.0115/
  107,20230904.0135/
  103,20230904.0140/
  105,20230904.0145/
  102,20230904.0205/
  100,20230904.0210/
   99,20230904.0215/
  101,20230904.0235/
  104,20230904.0240/
  102,20230904.0245/
   98,20230904.0305/
   98,20230904.0310/
   97,20230904.0315/
  100,20230904.0335/
   94,20230904.0340/
   90,20230904.0345/
   89,20230904.0405/
   93,20230904.0410/
   91,20230904.0415/
   86,20230904.0435/
   83,20230904.0440/
   87,20230904.0445/
   86,20230904.0505/
   88,20230904.0510/
   87,20230904.0515/
   91,20230904.0535/
   86,20230904.0540/
   78,20230904.0545/
   84,20230904.0605/
   83,20230904.0610/
   89,20230904.0615/
   82,20230904.0635/
   82,20230904.0640/
   87,20230904.0645/
   92,20230904.0705/
   96,20230904.0710/
   83,20230904.0715/
   82,20230904.0735/
   75,20230904.0740/
   79,20230904.0745/
   79,20230904.0805/
   80,20230904.0810/
   79,20230904.0815/
   77,20230904.0835/
   78,20230904.0840/
   77,20230904.0845/
   83,20230904.0905/
   77,20230904.0910/
   71,20230904.0915/
   75,20230904.0935/
   74,20230904.0940/
   77,20230904.0945/
   78,20230904.1005/
   76,20230904.1010/
   76,20230904.1015/
   76,20230904.1035/
   71,20230904.1040/
   72,20230904.1045/
   73,20230904.1105/
   74,20230904.1110/
   71,20230904.1115/
   68,20230904.1135/
   67,20230904.1140/
   72,20230904.1145/
   71,20230904.1205/
   70,20230904.1210/
   69,20230904.1215/
   68,20230904.1235/
   68,20230904.1240/
   69,20230904.1245/
   68,20230904.1305/
   68,20230904.1310/
   70,20230904.1315/
   68,20230904.1335/
   72,20230904.1340/
   72,20230904.1345/
   71,20230904.1405/
   69,20230904.1410/
   66,20230904.1415/
   66,20230904.1435/
   68,20230904.1440/
   66,20230904.1445/
   65,20230904.1505/
   66,20230904.1510/
   66,20230904.1515/
   65,20230904.1535/
   67,20230904.1540/
   67,20230904.1545/
   69,20230904.1605/
   66,20230904.1610/
   66,20230904.1615/
   65,20230904.1635/
   68,20230904.1640/
   70,20230904.1645/
   72,20230904.1705/
   72,20230904.1710/
   70,20230904.1715/
   69,20230904.1735/
   72,20230904.1740/
   72,20230904.1745/
   70,20230904.1805/
   73,20230904.1810/
   72,20230904.1815/
   75,20230904.1835/
   76,20230904.1840/
   74,20230904.1845/
   82,20230904.1905/
   79,20230904.1910/
   81,20230904.1915/
   87,20230904.1935/
   92,20230904.1940/
   90,20230904.1945/
   94,20230904.2005/
   93,20230904.2010/
   93,20230904.2015/
   94,20230904.2035/
   90,20230904.2040/
   93,20230904.2045/
   91,20230904.2105/
   93,20230904.2110/
   93,20230904.2115/
   95,20230904.2135/
   97,20230904.2140/
   99,20230904.2145/
  102,20230904.2205/
  100,20230904.2210/
  100,20230904.2215/
  101,20230904.2235/
  102,20230904.2240/
  102,20230904.2245/
  102,20230904.2305/
  103,20230904.2310/
  105,20230904.2315/
  105,20230904.2335/
  107,20230904.2340/
  104,20230904.2345/
  106,20230905.0005/
  106,20230905.0010/
  104,20230905.0015/
  105,20230905.0035/
  105,20230905.0040/
  106,20230905.0045/
  107,20230905.0105/
  107,20230905.0110/
  107,20230905.0115/
  106,20230905.0135/
  105,20230905.0140/
  104,20230905.0145/
   93,20230905.0435/
   95,20230905.0440/
   97,20230905.0445/
   91,20230905.0505/
   89,20230905.0510/
   87,20230905.0515/
   89,20230905.0535/
   91,20230905.0540/
   90,20230905.0545/
   87,20230905.0605/
   86,20230905.0610/
   86,20230905.0615/
   87,20230905.0635/
   88,20230905.0640/
   86,20230905.0645/
   82,20230905.0705/
   83,20230905.0710/
   89,20230905.0715/
   85,20230905.0735/
   83,20230905.0740/
   79,20230905.0745/
   85,20230905.0805/
   80,20230905.0810/
   74,20230905.0815/
   76,20230905.0835/
   74,20230905.0840/
   80,20230905.0845/
   80,20230905.0905/
   79,20230905.0910/
   77,20230905.0915/
   83,20230905.0935/
   76,20230905.0940/
   72,20230905.0945/
   75,20230905.1005/
   79,20230905.1010/
   79,20230905.1015/
   71,20230905.1035/
   66,20230905.1040/
   67,20230905.1045/
   71,20230905.1105/
   71,20230905.1110/
   71,20230905.1115/
   69,20230905.1135/
   70,20230905.1140/
   69,20230905.1145/
   71,20230905.1205/
   69,20230905.1210/
   70,20230905.1215/
   68,20230905.1235/
   70,20230905.1240/
   69,20230905.1245/
   63,20230905.1305/
   63,20230905.1310/
   66,20230905.1315/
   66,20230905.1335/
   66,20230905.1340/
   63,20230905.1345/
   63,20230905.1405/
   65,20230905.1410/
   68,20230905.1415/
   64,20230905.1435/
   68,20230905.1440/
   71,20230905.1445/
   73,20230905.1505/
   71,20230905.1510/
   70,20230905.1515/
   69,20230905.1535/
   69,20230905.1540/
   68,20230905.1545/
   67,20230905.1605/
   69,20230905.1610/
   69,20230905.1615/
   71,20230905.1635/
   69,20230905.1640/
   69,20230905.1645/
   75,20230905.1705/
   77,20230905.1710/
   82,20230905.1715/
   75,20230905.1735/
   74,20230905.1740/
   75,20230905.1745/
   80,20230905.1805/
   80,20230905.1810/
   80,20230905.1815/
   79,20230905.1835/
   78,20230905.1840/
   77,20230905.1845/
   81,20230905.1905/
   84,20230905.1910/
   87,20230905.1915/
   89,20230905.1935/
   89,20230905.1940/
   97,20230905.1945/
   93,20230905.2005/
   98,20230905.2010/
   98,20230905.2015/
  101,20230905.2035/
  100,20230905.2040/
  102,20230905.2045/
  104,20230905.2105/
  100,20230905.2110/
  101,20230905.2115/
  100,20230905.2135/
  103,20230905.2140/
  104,20230905.2145/
  105,20230905.2205/
  106,20230905.2210/
  107,20230905.2215/
  108,20230905.2235/
  110,20230905.2240/
  109,20230905.2245/
  110,20230905.2305/
  106,20230905.2310/
  108,20230905.2315/
  114,20230905.2335/
  116,20230905.2340/
  117,20230905.2345/
  113,20230906.0005/
  113,20230906.0010/
  113,20230906.0015/
  113,20230906.0035/
  114,20230906.0040/
  114,20230906.0045/
  109,20230906.0105/
  106,20230906.0110/
  108,20230906.0115/
  108,20230906.0135/
  112,20230906.0140/
  110,20230906.0145/
  111,20230906.0205/
  114,20230906.0210/
  114,20230906.0215/
  108,20230906.0235/
  110,20230906.0240/
  110,20230906.0245/
  104,20230906.0305/
  107,20230906.0310/
  107,20230906.0315/
  103,20230906.0335/
  104,20230906.0340/
   95,20230906.0345/
   97,20230906.0405/
   97,20230906.0410/
   96,20230906.0415/
   97,20230906.0435/
   94,20230906.0440/
   95,20230906.0445/
   92,20230906.0505/
   91,20230906.0510/
   86,20230906.0515/
   86,20230906.0535/
   90,20230906.0540/
   92,20230906.0545/
   87,20230906.0605/
   83,20230906.0610/
   84,20230906.0615/
   85,20230906.0635/
   86,20230906.0640/
   83,20230906.0645/
   80,20230906.0705/
   77,20230906.0710/
   75,20230906.0715/
   79,20230906.0735/
   75,20230906.0740/
   71,20230906.0745/
   75,20230906.0805/
   75,20230906.0810/
   79,20230906.0815/
   78,20230906.0835/
   77,20230906.0840/
   74,20230906.0845/
   73,20230906.0905/
   72,20230906.0910/
   70,20230906.0915/
   65,20230906.0935/
   61,20230906.0940/
   64,20230906.0945/
   60,20230906.1005/
   65,20230906.1010/
   66,20230906.1015/
   65,20230906.1035/
   61,20230906.1040/
   60,20230906.1045/
   58,20230906.1105/
   61,20230906.1110/
   58,20230906.1115/
   47,20230906.1135/
   47,20230906.1140/
   51,20230906.1145/
   52,20230906.1205/
   52,20230906.1210/
   50,20230906.1215/
   46,20230906.1235/
   48,20230906.1240/
   51,20230906.1245/
   49,20230906.1305/
   45,20230906.1310/
   43,20230906.1315/
   45,20230906.1335/
   48,20230906.1340/
   44,20230906.1345/
   43,20230906.1405/
   43,20230906.1410/
   44,20230906.1415/
   43,20230906.1435/
   41,20230906.1440/
   39,20230906.1445/
   42,20230906.1505/
   41,20230906.1510/
   38,20230906.1515/
   36,20230906.1535/
   37,20230906.1540/
   39,20230906.1545/
   41,20230906.1605/
   41,20230906.1610/
   41,20230906.1615/
   48,20230906.1635/
   49,20230906.1640/
   47,20230906.1645/
   49,20230906.1705/
   44,20230906.1710/
   46,20230906.1715/
   46,20230906.1735/
   50,20230906.1740/
   53,20230906.1745/
   51,20230906.1805/
   51,20230906.1810/
   51,20230906.1815/
   53,20230906.1835/
   54,20230906.1840/
   54,20230906.1845/
   57,20230906.1905/
   58,20230906.1910/
   59,20230906.1915/
   63,20230906.1935/
   64,20230906.1940/
   65,20230906.1945/
   67,20230906.2005/
   67,20230906.2010/
   70,20230906.2015/
   71,20230906.2035/
   73,20230906.2040/
   74,20230906.2045/
   73,20230906.2105/
   73,20230906.2110/
   73,20230906.2115/
   74,20230906.2135/
   74,20230906.2140/
   75,20230906.2145/
   77,20230906.2205/
   79,20230906.2210/
   81,20230906.2215/
   84,20230906.2235/
   85,20230906.2240/
   87,20230906.2245/
   88,20230906.2305/
   87,20230906.2310/
   87,20230906.2315/
   86,20230906.2335/
   87,20230906.2340/
   86,20230906.2345/
   86,20230907.0005/
   85,20230907.0010/
   85,20230907.0015/
   84,20230907.0035/
   87,20230907.0040/
   87,20230907.0045/
   89,20230907.0105/
   85,20230907.0110/
   85,20230907.0115/
   84,20230907.0135/
   86,20230907.0140/
   88,20230907.0145/
   89,20230907.0205/
   89,20230907.0210/
   89,20230907.0215/
   88,20230907.0235/
   87,20230907.0240/
   86,20230907.0245/
   83,20230907.0305/
   83,20230907.0310/
   85,20230907.0315/
   83,20230907.0335/
   83,20230907.0340/
   79,20230907.0345/
   79,20230907.0405/
   81,20230907.0410/
   80,20230907.0415/
   79,20230907.0435/
   78,20230907.0440/
   80,20230907.0445/
   77,20230907.0505/
   78,20230907.0510/
   80,20230907.0515/
   80,20230907.0535/
   80,20230907.0540/
   77,20230907.0545/
   74,20230907.0605/
   73,20230907.0610/
   74,20230907.0615/
   72,20230907.0635/
   70,20230907.0640/
   68,20230907.0645/
   65,20230907.0705/
   64,20230907.0710/
   69,20230907.0715/
   67,20230907.0735/
   67,20230907.0740/
   65,20230907.0745/
   65,20230907.0805/
   66,20230907.0810/
   66,20230907.0815/
   63,20230907.0835/
   62,20230907.0840/
   63,20230907.0845/
   62,20230907.0905/
   64,20230907.0910/
   61,20230907.0915/
   59,20230907.0935/
   57,20230907.0940/
   56,20230907.0945/
   58,20230907.1005/
   57,20230907.1010/
   54,20230907.1015/
   57,20230907.1035/
   56,20230907.1040/
   55,20230907.1045/
   53,20230907.1105/
   53,20230907.1110/
   52,20230907.1115/
   49,20230907.1135/
   50,20230907.1140/
   49,20230907.1145/
   42,20230907.1205/
   41,20230907.1210/
   39,20230907.1215/
   41,20230907.1235/
   41,20230907.1240/
   40,20230907.1245/
   37,20230907.1305/
   40,20230907.1310/
   41,20230907.1315/
   43,20230907.1335/
   39,20230907.1340/
   37,20230907.1345/
   34,20230907.1405/
   36,20230907.1410/
   36,20230907.1415/
   34,20230907.1435/
   33,20230907.1440/
   33,20230907.1445/
   35,20230907.1505/
   35,20230907.1510/
   34,20230907.1515/
   34,20230907.1535/
   36,20230907.1540/
   35,20230907.1545/
   37,20230907.1605/
   35,20230907.1610/
   37,20230907.1615/
   40,20230907.1635/
   44,20230907.1640/
   44,20230907.1645/
   42,20230907.1705/
   44,20230907.1710/
   44,20230907.1715/
   47,20230907.1735/
   45,20230907.1740/
   42,20230907.1745/
   45,20230907.1805/
   46,20230907.1810/
   49,20230907.1815/
   51,20230907.1835/
   53,20230907.1840/
   53,20230907.1845/
   53,20230907.1905/
   54,20230907.1910/
   54,20230907.1915/
   60,20230907.1935/
   60,20230907.1940/
   61,20230907.1945/
   59,20230907.2005/
   63,20230907.2010/
   66,20230907.2015/
   69,20230907.2035/
   68,20230907.2040/
   65,20230907.2045/
   69,20230907.2105/
   70,20230907.2110/
   67,20230907.2115/
   70,20230907.2135/
   68,20230907.2140/
   71,20230907.2145/
   74,20230907.2205/
   75,20230907.2210/
   76,20230907.2215/
   80,20230907.2235/
   83,20230907.2240/
   82,20230907.2245/
   85,20230907.2305/
   86,20230907.2310/
   89,20230907.2315/
   88,20230907.2335/
   88,20230907.2340/
   85,20230907.2345/
   85,20230908.0005/
   86,20230908.0010/
   87,20230908.0015/
   86,20230908.0035/
   85,20230908.0040/
   83,20230908.0045/
   87,20230908.0105/
   87,20230908.0110/
   89,20230908.0115/
   89,20230908.0135/
   90,20230908.0140/
   89,20230908.0145/
   92,20230908.0205/
   94,20230908.0210/
   92,20230908.0215/
   91,20230908.0235/
   91,20230908.0240/
   90,20230908.0245/
   93,20230908.0305/
   90,20230908.0310/
   87,20230908.0315/
   88,20230908.0335/
   90,20230908.0340/
   90,20230908.0345/
   88,20230908.0405/
   88,20230908.0410/
   86,20230908.0415/
   89,20230908.0435/
   87,20230908.0440/
   86,20230908.0445/
   87,20230908.0505/
   87,20230908.0510/
   84,20230908.0515/
   83,20230908.0535/
   85,20230908.0540/
   86,20230908.0545/
   87,20230908.0605/
   84,20230908.0610/
   84,20230908.0615/
   83,20230908.0635/
   82,20230908.0640/
   83,20230908.0645/
   79,20230908.0705/
   82,20230908.0710/
   80,20230908.0715/
   83,20230908.0735/
   81,20230908.0740/
   79,20230908.0745/
   76,20230908.0805/
   77,20230908.0810/
   75,20230908.0815/
   74,20230908.0835/
   74,20230908.0840/
   72,20230908.0845/
   69,20230908.0905/
   67,20230908.0910/
   67,20230908.0915/
   71,20230908.0935/
   71,20230908.0940/
   69,20230908.0945/
   69,20230908.1005/
   69,20230908.1010/
   70,20230908.1015/
   70,20230908.1035/
   69,20230908.1040/
   69,20230908.1045/
   64,20230908.1105/
   65,20230908.1110/
   64,20230908.1115/
   64,20230908.1135/
   65,20230908.1140/
   62,20230908.1145/
   60,20230908.1205/
   59,20230908.1210/
   59,20230908.1215/
   57,20230908.1235/
   59,20230908.1240/
   59,20230908.1245/
   55,20230908.1305/
   56,20230908.1310/
   54,20230908.1315/
   54,20230908.1335/
   53,20230908.1340/
   52,20230908.1345/
   50,20230908.1405/
   52,20230908.1410/
   53,20230908.1415/
   48,20230908.1435/
   48,20230908.1440/
   47,20230908.1445/
   52,20230908.1505/
   51,20230908.1510/
   50,20230908.1515/
   51,20230908.1535/
   50,20230908.1540/
   50,20230908.1545/
   50,20230908.1605/
   52,20230908.1610/
   52,20230908.1615/
   53,20230908.1635/
   50,20230908.1640/
   49,20230908.1645/
   54,20230908.1705/
   54,20230908.1710/
   53,20230908.1715/
   54,20230908.1735/
   57,20230908.1740/
   63,20230908.1745/
   64,20230908.1805/
   62,20230908.1810/
   61,20230908.1815/
   66,20230908.1835/
   66,20230908.1840/
   66,20230908.1845/
   66,20230908.1905/
   69,20230908.1910/
   68,20230908.1915/
   69,20230908.1935/
   67,20230908.1940/
   67,20230908.1945/
   69,20230908.2005/
   71,20230908.2010/
   73,20230908.2015/
   79,20230908.2035/
   80,20230908.2040/
   81,20230908.2045/
   87,20230908.2105/
   88,20230908.2110/
   87,20230908.2115/
   88,20230908.2135/
   89,20230908.2140/
   90,20230908.2145/
   86,20230908.2205/
   86,20230908.2210/
   85,20230908.2215/
   85,20230908.2235/
   91,20230908.2240/
   91,20230908.2245/
   98,20230908.2305/
   93,20230908.2310/
   90,20230908.2315/
   98,20230908.2335/
  102,20230908.2340/
  103,20230908.2345/
  100,20230909.0005/
  100,20230909.0010/
  103,20230909.0015/
  103,20230909.0035/
  100,20230909.0040/
  100,20230909.0045/
  102,20230909.0105/
  102,20230909.0110/
  100,20230909.0115/
  105,20230909.0135/
  103,20230909.0140/
  104,20230909.0145/
  103,20230909.0205/
  102,20230909.0210/
  105,20230909.0215/
  106,20230909.0235/
  107,20230909.0240/
  107,20230909.0245/
  108,20230909.0305/
  108,20230909.0310/
  109,20230909.0315/
  110,20230909.0335/
  110,20230909.0340/
  110,20230909.0345/
  108,20230909.0405/
  108,20230909.0410/
  104,20230909.0415/
  104,20230909.0435/
  104,20230909.0440/
  105,20230909.0445/
  102,20230909.0505/
  106,20230909.0510/
  108,20230909.0515/
  114,20230909.0535/
  109,20230909.0540/
  105,20230909.0545/
  110,20230909.0605/
  106,20230909.0610/
  105,20230909.0615/
  107,20230909.0635/
  104,20230909.0640/
  110,20230909.0645/
  104,20230909.0705/
  108,20230909.0710/
  108,20230909.0715/
  102,20230909.0735/
  100,20230909.0740/
  102,20230909.0745/
  100,20230909.0805/
   94,20230909.0810/
   97,20230909.0815/
   97,20230909.0835/
