#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Oct_2023_Well2.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-10-03 01:05:00 to 2023-10-31 23:15:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   77,20231010.0305/
   77,20231010.0310/
   77,20231010.0315/
   76,20231010.0320/
   76,20231010.0325/
   77,20231010.0330/
   80,20231010.0335/
   81,20231010.0340/
   79,20231010.0345/
   79,20231010.0350/
   80,20231010.0355/
   79,20231010.0400/
   76,20231010.0405/
   75,20231010.0410/
   80,20231010.0415/
   84,20231010.0420/
   82,20231010.0425/
   81,20231010.0430/
   86,20231010.0435/
   88,20231010.0440/
   86,20231010.0445/
   83,20231010.0450/
   82,20231010.0455/
   84,20231010.0500/
   85,20231010.0505/
   84,20231010.0510/
   81,20231010.0515/
   80,20231010.0520/
   81,20231010.0525/
   87,20231010.0530/
   87,20231010.0535/
   84,20231010.0540/
   82,20231010.0545/
   84,20231010.0550/
   85,20231010.0555/
   83,20231010.0600/
   81,20231010.0605/
   84,20231010.0610/
   85,20231010.0615/
   83,20231010.0620/
   82,20231010.0625/
   84,20231010.0630/
   84,20231010.0635/
   83,20231010.0640/
   82,20231010.0645/
   84,20231010.0650/
   86,20231010.0655/
   85,20231010.0700/
   83,20231010.0705/
   85,20231010.0710/
   86,20231010.0715/
   85,20231010.0720/
   84,20231010.0725/
   82,20231010.0730/
   80,20231010.0735/
   81,20231010.0740/
   83,20231010.0745/
   84,20231010.0750/
   82,20231010.0755/
   84,20231010.0800/
   86,20231010.0805/
   85,20231010.0810/
   82,20231010.0815/
   81,20231010.0820/
   83,20231010.0825/
   84,20231010.0830/
   82,20231010.0835/
   80,20231010.0840/
   79,20231010.0845/
   79,20231010.0850/
   80,20231010.0855/
   80,20231010.0900/
   77,20231010.0905/
   77,20231010.0910/
   78,20231010.0915/
   76,20231010.0920/
   75,20231010.0925/
   73,20231010.0930/
   73,20231010.0935/
   74,20231010.0940/
   75,20231010.0945/
   74,20231010.0950/
   70,20231010.0955/
   70,20231010.1000/
   72,20231010.1005/
   73,20231010.1010/
   71,20231010.1015/
   70,20231010.1020/
   71,20231010.1025/
   71,20231010.1030/
   68,20231010.1035/
   68,20231010.1040/
   67,20231010.1045/
   69,20231010.1050/
   69,20231010.1055/
   65,20231010.1100/
   64,20231010.1105/
   64,20231010.1110/
   65,20231010.1115/
   64,20231010.1120/
   62,20231010.1125/
   60,20231010.1130/
   62,20231010.1135/
   64,20231010.1140/
   62,20231010.1145/
   60,20231010.1150/
   59,20231010.1155/
   59,20231010.1200/
   60,20231010.1205/
   59,20231010.1210/
   56,20231010.1215/
   57,20231010.1220/
   56,20231010.1225/
   55,20231010.1230/
   54,20231010.1235/
   54,20231010.1240/
   53,20231010.1245/
   50,20231010.1250/
   50,20231010.1255/
   50,20231010.1300/
   49,20231010.1305/
   48,20231010.1310/
   49,20231010.1315/
   49,20231010.1320/
   44,20231010.1325/
   42,20231010.1330/
   47,20231010.1335/
   48,20231010.1340/
   42,20231010.1345/
   41,20231010.1350/
   48,20231010.1355/
   53,20231010.1400/
   47,20231010.1405/
   40,20231010.1410/
   45,20231010.1415/
   52,20231010.1420/
   52,20231010.1425/
   48,20231010.1430/
   47,20231010.1435/
   49,20231010.1440/
   49,20231010.1445/
   46,20231010.1450/
   45,20231010.1455/
   44,20231010.1500/
   43,20231010.1505/
   47,20231010.1510/
   48,20231010.1515/
   45,20231010.1520/
   43,20231010.1525/
   44,20231010.1530/
   46,20231010.1535/
   47,20231010.1540/
   46,20231010.1545/
   47,20231010.1550/
   45,20231010.1555/
   44,20231010.1600/
   45,20231010.1605/
   46,20231010.1610/
   45,20231010.1615/
   45,20231010.1620/
   47,20231010.1625/
   49,20231010.1630/
   50,20231010.1635/
   47,20231010.1640/
   46,20231010.1645/
   48,20231010.1650/
   51,20231010.1655/
   51,20231010.1700/
   52,20231010.1705/
   53,20231010.1710/
   53,20231010.1715/
   54,20231010.1720/
   53,20231010.1725/
   53,20231010.1730/
   53,20231010.1735/
   55,20231010.1740/
   56,20231010.1745/
   55,20231010.1750/
   55,20231010.1755/
   57,20231010.1800/
   57,20231010.1805/
   57,20231010.1810/
   57,20231010.1815/
   58,20231010.1820/
   57,20231010.1825/
   57,20231010.1830/
   59,20231010.1835/
   60,20231010.1840/
   58,20231010.1845/
   59,20231010.1850/
   61,20231010.1855/
   61,20231010.1900/
   58,20231010.1905/
   59,20231010.1910/
   61,20231010.1915/
   59,20231010.1920/
   57,20231010.1925/
   59,20231010.1930/
   62,20231010.1935/
   61,20231010.1940/
   60,20231010.1945/
   62,20231010.1950/
   63,20231010.1955/
   63,20231010.2000/
   61,20231010.2005/
   62,20231010.2010/
   62,20231010.2015/
   63,20231010.2020/
   62,20231010.2025/
   64,20231010.2030/
   62,20231010.2035/
   61,20231010.2040/
   63,20231010.2045/
   66,20231010.2050/
   64,20231010.2055/
   62,20231010.2100/
   63,20231010.2105/
   64,20231010.2110/
   65,20231010.2115/
   62,20231010.2120/
   61,20231010.2125/
   64,20231010.2130/
   67,20231010.2135/
   66,20231010.2140/
   64,20231010.2145/
   62,20231010.2150/
   64,20231010.2155/
   66,20231010.2200/
   64,20231010.2205/
   62,20231010.2210/
   64,20231010.2215/
   64,20231010.2220/
   64,20231010.2225/
   64,20231010.2230/
   62,20231010.2235/
   59,20231010.2240/
   61,20231010.2245/
   62,20231010.2250/
   60,20231010.2255/
   58,20231010.2300/
   59,20231010.2305/
   61,20231010.2310/
   61,20231010.2315/
   58,20231010.2320/
   58,20231010.2325/
   60,20231010.2330/
   60,20231010.2335/
   59,20231010.2340/
   58,20231010.2345/
   59,20231010.2350/
   61,20231010.2355/
   61,20231011.0000/
   60,20231011.0005/
   61,20231011.0010/
   62,20231011.0015/
   61,20231011.0020/
   60,20231011.0025/
   60,20231011.0030/
   60,20231011.0035/
   61,20231011.0040/
   61,20231011.0045/
   60,20231011.0050/
   59,20231011.0055/
   60,20231011.0100/
   61,20231011.0105/
   61,20231011.0110/
   61,20231011.0115/
   61,20231011.0120/
   61,20231011.0125/
   60,20231011.0130/
   58,20231011.0135/
   56,20231011.0140/
   57,20231011.0145/
   58,20231011.0150/
   59,20231011.0155/
   59,20231011.0200/
   60,20231011.0205/
   60,20231011.0210/
   59,20231011.0215/
   59,20231011.0220/
   58,20231011.0225/
   59,20231011.0230/
   60,20231011.0235/
   60,20231011.0240/
   58,20231011.0245/
   59,20231011.0250/
   62,20231011.0255/
   63,20231011.0300/
   61,20231011.0305/
   60,20231011.0310/
   63,20231011.0315/
   66,20231011.0320/
   65,20231011.0325/
   63,20231011.0330/
   64,20231011.0335/
   66,20231011.0340/
   66,20231011.0345/
   68,20231011.0350/
   69,20231011.0355/
   68,20231011.0400/
   69,20231011.0405/
   72,20231011.0410/
   71,20231011.0415/
   68,20231011.0420/
   68,20231011.0425/
   69,20231011.0430/
   68,20231011.0435/
   69,20231011.0440/
   70,20231011.0445/
   70,20231011.0450/
   69,20231011.0455/
   68,20231011.0500/
   67,20231011.0505/
   68,20231011.0510/
   69,20231011.0515/
   68,20231011.0520/
   68,20231011.0525/
   69,20231011.0530/
   70,20231011.0535/
   71,20231011.0540/
   73,20231011.0545/
   72,20231011.0550/
   72,20231011.0555/
   73,20231011.0600/
   75,20231011.0605/
   75,20231011.0610/
   75,20231011.0615/
   76,20231011.0620/
   78,20231011.0625/
   80,20231011.0630/
   78,20231011.0635/
   78,20231011.0640/
   78,20231011.0645/
   78,20231011.0650/
   78,20231011.0655/
   78,20231011.0700/
   75,20231011.0705/
   73,20231011.0710/
   74,20231011.0715/
   76,20231011.0720/
   74,20231011.0725/
   70,20231011.0730/
   71,20231011.0735/
   72,20231011.0740/
   72,20231011.0745/
   69,20231011.0750/
   69,20231011.0755/
   72,20231011.0800/
   73,20231011.0805/
   70,20231011.0810/
   70,20231011.0815/
   71,20231011.0820/
   71,20231011.0825/
   71,20231011.0830/
   73,20231011.0835/
   73,20231011.0840/
   72,20231011.0845/
   73,20231011.0850/
   75,20231011.0855/
   75,20231011.0900/
   74,20231011.0905/
   74,20231011.0910/
   75,20231011.0915/
   74,20231011.0920/
   72,20231011.0925/
   70,20231011.0930/
   71,20231011.0935/
   71,20231011.0940/
   70,20231011.0945/
   69,20231011.0950/
   69,20231011.0955/
   66,20231011.1000/
   64,20231011.1005/
   66,20231011.1010/
   66,20231011.1015/
   65,20231011.1020/
   63,20231011.1025/
   62,20231011.1030/
   64,20231011.1035/
   65,20231011.1040/
   61,20231011.1045/
   60,20231011.1050/
   61,20231011.1055/
   61,20231011.1100/
   61,20231011.1105/
   59,20231011.1110/
   57,20231011.1115/
   58,20231011.1120/
   60,20231011.1125/
   60,20231011.1130/
   58,20231011.1135/
   58,20231011.1140/
   58,20231011.1145/
   58,20231011.1150/
   58,20231011.1155/
   57,20231011.1200/
   57,20231011.1205/
   55,20231011.1210/
   54,20231011.1215/
   54,20231011.1220/
   52,20231011.1225/
   49,20231011.1230/
   47,20231011.1235/
   49,20231011.1240/
   48,20231011.1245/
   47,20231011.1250/
   45,20231011.1255/
   46,20231011.1300/
   45,20231011.1305/
   44,20231011.1310/
   43,20231011.1315/
   42,20231011.1320/
   41,20231011.1325/
   40,20231011.1330/
   39,20231011.1335/
   40,20231011.1340/
   41,20231011.1345/
   42,20231011.1350/
   41,20231011.1355/
   41,20231011.1400/
   40,20231011.1405/
   41,20231011.1410/
   42,20231011.1415/
   42,20231011.1420/
   42,20231011.1425/
   41,20231011.1430/
   42,20231011.1435/
   43,20231011.1440/
   42,20231011.1445/
   40,20231011.1450/
   41,20231011.1455/
   41,20231011.1500/
   41,20231011.1505/
   40,20231011.1510/
   41,20231011.1515/
   41,20231011.1520/
   40,20231011.1525/
   40,20231011.1530/
   41,20231011.1535/
   42,20231011.1540/
   42,20231011.1545/
   41,20231011.1550/
   41,20231011.1555/
   42,20231011.1600/
   43,20231011.1605/
   44,20231011.1610/
   44,20231011.1615/
   43,20231011.1620/
   41,20231011.1625/
   43,20231011.1630/
   43,20231011.1635/
   41,20231011.1640/
   41,20231011.1645/
   43,20231011.1650/
   44,20231011.1655/
   44,20231011.1700/
   45,20231011.1705/
   47,20231011.1710/
   47,20231011.1715/
   47,20231011.1720/
   47,20231011.1725/
   48,20231011.1730/
   49,20231011.1735/
   50,20231011.1740/
   51,20231011.1745/
   53,20231011.1750/
   52,20231011.1755/
   53,20231011.1800/
   55,20231011.1805/
   55,20231011.1810/
   55,20231011.1815/
   55,20231011.1820/
   55,20231011.1825/
   55,20231011.1830/
   56,20231011.1835/
   54,20231011.1840/
   54,20231011.1845/
   57,20231011.1850/
   56,20231011.1855/
   53,20231011.1900/
   53,20231011.1905/
   56,20231011.1910/
   56,20231011.1915/
   53,20231011.1920/
   53,20231011.1925/
   56,20231011.1930/
   58,20231011.1935/
   56,20231011.1940/
   54,20231011.1945/
   58,20231011.1950/
   58,20231011.1955/
   57,20231011.2000/
   57,20231011.2005/
   58,20231011.2010/
   59,20231011.2015/
   59,20231011.2020/
   59,20231011.2025/
   60,20231011.2030/
   61,20231011.2035/
   62,20231011.2040/
   63,20231011.2045/
   61,20231011.2050/
   60,20231011.2055/
   60,20231011.2100/
   60,20231011.2105/
   60,20231011.2110/
   60,20231011.2115/
   60,20231011.2120/
   60,20231011.2125/
   60,20231011.2130/
   62,20231011.2135/
   62,20231011.2140/
   59,20231011.2145/
   59,20231011.2150/
   61,20231011.2155/
   60,20231011.2200/
   58,20231011.2205/
   57,20231011.2210/
   58,20231011.2215/
   58,20231011.2220/
   57,20231011.2225/
   58,20231011.2230/
   58,20231011.2235/
   56,20231011.2240/
   54,20231011.2245/
   55,20231011.2250/
   55,20231011.2255/
   53,20231011.2300/
   53,20231011.2305/
   55,20231011.2310/
   55,20231011.2315/
   53,20231011.2320/
   54,20231011.2325/
   55,20231011.2330/
   54,20231011.2335/
   52,20231011.2340/
   52,20231011.2345/
   54,20231011.2350/
   54,20231011.2355/
   50,20231012.0000/
   50,20231012.0005/
   52,20231012.0010/
   53,20231012.0015/
   51,20231012.0020/
   48,20231012.0025/
   48,20231012.0030/
   51,20231012.0035/
   52,20231012.0040/
   49,20231012.0045/
   46,20231012.0050/
   47,20231012.0055/
   50,20231012.0100/
   50,20231012.0105/
   46,20231012.0110/
   43,20231012.0115/
   46,20231012.0120/
   49,20231012.0125/
   46,20231012.0130/
   42,20231012.0135/
   44,20231012.0140/
   46,20231012.0145/
   46,20231012.0150/
   43,20231012.0155/
   42,20231012.0200/
   45,20231012.0205/
   44,20231012.0210/
   43,20231012.0215/
   43,20231012.0220/
   43,20231012.0225/
   44,20231012.0230/
   45,20231012.0235/
   45,20231012.0240/
   42,20231012.0245/
   41,20231012.0250/
   44,20231012.0255/
   46,20231012.0300/
   43,20231012.0305/
   42,20231012.0310/
   44,20231012.0315/
   47,20231012.0320/
   45,20231012.0325/
   45,20231012.0330/
   46,20231012.0335/
   47,20231012.0340/
   46,20231012.0345/
   48,20231012.0350/
   47,20231012.0355/
   46,20231012.0400/
   47,20231012.0405/
   50,20231012.0410/
   50,20231012.0415/
   49,20231012.0420/
   50,20231012.0425/
   51,20231012.0430/
   49,20231012.0435/
   49,20231012.0440/
   52,20231012.0445/
   53,20231012.0450/
   52,20231012.0455/
   52,20231012.0500/
   53,20231012.0505/
   54,20231012.0510/
   53,20231012.0515/
   52,20231012.0520/
   53,20231012.0525/
   54,20231012.0530/
   54,20231012.0535/
   55,20231012.0540/
   56,20231012.0545/
   57,20231012.0550/
   56,20231012.0555/
   55,20231012.0600/
   56,20231012.0605/
   57,20231012.0610/
   58,20231012.0615/
   58,20231012.0620/
   58,20231012.0625/
   59,20231012.0630/
   59,20231012.0635/
   60,20231012.0640/
   61,20231012.0645/
   62,20231012.0650/
   62,20231012.0655/
   62,20231012.0700/
   62,20231012.0705/
   62,20231012.0710/
   62,20231012.0715/
   62,20231012.0720/
   63,20231012.0725/
   63,20231012.0730/
   63,20231012.0735/
   62,20231012.0740/
   62,20231012.0745/
   62,20231012.0750/
   62,20231012.0755/
   62,20231012.0800/
   63,20231012.0805/
   64,20231012.0810/
   63,20231012.0815/
   63,20231012.0820/
   64,20231012.0825/
   63,20231012.0830/
   61,20231012.0835/
   61,20231012.0840/
   62,20231012.0845/
   63,20231012.0850/
   63,20231012.0855/
   64,20231012.0900/
   63,20231012.0905/
   63,20231012.0910/
   64,20231012.0915/
   65,20231012.0920/
   64,20231012.0925/
   62,20231012.0930/
   63,20231012.0935/
   65,20231012.0940/
   64,20231012.0945/
   61,20231012.0950/
   61,20231012.0955/
   62,20231012.1000/
   63,20231012.1005/
   61,20231012.1010/
   60,20231012.1015/
   61,20231012.1020/
   63,20231012.1025/
   61,20231012.1030/
   58,20231012.1035/
   58,20231012.1040/
   62,20231012.1045/
   62,20231012.1050/
   58,20231012.1055/
   56,20231012.1100/
   58,20231012.1105/
   59,20231012.1110/
   57,20231012.1115/
   54,20231012.1120/
   54,20231012.1125/
   56,20231012.1130/
   56,20231012.1135/
   54,20231012.1140/
   51,20231012.1145/
   50,20231012.1150/
   52,20231012.1155/
   52,20231012.1200/
   47,20231012.1205/
   45,20231012.1210/
   47,20231012.1215/
   49,20231012.1220/
   47,20231012.1225/
   43,20231012.1230/
   42,20231012.1235/
   44,20231012.1240/
   45,20231012.1245/
   43,20231012.1250/
   42,20231012.1255/
   41,20231012.1300/
   43,20231012.1305/
   44,20231012.1310/
   43,20231012.1315/
   42,20231012.1320/
   42,20231012.1325/
   40,20231012.1330/
   38,20231012.1335/
   38,20231012.1340/
   39,20231012.1345/
   37,20231012.1350/
   37,20231012.1355/
   38,20231012.1400/
   41,20231012.1405/
   42,20231012.1410/
   39,20231012.1415/
   38,20231012.1420/
   40,20231012.1425/
   41,20231012.1430/
   38,20231012.1435/
   37,20231012.1440/
   38,20231012.1445/
   40,20231012.1450/
   42,20231012.1455/
   40,20231012.1500/
   37,20231012.1505/
   38,20231012.1510/
   43,20231012.1515/
   45,20231012.1520/
   42,20231012.1525/
   40,20231012.1530/
   41,20231012.1535/
   44,20231012.1540/
   43,20231012.1545/
   39,20231012.1550/
   38,20231012.1555/
   39,20231012.1600/
   41,20231012.1605/
   42,20231012.1610/
   41,20231012.1615/
   40,20231012.1620/
   40,20231012.1625/
   40,20231012.1630/
   39,20231012.1635/
   40,20231012.1640/
   42,20231012.1645/
   41,20231012.1650/
   41,20231012.1655/
   44,20231012.1700/
   46,20231012.1705/
   46,20231012.1710/
   45,20231012.1715/
   45,20231012.1720/
   47,20231012.1725/
   51,20231012.1730/
   51,20231012.1735/
   49,20231012.1740/
   49,20231012.1745/
   52,20231012.1750/
   54,20231012.1755/
   53,20231012.1800/
   51,20231012.1805/
   53,20231012.1810/
   55,20231012.1815/
   57,20231012.1820/
   56,20231012.1825/
   54,20231012.1830/
   56,20231012.1835/
   58,20231012.1840/
   58,20231012.1845/
   55,20231012.1850/
   54,20231012.1855/
   56,20231012.1900/
   59,20231012.1905/
   58,20231012.1910/
   57,20231012.1915/
   57,20231012.1920/
   59,20231012.1925/
   61,20231012.1930/
   61,20231012.1935/
   59,20231012.1940/
   58,20231012.1945/
   60,20231012.1950/
   61,20231012.1955/
   60,20231012.2000/
   60,20231012.2005/
   60,20231012.2010/
   59,20231012.2015/
   58,20231012.2020/
   59,20231012.2025/
   60,20231012.2030/
   61,20231012.2035/
   62,20231012.2040/
   62,20231012.2045/
   61,20231012.2050/
   61,20231012.2055/
   63,20231012.2100/
   64,20231012.2105/
   63,20231012.2110/
   62,20231012.2115/
   64,20231012.2120/
   64,20231012.2125/
   63,20231012.2130/
   61,20231012.2135/
   62,20231012.2140/
   62,20231012.2145/
   62,20231012.2150/
   63,20231012.2155/
   64,20231012.2200/
   63,20231012.2205/
   61,20231012.2210/
   61,20231012.2215/
   62,20231012.2220/
   62,20231012.2225/
   61,20231012.2230/
   59,20231012.2235/
   61,20231012.2240/
   59,20231012.2245/
   58,20231012.2250/
   59,20231012.2255/
   59,20231012.2300/
   56,20231012.2305/
   57,20231012.2310/
   58,20231012.2315/
   58,20231012.2320/
   55,20231012.2325/
   54,20231012.2330/
   56,20231012.2335/
   57,20231012.2340/
   54,20231012.2345/
   52,20231012.2350/
   54,20231012.2355/
   53,20231013.0000/
   51,20231013.0005/
   51,20231013.0010/
   53,20231013.0015/
   52,20231013.0020/
   52,20231013.0025/
   54,20231013.0030/
   54,20231013.0035/
   51,20231013.0040/
   50,20231013.0045/
   51,20231013.0050/
   51,20231013.0055/
   48,20231013.0100/
   47,20231013.0105/
   48,20231013.0110/
   49,20231013.0115/
   47,20231013.0120/
   46,20231013.0125/
   44,20231013.0130/
   41,20231013.0135/
   41,20231013.0140/
   43,20231013.0145/
   42,20231013.0150/
   40,20231013.0155/
   39,20231013.0200/
   40,20231013.0205/
   41,20231013.0210/
   39,20231013.0215/
   37,20231013.0220/
   38,20231013.0225/
   37,20231013.0230/
   36,20231013.0235/
   37,20231013.0240/
   37,20231013.0245/
   37,20231013.0250/
   38,20231013.0255/
   40,20231013.0300/
   40,20231013.0305/
   38,20231013.0310/
   37,20231013.0315/
   38,20231013.0320/
   41,20231013.0325/
   42,20231013.0330/
   39,20231013.0335/
   38,20231013.0340/
   41,20231013.0345/
   42,20231013.0350/
   42,20231013.0355/
   42,20231013.0400/
   41,20231013.0405/
   41,20231013.0410/
   43,20231013.0415/
   44,20231013.0420/
   45,20231013.0425/
   43,20231013.0430/
   43,20231013.0435/
   46,20231013.0440/
   49,20231013.0445/
   47,20231013.0450/
   44,20231013.0455/
   45,20231013.0500/
   47,20231013.0505/
   48,20231013.0510/
   46,20231013.0515/
   45,20231013.0520/
   46,20231013.0525/
   49,20231013.0530/
   51,20231013.0535/
   50,20231013.0540/
   50,20231013.0545/
   50,20231013.0550/
   52,20231013.0555/
   54,20231013.0600/
   53,20231013.0605/
   52,20231013.0610/
   54,20231013.0615/
   56,20231013.0620/
   56,20231013.0625/
   56,20231013.0630/
   56,20231013.0635/
   56,20231013.0640/
   58,20231013.0645/
   58,20231013.0650/
   59,20231013.0655/
   59,20231013.0700/
   60,20231013.0705/
   60,20231013.0710/
   60,20231013.0715/
   60,20231013.0720/
   62,20231013.0725/
   62,20231013.0730/
   62,20231013.0735/
   62,20231013.0740/
   60,20231013.0745/
   60,20231013.0750/
   60,20231013.0755/
   60,20231013.0800/
   60,20231013.0805/
   61,20231013.0810/
   62,20231013.0815/
   61,20231013.0820/
   61,20231013.0825/
   61,20231013.0830/
   60,20231013.0835/
   61,20231013.0840/
   63,20231013.0845/
   64,20231013.0850/
   63,20231013.0855/
   63,20231013.0900/
   63,20231013.0905/
   64,20231013.0910/
   64,20231013.0915/
   64,20231013.0920/
   65,20231013.0925/
   65,20231013.0930/
   64,20231013.0935/
   65,20231013.0940/
   66,20231013.0945/
   66,20231013.0950/
   65,20231013.0955/
   64,20231013.1000/
   65,20231013.1005/
   65,20231013.1010/
   63,20231013.1015/
   62,20231013.1020/
   64,20231013.1025/
   64,20231013.1030/
   63,20231013.1035/
   62,20231013.1040/
   63,20231013.1045/
   64,20231013.1050/
   63,20231013.1055/
   61,20231013.1100/
   62,20231013.1105/
   62,20231013.1110/
   60,20231013.1115/
   61,20231013.1120/
   61,20231013.1125/
   58,20231013.1130/
   57,20231013.1135/
   59,20231013.1140/
   62,20231013.1145/
   60,20231013.1150/
   57,20231013.1155/
   56,20231013.1200/
   56,20231013.1205/
   57,20231013.1210/
   54,20231013.1215/
   52,20231013.1220/
   52,20231013.1225/
   53,20231013.1230/
   53,20231013.1235/
   50,20231013.1240/
   49,20231013.1245/
   46,20231013.1250/
   45,20231013.1255/
   48,20231013.1300/
   50,20231013.1305/
   47,20231013.1310/
   43,20231013.1315/
   43,20231013.1320/
   44,20231013.1325/
   43,20231013.1330/
   42,20231013.1335/
   44,20231013.1340/
   47,20231013.1345/
   46,20231013.1350/
   47,20231013.1355/
   46,20231013.1400/
   43,20231013.1405/
   41,20231013.1410/
   43,20231013.1415/
   44,20231013.1420/
   44,20231013.1425/
   41,20231013.1430/
   45,20231013.1435/
   47,20231013.1440/
   44,20231013.1445/
   40,20231013.1450/
   43,20231013.1455/
   46,20231013.1500/
   44,20231013.1505/
   44,20231013.1510/
   46,20231013.1515/
   47,20231013.1520/
   44,20231013.1525/
   44,20231013.1530/
   47,20231013.1535/
   49,20231013.1540/
   47,20231013.1545/
   49,20231013.1550/
   50,20231013.1555/
   47,20231013.1600/
   45,20231013.1605/
   47,20231013.1610/
   48,20231013.1615/
   46,20231013.1620/
   46,20231013.1625/
   51,20231013.1630/
   52,20231013.1635/
   48,20231013.1640/
   48,20231013.1645/
   53,20231013.1650/
   54,20231013.1655/
   51,20231013.1700/
   51,20231013.1705/
   55,20231013.1710/
   56,20231013.1715/
   55,20231013.1720/
   57,20231013.1725/
   58,20231013.1730/
   57,20231013.1735/
   56,20231013.1740/
   59,20231013.1745/
   60,20231013.1750/
   58,20231013.1755/
   59,20231013.1800/
   61,20231013.1805/
   61,20231013.1810/
   61,20231013.1815/
   61,20231013.1820/
   64,20231013.1825/
   64,20231013.1830/
   61,20231013.1835/
   63,20231013.1840/
   67,20231013.1845/
   64,20231013.1850/
   61,20231013.1855/
   64,20231013.1900/
   66,20231013.1905/
   65,20231013.1910/
   65,20231013.1915/
   66,20231013.1920/
   67,20231013.1925/
   67,20231013.1930/
   66,20231013.1935/
   67,20231013.1940/
   67,20231013.1945/
   66,20231013.1950/
   68,20231013.1955/
   70,20231013.2000/
   70,20231013.2005/
   68,20231013.2010/
   69,20231013.2015/
   72,20231013.2020/
   71,20231013.2025/
   69,20231013.2030/
   69,20231013.2035/
   70,20231013.2040/
   71,20231013.2045/
   70,20231013.2050/
   69,20231013.2055/
   70,20231013.2100/
   71,20231013.2105/
   71,20231013.2110/
   72,20231013.2115/
   72,20231013.2120/
   72,20231013.2125/
   71,20231013.2130/
   71,20231013.2135/
   69,20231013.2140/
   68,20231013.2145/
   68,20231013.2150/
   69,20231013.2155/
   70,20231013.2200/
   70,20231013.2205/
   70,20231013.2210/
   69,20231013.2215/
   70,20231013.2220/
   70,20231013.2225/
   71,20231013.2230/
   71,20231013.2235/
   70,20231013.2240/
   68,20231013.2245/
   70,20231013.2250/
   70,20231013.2255/
   66,20231013.2300/
   65,20231013.2305/
   68,20231013.2310/
   69,20231013.2315/
   66,20231013.2320/
   65,20231013.2325/
   66,20231013.2330/
   66,20231013.2335/
   64,20231013.2340/
   62,20231013.2345/
   63,20231013.2350/
   63,20231013.2355/
   62,20231014.0000/
   61,20231014.0005/
   61,20231014.0010/
   60,20231014.0015/
   59,20231014.0020/
   58,20231014.0025/
   58,20231014.0030/
   58,20231014.0035/
   57,20231014.0040/
   56,20231014.0045/
   55,20231014.0050/
   55,20231014.0055/
   53,20231014.0100/
   53,20231014.0105/
   53,20231014.0110/
   50,20231014.0115/
   50,20231014.0120/
   51,20231014.0125/
   49,20231014.0130/
   46,20231014.0135/
   45,20231014.0140/
   45,20231014.0145/
   45,20231014.0150/
