#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Dec_2023_Well1.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-12-01 00:20:00 to 2023-12-21 11:45:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   49,20231201.0925/
   52,20231201.0930/
   53,20231201.0935/
   52,20231201.0940/
   52,20231201.0945/
   52,20231201.1020/
   55,20231201.1025/
   54,20231201.1030/
   51,20231201.1035/
   50,20231201.1040/
   54,20231201.1045/
   53,20231201.1120/
   54,20231201.1125/
   50,20231201.1130/
   49,20231201.1135/
   54,20231201.1140/
   56,20231201.1145/
   60,20231201.1220/
   57,20231201.1225/
   56,20231201.1230/
   61,20231201.1235/
   63,20231201.1240/
   63,20231201.1245/
   63,20231201.1320/
   63,20231201.1325/
   63,20231201.1330/
   62,20231201.1335/
   62,20231201.1340/
   62,20231201.1345/
   61,20231201.1420/
   62,20231201.1425/
   61,20231201.1430/
   61,20231201.1435/
   63,20231201.1440/
   64,20231201.1445/
   69,20231201.1520/
   71,20231201.1525/
   71,20231201.1530/
   72,20231201.1535/
   72,20231201.1540/
   73,20231201.1545/
   77,20231201.1620/
   75,20231201.1625/
   73,20231201.1630/
   73,20231201.1635/
   73,20231201.1640/
   75,20231201.1645/
   83,20231201.1720/
   82,20231201.1725/
   81,20231201.1730/
   80,20231201.1735/
   84,20231201.1740/
   89,20231201.1745/
   93,20231201.1820/
   95,20231201.1825/
   96,20231201.1830/
   97,20231201.1835/
   96,20231201.1840/
   94,20231201.1845/
   98,20231201.1920/
   99,20231201.1925/
  100,20231201.1930/
  100,20231201.1935/
  100,20231201.1940/
  102,20231201.1945/
  106,20231201.2020/
  107,20231201.2025/
  109,20231201.2030/
  110,20231201.2035/
  110,20231201.2040/
  108,20231201.2045/
  114,20231201.2120/
  113,20231201.2125/
  112,20231201.2130/
  111,20231201.2135/
  112,20231201.2140/
  114,20231201.2145/
  112,20231201.2220/
  111,20231201.2225/
  107,20231201.2230/
  111,20231201.2235/
  113,20231201.2240/
  110,20231201.2245/
  112,20231201.2320/
  111,20231201.2325/
  113,20231201.2330/
  113,20231201.2335/
  111,20231201.2340/
  111,20231201.2345/
  107,20231202.0020/
  110,20231202.0025/
  113,20231202.0030/
  112,20231202.0035/
  108,20231202.0040/
  105,20231202.0045/
  104,20231202.0120/
  104,20231202.0125/
  103,20231202.0130/
  102,20231202.0135/
  102,20231202.0140/
   99,20231202.0145/
   95,20231202.0220/
   94,20231202.0225/
   94,20231202.0230/
   92,20231202.0235/
   91,20231202.0240/
   90,20231202.0245/
   89,20231202.0320/
   90,20231202.0325/
   87,20231202.0330/
   81,20231202.0335/
   80,20231202.0340/
   86,20231202.0345/
   71,20231202.0420/
   68,20231202.0425/
   67,20231202.0430/
   68,20231202.0435/
   69,20231202.0440/
   67,20231202.0445/
   66,20231202.0520/
   68,20231202.0525/
   68,20231202.0530/
   66,20231202.0535/
   67,20231202.0540/
   71,20231202.0545/
   66,20231202.0620/
   68,20231202.0625/
   64,20231202.0630/
   62,20231202.0635/
   63,20231202.0640/
   63,20231202.0645/
   60,20231202.0720/
   58,20231202.0725/
   59,20231202.0730/
   60,20231202.0735/
   60,20231202.0740/
   59,20231202.0745/
   54,20231202.0820/
   55,20231202.0825/
   57,20231202.0830/
   55,20231202.0835/
   53,20231202.0840/
   55,20231202.0845/
   56,20231202.0920/
   55,20231202.0925/
   58,20231202.0930/
   57,20231202.0935/
   55,20231202.0940/
   57,20231202.0945/
   59,20231202.1020/
   58,20231202.1025/
   55,20231202.1030/
   57,20231202.1035/
   60,20231202.1040/
   58,20231202.1045/
   61,20231202.1120/
   59,20231202.1125/
   58,20231202.1130/
   59,20231202.1135/
   59,20231202.1140/
   57,20231202.1145/
   60,20231202.1220/
   61,20231202.1225/
   62,20231202.1230/
   61,20231202.1235/
   58,20231202.1240/
   58,20231202.1245/
   64,20231202.1320/
   63,20231202.1325/
   64,20231202.1330/
   63,20231202.1335/
   64,20231202.1340/
   68,20231202.1345/
   63,20231202.1420/
   62,20231202.1425/
   61,20231202.1430/
   63,20231202.1435/
   65,20231202.1440/
   63,20231202.1445/
   69,20231202.1520/
   69,20231202.1525/
   70,20231202.1530/
   73,20231202.1535/
   74,20231202.1540/
   74,20231202.1545/
   75,20231202.1620/
   77,20231202.1625/
   78,20231202.1630/
   76,20231202.1635/
   73,20231202.1640/
   76,20231202.1645/
   77,20231202.1720/
   82,20231202.1725/
   82,20231202.1730/
   81,20231202.1735/
   81,20231202.1740/
   81,20231202.1745/
   86,20231202.1820/
   84,20231202.1825/
   87,20231202.1830/
   91,20231202.1835/
   92,20231202.1840/
   90,20231202.1845/
   95,20231202.1920/
   95,20231202.1925/
   94,20231202.1930/
   98,20231202.1935/
   99,20231202.1940/
   94,20231202.1945/
   99,20231202.2020/
   99,20231202.2025/
  100,20231202.2030/
   99,20231202.2035/
   98,20231202.2040/
  100,20231202.2045/
  104,20231202.2120/
  104,20231202.2125/
  102,20231202.2130/
  101,20231202.2135/
  101,20231202.2140/
   99,20231202.2145/
  104,20231202.2220/
  108,20231202.2225/
  109,20231202.2230/
  106,20231202.2235/
  105,20231202.2240/
  110,20231202.2245/
  108,20231202.2320/
  103,20231202.2325/
  105,20231202.2330/
  110,20231202.2335/
  106,20231202.2340/
  105,20231202.2345/
  103,20231203.0020/
  108,20231203.0025/
  106,20231203.0030/
   99,20231203.0035/
  101,20231203.0040/
  105,20231203.0045/
  105,20231203.0120/
   98,20231203.0125/
   99,20231203.0130/
  106,20231203.0135/
  106,20231203.0140/
   98,20231203.0145/
  101,20231203.0220/
   98,20231203.0225/
   93,20231203.0230/
   91,20231203.0235/
   94,20231203.0240/
   93,20231203.0245/
   86,20231203.0320/
   88,20231203.0325/
   87,20231203.0330/
   84,20231203.0335/
   85,20231203.0340/
   87,20231203.0345/
   83,20231203.0420/
   80,20231203.0425/
   84,20231203.0430/
   86,20231203.0435/
   81,20231203.0440/
   79,20231203.0445/
   76,20231203.0520/
   74,20231203.0525/
   73,20231203.0530/
   71,20231203.0535/
   71,20231203.0540/
   70,20231203.0545/
   69,20231203.0620/
   71,20231203.0625/
   68,20231203.0630/
   65,20231203.0635/
   64,20231203.0640/
   65,20231203.0645/
   65,20231203.0720/
   65,20231203.0725/
   66,20231203.0730/
   64,20231203.0735/
   62,20231203.0740/
   63,20231203.0745/
   57,20231203.0820/
   57,20231203.0825/
   61,20231203.0830/
   61,20231203.0835/
   59,20231203.0840/
   58,20231203.0845/
   58,20231203.0920/
   63,20231203.0925/
   62,20231203.0930/
   57,20231203.0935/
   57,20231203.0940/
   62,20231203.0945/
   58,20231203.1020/
   62,20231203.1025/
   61,20231203.1030/
   60,20231203.1035/
   60,20231203.1040/
   61,20231203.1045/
   65,20231203.1120/
   58,20231203.1125/
   55,20231203.1130/
   59,20231203.1135/
   63,20231203.1140/
   61,20231203.1145/
   59,20231203.1220/
   60,20231203.1225/
   62,20231203.1230/
   61,20231203.1235/
   59,20231203.1240/
   60,20231203.1245/
   60,20231203.1320/
   63,20231203.1325/
   65,20231203.1330/
   64,20231203.1335/
   63,20231203.1340/
   65,20231203.1345/
   66,20231203.1420/
   67,20231203.1425/
   63,20231203.1430/
   63,20231203.1435/
   65,20231203.1440/
   66,20231203.1445/
   68,20231203.1520/
   66,20231203.1525/
   66,20231203.1530/
   69,20231203.1535/
   70,20231203.1540/
   68,20231203.1545/
   72,20231203.1620/
   72,20231203.1625/
   73,20231203.1630/
   72,20231203.1635/
   72,20231203.1640/
   75,20231203.1645/
   77,20231203.1720/
   77,20231203.1725/
   77,20231203.1730/
   80,20231203.1735/
   79,20231203.1740/
   78,20231203.1745/
   86,20231203.1820/
   81,20231203.1825/
   82,20231203.1830/
   85,20231203.1835/
   87,20231203.1840/
   84,20231203.1845/
   91,20231203.1920/
   93,20231203.1925/
   91,20231203.1930/
   87,20231203.1935/
   90,20231203.1940/
   92,20231203.1945/
   92,20231203.2020/
   93,20231203.2025/
   94,20231203.2030/
   92,20231203.2035/
   95,20231203.2040/
   95,20231203.2045/
   96,20231203.2120/
   97,20231203.2125/
   98,20231203.2130/
   97,20231203.2135/
   97,20231203.2140/
   92,20231203.2145/
   99,20231203.2220/
   95,20231203.2225/
   97,20231203.2230/
  101,20231203.2235/
   98,20231203.2240/
   92,20231203.2245/
   99,20231203.2320/
   97,20231203.2325/
  101,20231203.2330/
  102,20231203.2335/
   99,20231203.2340/
   97,20231203.2345/
   96,20231204.0020/
   98,20231204.0025/
   99,20231204.0030/
   95,20231204.0035/
   97,20231204.0040/
   97,20231204.0045/
   94,20231204.0120/
   96,20231204.0125/
   97,20231204.0130/
   98,20231204.0135/
   94,20231204.0140/
   95,20231204.0145/
   94,20231204.0220/
   91,20231204.0225/
   94,20231204.0230/
   91,20231204.0235/
   87,20231204.0240/
   87,20231204.0245/
   82,20231204.0320/
   86,20231204.0325/
   85,20231204.0330/
   79,20231204.0335/
   82,20231204.0340/
   81,20231204.0345/
   83,20231204.0420/
   80,20231204.0425/
   81,20231204.0430/
   80,20231204.0435/
   78,20231204.0440/
   78,20231204.0445/
   71,20231204.0520/
   71,20231204.0525/
   71,20231204.0530/
   70,20231204.0535/
   65,20231204.0540/
   72,20231204.0545/
   68,20231204.0620/
   67,20231204.0625/
   66,20231204.0630/
   63,20231204.0635/
   65,20231204.0640/
   65,20231204.0645/
   59,20231204.0720/
   63,20231204.0725/
   60,20231204.0730/
   57,20231204.0735/
   59,20231204.0740/
   62,20231204.0745/
   57,20231204.0820/
   59,20231204.0825/
   60,20231204.0830/
   64,20231204.0835/
   62,20231204.0840/
   55,20231204.0845/
   55,20231204.0920/
   54,20231204.0925/
   54,20231204.0930/
   59,20231204.0935/
   57,20231204.0940/
   51,20231204.0945/
   58,20231204.1020/
   59,20231204.1025/
   58,20231204.1030/
   58,20231204.1035/
   58,20231204.1040/
   59,20231204.1045/
   60,20231204.1120/
   59,20231204.1125/
   57,20231204.1130/
   57,20231204.1135/
   57,20231204.1140/
   58,20231204.1145/
   53,20231204.1220/
   55,20231204.1225/
   59,20231204.1230/
   59,20231204.1235/
   55,20231204.1240/
   59,20231204.1245/
   60,20231204.1320/
   64,20231204.1325/
   64,20231204.1330/
   59,20231204.1335/
   60,20231204.1340/
   59,20231204.1345/
   59,20231204.1420/
   65,20231204.1425/
   60,20231204.1430/
   59,20231204.1435/
   62,20231204.1440/
   62,20231204.1445/
   64,20231204.1520/
   63,20231204.1525/
   64,20231204.1530/
   63,20231204.1535/
   63,20231204.1540/
   64,20231204.1545/
   73,20231204.1620/
   69,20231204.1625/
   70,20231204.1630/
   72,20231204.1635/
   68,20231204.1640/
   67,20231204.1645/
   75,20231204.1720/
   77,20231204.1725/
   75,20231204.1730/
   70,20231204.1735/
   73,20231204.1740/
   78,20231204.1745/
   75,20231204.1820/
   78,20231204.1825/
   72,20231204.1830/
   72,20231204.1835/
   75,20231204.1840/
   72,20231204.1845/
   85,20231204.1920/
   87,20231204.1925/
   79,20231204.1930/
   78,20231204.1935/
   85,20231204.1940/
   83,20231204.1945/
   83,20231204.2020/
   80,20231204.2025/
   79,20231204.2030/
   83,20231204.2035/
   85,20231204.2040/
   81,20231204.2045/
   83,20231204.2120/
   86,20231204.2125/
   89,20231204.2130/
   85,20231204.2135/
   84,20231204.2140/
   87,20231204.2145/
   90,20231204.2220/
   86,20231204.2225/
   83,20231204.2230/
   85,20231204.2235/
   89,20231204.2240/
   88,20231204.2245/
   85,20231204.2320/
   85,20231204.2325/
   85,20231204.2330/
   87,20231204.2335/
   87,20231204.2340/
   86,20231204.2345/
   91,20231205.0020/
   87,20231205.0025/
   88,20231205.0030/
   87,20231205.0035/
   88,20231205.0040/
   86,20231205.0045/
   83,20231205.0120/
   80,20231205.0125/
   80,20231205.0130/
   78,20231205.0135/
   78,20231205.0140/
   79,20231205.0145/
   82,20231205.0220/
   82,20231205.0225/
   80,20231205.0230/
   82,20231205.0235/
   81,20231205.0240/
   79,20231205.0245/
   78,20231205.0320/
   76,20231205.0325/
   75,20231205.0330/
   78,20231205.0335/
   76,20231205.0340/
   74,20231205.0345/
   73,20231205.0350/
   70,20231205.0355/
   69,20231205.0400/
   72,20231205.0405/
   73,20231205.0410/
   68,20231205.0415/
   67,20231205.0420/
   72,20231205.0425/
   72,20231205.0430/
   69,20231205.0450/
   69,20231205.0455/
   68,20231205.0500/
   66,20231205.0505/
   67,20231205.0510/
   69,20231205.0515/
   68,20231205.0520/
   67,20231205.0525/
   65,20231205.0530/
   65,20231205.0535/
   66,20231205.0540/
   66,20231205.0545/
   57,20231205.0620/
   59,20231205.0625/
   63,20231205.0630/
   59,20231205.0635/
   56,20231205.0640/
   58,20231205.0645/
   54,20231205.0720/
   54,20231205.0725/
   55,20231205.0730/
   55,20231205.0735/
   55,20231205.0740/
   54,20231205.0745/
   54,20231205.0820/
   55,20231205.0825/
   56,20231205.0830/
   55,20231205.0835/
   51,20231205.0840/
   51,20231205.0845/
   53,20231205.0920/
   51,20231205.0925/
   54,20231205.0930/
   52,20231205.0935/
   50,20231205.0940/
   48,20231205.0945/
   54,20231205.1020/
   52,20231205.1025/
   52,20231205.1030/
   51,20231205.1035/
   51,20231205.1040/
   49,20231205.1045/
   53,20231205.1120/
   53,20231205.1125/
   49,20231205.1130/
   50,20231205.1135/
   53,20231205.1140/
   55,20231205.1145/
   54,20231205.1220/
   56,20231205.1225/
   54,20231205.1230/
   55,20231205.1235/
   58,20231205.1240/
   54,20231205.1245/
   52,20231205.1320/
   59,20231205.1325/
   58,20231205.1330/
   54,20231205.1335/
   54,20231205.1340/
   55,20231205.1345/
   56,20231205.1420/
   59,20231205.1425/
   60,20231205.1430/
   57,20231205.1435/
   57,20231205.1440/
   62,20231205.1445/
   66,20231205.1520/
   62,20231205.1525/
   61,20231205.1530/
   66,20231205.1535/
   67,20231205.1540/
   63,20231205.1545/
   68,20231205.1620/
   64,20231205.1625/
   67,20231205.1630/
   71,20231205.1635/
   66,20231205.1640/
   62,20231205.1645/
   69,20231205.1720/
   67,20231205.1725/
   67,20231205.1730/
   69,20231205.1735/
   68,20231205.1740/
   70,20231205.1745/
   74,20231205.1820/
   73,20231205.1825/
   72,20231205.1830/
   72,20231205.1835/
   72,20231205.1840/
   74,20231205.1845/
   69,20231205.1920/
   68,20231205.1925/
   70,20231205.1930/
   70,20231205.1935/
   70,20231205.1940/
   72,20231205.1945/
   70,20231205.2020/
   68,20231205.2025/
   72,20231205.2030/
   71,20231205.2035/
   74,20231205.2040/
   73,20231205.2045/
   73,20231205.2120/
   72,20231205.2125/
   73,20231205.2130/
   74,20231205.2135/
   71,20231205.2140/
   69,20231205.2145/
   68,20231205.2220/
   69,20231205.2225/
   71,20231205.2230/
   71,20231205.2235/
   69,20231205.2240/
   69,20231205.2245/
   69,20231205.2320/
   74,20231205.2325/
   73,20231205.2330/
   68,20231205.2335/
   68,20231205.2340/
   71,20231205.2345/
   72,20231206.0020/
   72,20231206.0025/
   71,20231206.0030/
   70,20231206.0035/
   73,20231206.0040/
   74,20231206.0045/
   74,20231206.0120/
   73,20231206.0125/
   71,20231206.0130/
   69,20231206.0135/
   71,20231206.0140/
   70,20231206.0145/
   68,20231206.0220/
   67,20231206.0225/
   65,20231206.0230/
   65,20231206.0235/
   66,20231206.0240/
   66,20231206.0245/
   64,20231206.0320/
   64,20231206.0325/
   65,20231206.0330/
   65,20231206.0335/
   64,20231206.0340/
   63,20231206.0345/
   62,20231206.0420/
   60,20231206.0425/
   63,20231206.0430/
   59,20231206.0435/
   61,20231206.0440/
   63,20231206.0445/
   59,20231206.0520/
   60,20231206.0525/
   56,20231206.0530/
   56,20231206.0535/
   61,20231206.0540/
   61,20231206.0545/
   56,20231206.0620/
   58,20231206.0625/
   58,20231206.0630/
   56,20231206.0635/
   54,20231206.0640/
   54,20231206.0645/
   52,20231206.0720/
   51,20231206.0725/
   50,20231206.0730/
   48,20231206.0735/
   47,20231206.0740/
   50,20231206.0745/
   52,20231206.0805/
   52,20231206.0810/
   50,20231206.0815/
   48,20231206.0820/
   48,20231206.0825/
   51,20231206.0830/
   52,20231206.0905/
   51,20231206.0910/
   51,20231206.0915/
   53,20231206.0920/
   52,20231206.0925/
   51,20231206.0930/
   54,20231206.1005/
   53,20231206.1010/
   53,20231206.1015/
   55,20231206.1020/
   54,20231206.1025/
   54,20231206.1030/
   50,20231206.1105/
   52,20231206.1110/
   52,20231206.1115/
   49,20231206.1120/
   46,20231206.1125/
   51,20231206.1130/
   47,20231206.1150/
   50,20231206.1155/
   49,20231206.1200/
   47,20231206.1205/
   49,20231206.1210/
   54,20231206.1215/
   54,20231206.1235/
   54,20231206.1240/
   54,20231206.1245/
   57,20231206.1250/
   61,20231206.1255/
   56,20231206.1300/
   55,20231206.1320/
   58,20231206.1325/
   63,20231206.1330/
   62,20231206.1350/
   62,20231206.1355/
   59,20231206.1400/
   60,20231206.1405/
   63,20231206.1410/
   59,20231206.1415/
   60,20231206.1435/
   56,20231206.1440/
   56,20231206.1445/
   59,20231206.1450/
   61,20231206.1455/
   60,20231206.1500/
   65,20231206.1520/
   66,20231206.1525/
   66,20231206.1530/
   66,20231206.1535/
   65,20231206.1540/
   69,20231206.1545/
   71,20231206.1605/
   73,20231206.1610/
   71,20231206.1615/
   70,20231206.1650/
   69,20231206.1655/
   69,20231206.1700/
   69,20231206.1705/
   71,20231206.1710/
   69,20231206.1715/
   70,20231206.1750/
   70,20231206.1755/
   71,20231206.1800/
   71,20231206.1805/
   75,20231206.1810/
   74,20231206.1815/
   79,20231206.1850/
   80,20231206.1855/
   76,20231206.1900/
   78,20231206.1905/
   80,20231206.1910/
   77,20231206.1915/
   77,20231206.1950/
   72,20231206.1955/
   72,20231206.2000/
   72,20231206.2005/
   73,20231206.2010/
   72,20231206.2015/
   73,20231206.2050/
   74,20231206.2055/
   75,20231206.2100/
   73,20231206.2105/
   74,20231206.2110/
   76,20231206.2115/
   78,20231206.2150/
   74,20231206.2155/
   72,20231206.2200/
   74,20231206.2205/
   73,20231206.2210/
   71,20231206.2215/
   69,20231206.2250/
   69,20231206.2255/
   69,20231206.2300/
   66,20231206.2305/
   64,20231206.2310/
   67,20231206.2315/
   68,20231206.2350/
   66,20231206.2355/
   67,20231207.0000/
   66,20231207.0005/
   65,20231207.0010/
   64,20231207.0015/
   65,20231207.0050/
   66,20231207.0055/
   66,20231207.0100/
   65,20231207.0105/
   66,20231207.0110/
   66,20231207.0115/
   67,20231207.0150/
   67,20231207.0155/
   63,20231207.0200/
   65,20231207.0205/
   65,20231207.0210/
   64,20231207.0215/
   62,20231207.0235/
   64,20231207.0240/
   64,20231207.0245/
   62,20231207.0250/
   62,20231207.0255/
   64,20231207.0300/
   62,20231207.0335/
   65,20231207.0340/
   64,20231207.0345/
   62,20231207.0350/
   62,20231207.0355/
   63,20231207.0400/
   65,20231207.0420/
   62,20231207.0425/
   60,20231207.0430/
   63,20231207.0435/
   65,20231207.0440/
   59,20231207.0445/
   58,20231207.0505/
   56,20231207.0510/
   60,20231207.0515/
   59,20231207.0520/
   57,20231207.0525/
   57,20231207.0530/
   60,20231207.0605/
   64,20231207.0610/
   60,20231207.0615/
   56,20231207.0620/
   59,20231207.0625/
   64,20231207.0630/
   57,20231207.0705/
   58,20231207.0710/
   58,20231207.0715/
   56,20231207.0720/
   57,20231207.0725/
   57,20231207.0730/
   56,20231207.0750/
   54,20231207.0755/
   55,20231207.0800/
   57,20231207.0805/
   58,20231207.0810/
   56,20231207.0815/
   53,20231207.0850/
   58,20231207.0855/
   60,20231207.0900/
   55,20231207.0905/
   53,20231207.0910/
   57,20231207.0915/
   56,20231207.0950/
   60,20231207.0955/
   65,20231207.1000/
   56,20231207.1005/
   55,20231207.1010/
   58,20231207.1015/
   51,20231207.1050/
   58,20231207.1055/
   57,20231207.1100/
   53,20231207.1105/
   53,20231207.1110/
   54,20231207.1115/
   52,20231207.1150/
   54,20231207.1155/
   58,20231207.1200/
   59,20231207.1205/
   56,20231207.1210/
   53,20231207.1215/
   60,20231207.1250/
   57,20231207.1255/
   59,20231207.1300/
   64,20231207.1305/
   60,20231207.1310/
   56,20231207.1315/
   61,20231207.1350/
   59,20231207.1355/
   60,20231207.1400/
   61,20231207.1405/
   60,20231207.1410/
   61,20231207.1415/
   65,20231207.1450/
   66,20231207.1455/
   68,20231207.1500/
   66,20231207.1505/
   60,20231207.1510/
   63,20231207.1515/
   66,20231207.1550/
   67,20231207.1555/
   68,20231207.1600/
   68,20231207.1605/
   67,20231207.1610/
   70,20231207.1615/
   73,20231207.1635/
   73,20231207.1640/
   72,20231207.1645/
   73,20231207.1650/
   74,20231207.1655/
   74,20231207.1700/
   77,20231207.1720/
   79,20231207.1725/
   77,20231207.1730/
   74,20231207.1735/
   79,20231207.1740/
   82,20231207.1745/
   81,20231207.1820/
   82,20231207.1825/
   79,20231207.1830/
   80,20231207.1850/
   82,20231207.1855/
   80,20231207.1900/
   76,20231207.1905/
   79,20231207.1910/
   83,20231207.1915/
   83,20231207.1935/
   80,20231207.1940/
   76,20231207.1945/
   73,20231207.2005/
   75,20231207.2010/
   77,20231207.2015/
   76,20231207.2020/
   73,20231207.2025/
   73,20231207.2030/
   71,20231207.2050/
   75,20231207.2055/
   75,20231207.2100/
   73,20231207.2120/
   72,20231207.2125/
   68,20231207.2130/
   68,20231207.2135/
   69,20231207.2140/
   68,20231207.2145/
   65,20231207.2205/
   63,20231207.2210/
   65,20231207.2215/
   60,20231207.2235/
   59,20231207.2240/
   58,20231207.2245/
   59,20231207.2250/
   59,20231207.2255/
   59,20231207.2300/
   59,20231207.2320/
   58,20231207.2325/
   60,20231207.2330/
   61,20231207.2350/
   60,20231207.2355/
   56,20231208.0000/
   54,20231208.0005/
   55,20231208.0010/
   56,20231208.0015/
   53,20231208.0035/
   55,20231208.0040/
   54,20231208.0045/
   49,20231208.0105/
   49,20231208.0110/
   47,20231208.0115/
   46,20231208.0120/
   46,20231208.0125/
   46,20231208.0130/
   52,20231208.0150/
   52,20231208.0155/
   50,20231208.0200/
   52,20231208.0220/
   52,20231208.0225/
   54,20231208.0230/
   56,20231208.0235/
   54,20231208.0240/
   54,20231208.0245/
   54,20231208.0305/
   55,20231208.0310/
   52,20231208.0315/
   43,20231208.0335/
   43,20231208.0340/
   45,20231208.0345/
   43,20231208.0350/
   39,20231208.0355/
   41,20231208.0400/
   46,20231208.0420/
   49,20231208.0425/
   46,20231208.0430/
   48,20231208.0450/
   49,20231208.0455/
   54,20231208.0500/
   55,20231208.0505/
   52,20231208.0510/
   54,20231208.0515/
   55,20231208.0535/
   52,20231208.0540/
   47,20231208.0545/
   44,20231208.0605/
   46,20231208.0610/
   46,20231208.0615/
   42,20231208.0620/
   42,20231208.0625/
   44,20231208.0630/
   43,20231208.0650/
   43,20231208.0655/
   41,20231208.0700/
   44,20231208.0720/
   45,20231208.0725/
   47,20231208.0730/
   43,20231208.0735/
   45,20231208.0740/
   49,20231208.0745/
   52,20231208.0805/
   51,20231208.0810/
   46,20231208.0815/
   47,20231208.0835/
   45,20231208.0840/
   45,20231208.0845/
   46,20231208.0850/
   44,20231208.0855/
   43,20231208.0900/
   43,20231208.0920/
   42,20231208.0925/
   44,20231208.0930/
   47,20231208.0950/
   47,20231208.0955/
   48,20231208.1000/
   50,20231208.1005/
   48,20231208.1010/
   46,20231208.1015/
   51,20231208.1035/
   53,20231208.1040/
   57,20231208.1045/
   51,20231208.1105/
   49,20231208.1110/
   46,20231208.1115/
   48,20231208.1120/
   48,20231208.1125/
   49,20231208.1130/
   51,20231208.1150/
   50,20231208.1155/
   51,20231208.1200/
   50,20231208.1220/
   50,20231208.1225/
   50,20231208.1230/
   51,20231208.1235/
   51,20231208.1240/
   52,20231208.1245/
   55,20231208.1305/
   57,20231208.1310/
   56,20231208.1315/
   55,20231208.1335/
   57,20231208.1340/
   60,20231208.1345/
   58,20231208.1350/
   54,20231208.1355/
   56,20231208.1400/
   60,20231208.1420/
   62,20231208.1425/
   60,20231208.1430/
   59,20231208.1450/
   59,20231208.1455/
   61,20231208.1500/
   61,20231208.1505/
   61,20231208.1510/
   62,20231208.1515/
   63,20231208.1535/
   63,20231208.1540/
   65,20231208.1545/
   67,20231208.1605/
   67,20231208.1610/
   71,20231208.1615/
   72,20231208.1620/
   69,20231208.1625/
   70,20231208.1630/
   70,20231208.1650/
   74,20231208.1655/
   75,20231208.1700/
   71,20231208.1720/
   70,20231208.1725/
   74,20231208.1730/
   75,20231208.1735/
   72,20231208.1740/
   72,20231208.1745/
   73,20231208.1805/
   76,20231208.1810/
   74,20231208.1815/
   79,20231208.1835/
   78,20231208.1840/
   75,20231208.1845/
   75,20231208.1850/
   74,20231208.1855/
   78,20231208.1900/
   76,20231208.1920/
   73,20231208.1925/
   74,20231208.1930/
   72,20231208.1950/
   74,20231208.1955/
   73,20231208.2000/
   71,20231208.2005/
   71,20231208.2010/
   72,20231208.2015/
   70,20231208.2035/
