#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Oct_2023_Well1.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-10-03 01:05:00 to 2023-10-31 23:15:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   84,20231010.0505/
   82,20231010.0510/
   80,20231010.0515/
   78,20231010.0520/
   82,20231010.0525/
   89,20231010.0530/
   86,20231010.0535/
   82,20231010.0540/
   81,20231010.0545/
   84,20231010.0550/
   84,20231010.0555/
   81,20231010.0600/
   80,20231010.0605/
   84,20231010.0610/
   85,20231010.0615/
   81,20231010.0620/
   82,20231010.0625/
   84,20231010.0630/
   83,20231010.0635/
   81,20231010.0640/
   82,20231010.0645/
   84,20231010.0650/
   86,20231010.0655/
   84,20231010.0700/
   84,20231010.0705/
   85,20231010.0710/
   85,20231010.0715/
   84,20231010.0720/
   83,20231010.0725/
   82,20231010.0730/
   79,20231010.0735/
   81,20231010.0740/
   84,20231010.0745/
   82,20231010.0750/
   81,20231010.0755/
   84,20231010.0800/
   86,20231010.0805/
   83,20231010.0810/
   80,20231010.0815/
   82,20231010.0820/
   83,20231010.0825/
   83,20231010.0830/
   80,20231010.0835/
   79,20231010.0840/
   78,20231010.0845/
   79,20231010.0850/
   80,20231010.0855/
   78,20231010.0900/
   76,20231010.0905/
   77,20231010.0910/
   77,20231010.0915/
   75,20231010.0920/
   73,20231010.0925/
   72,20231010.0930/
   72,20231010.0935/
   74,20231010.0940/
   75,20231010.0945/
   72,20231010.0950/
   69,20231010.0955/
   70,20231010.1000/
   72,20231010.1005/
   73,20231010.1010/
   69,20231010.1015/
   70,20231010.1020/
   71,20231010.1025/
   69,20231010.1030/
   67,20231010.1035/
   68,20231010.1040/
   67,20231010.1045/
   69,20231010.1050/
   68,20231010.1055/
   63,20231010.1100/
   64,20231010.1105/
   65,20231010.1110/
   65,20231010.1115/
   63,20231010.1120/
   61,20231010.1125/
   60,20231010.1130/
   63,20231010.1135/
   64,20231010.1140/
   61,20231010.1145/
   60,20231010.1150/
   59,20231010.1155/
   60,20231010.1200/
   61,20231010.1205/
   57,20231010.1210/
   55,20231010.1215/
   56,20231010.1220/
   56,20231010.1225/
   54,20231010.1230/
   54,20231010.1235/
   53,20231010.1240/
   51,20231010.1245/
   49,20231010.1250/
   49,20231010.1255/
   50,20231010.1300/
   48,20231010.1305/
   47,20231010.1310/
   50,20231010.1315/
   48,20231010.1320/
   43,20231010.1325/
   42,20231010.1330/
   49,20231010.1335/
   46,20231010.1340/
   40,20231010.1345/
   42,20231010.1350/
   52,20231010.1355/
   52,20231010.1400/
   43,20231010.1405/
   39,20231010.1410/
   47,20231010.1415/
   53,20231010.1420/
   50,20231010.1425/
   46,20231010.1430/
   47,20231010.1435/
   50,20231010.1440/
   47,20231010.1445/
   44,20231010.1450/
   45,20231010.1455/
   43,20231010.1500/
   43,20231010.1505/
   48,20231010.1510/
   47,20231010.1515/
   43,20231010.1520/
   43,20231010.1525/
   45,20231010.1530/
   47,20231010.1535/
   45,20231010.1540/
   47,20231010.1545/
   46,20231010.1550/
   44,20231010.1555/
   43,20231010.1600/
   46,20231010.1605/
   46,20231010.1610/
   44,20231010.1615/
   45,20231010.1620/
   46,20231010.1625/
   49,20231010.1630/
   49,20231010.1635/
   45,20231010.1640/
   46,20231010.1645/
   48,20231010.1650/
   51,20231010.1655/
   50,20231010.1700/
   52,20231010.1705/
   53,20231010.1710/
   53,20231010.1715/
   53,20231010.1720/
   53,20231010.1725/
   52,20231010.1730/
   53,20231010.1735/
   55,20231010.1740/
   55,20231010.1745/
   54,20231010.1750/
   55,20231010.1755/
   57,20231010.1800/
   56,20231010.1805/
   56,20231010.1810/
   58,20231010.1815/
   57,20231010.1820/
   57,20231010.1825/
   57,20231010.1830/
   59,20231010.1835/
   59,20231010.1840/
   57,20231010.1845/
   60,20231010.1850/
   63,20231010.1855/
   60,20231010.1900/
   58,20231010.1905/
   60,20231010.1910/
   62,20231010.1915/
   57,20231010.1920/
   57,20231010.1925/
   60,20231010.1930/
   62,20231010.1935/
   60,20231010.1940/
   59,20231010.1945/
   63,20231010.1950/
   63,20231010.1955/
   63,20231010.2000/
   61,20231010.2005/
   63,20231010.2010/
   63,20231010.2015/
   63,20231010.2020/
   63,20231010.2025/
   64,20231010.2030/
   62,20231010.2035/
   61,20231010.2040/
   65,20231010.2045/
   66,20231010.2050/
   64,20231010.2055/
   61,20231010.2100/
   64,20231010.2105/
   64,20231010.2110/
   64,20231010.2115/
   59,20231010.2120/
   63,20231010.2125/
   66,20231010.2130/
   68,20231010.2135/
   65,20231010.2140/
   63,20231010.2145/
   62,20231010.2150/
   66,20231010.2155/
   67,20231010.2200/
   63,20231010.2205/
   62,20231010.2210/
   65,20231010.2215/
   63,20231010.2220/
   64,20231010.2225/
   64,20231010.2230/
   61,20231010.2235/
   58,20231010.2240/
   62,20231010.2245/
   61,20231010.2250/
   60,20231010.2255/
   58,20231010.2300/
   60,20231010.2305/
   62,20231010.2310/
   60,20231010.2315/
   56,20231010.2320/
   58,20231010.2325/
   62,20231010.2330/
   59,20231010.2335/
   58,20231010.2340/
   57,20231010.2345/
   60,20231010.2350/
   60,20231010.2355/
   61,20231011.0000/
   59,20231011.0005/
   62,20231011.0010/
   61,20231011.0015/
   60,20231011.0020/
   60,20231011.0025/
   61,20231011.0030/
   61,20231011.0035/
   62,20231011.0040/
   61,20231011.0045/
   60,20231011.0050/
   59,20231011.0055/
   60,20231011.0100/
   63,20231011.0105/
   62,20231011.0110/
   60,20231011.0115/
   62,20231011.0120/
   61,20231011.0125/
   59,20231011.0130/
   57,20231011.0135/
   55,20231011.0140/
   56,20231011.0145/
   59,20231011.0150/
   57,20231011.0155/
   57,20231011.0200/
   61,20231011.0205/
   61,20231011.0210/
   58,20231011.0215/
   58,20231011.0220/
   58,20231011.0225/
   59,20231011.0230/
   60,20231011.0235/
   59,20231011.0240/
   55,20231011.0245/
   61,20231011.0250/
   62,20231011.0255/
   64,20231011.0300/
   61,20231011.0305/
   60,20231011.0310/
   64,20231011.0315/
   67,20231011.0320/
   64,20231011.0325/
   62,20231011.0330/
   65,20231011.0335/
   66,20231011.0340/
   66,20231011.0345/
   69,20231011.0350/
   69,20231011.0355/
   66,20231011.0400/
   70,20231011.0405/
   72,20231011.0410/
   69,20231011.0415/
   67,20231011.0420/
   68,20231011.0425/
   68,20231011.0430/
   67,20231011.0435/
   70,20231011.0440/
   69,20231011.0445/
   70,20231011.0450/
   68,20231011.0455/
   67,20231011.0500/
   66,20231011.0505/
   68,20231011.0510/
   68,20231011.0515/
   67,20231011.0520/
   68,20231011.0525/
   69,20231011.0530/
   69,20231011.0535/
   72,20231011.0540/
   74,20231011.0545/
   71,20231011.0550/
   71,20231011.0555/
   73,20231011.0600/
   74,20231011.0605/
   74,20231011.0610/
   75,20231011.0615/
   76,20231011.0620/
   80,20231011.0625/
   79,20231011.0630/
   76,20231011.0635/
   77,20231011.0640/
   78,20231011.0645/
   78,20231011.0650/
   78,20231011.0655/
   77,20231011.0700/
   74,20231011.0705/
   73,20231011.0710/
   75,20231011.0715/
   76,20231011.0720/
   72,20231011.0725/
   69,20231011.0730/
   71,20231011.0735/
   72,20231011.0740/
   72,20231011.0745/
   69,20231011.0750/
   69,20231011.0755/
   73,20231011.0800/
   72,20231011.0805/
   67,20231011.0810/
   70,20231011.0815/
   71,20231011.0820/
   71,20231011.0825/
   70,20231011.0830/
   73,20231011.0835/
   72,20231011.0840/
   73,20231011.0845/
   73,20231011.0850/
   75,20231011.0855/
   75,20231011.0900/
   74,20231011.0905/
   73,20231011.0910/
   75,20231011.0915/
   72,20231011.0920/
   71,20231011.0925/
   69,20231011.0930/
   71,20231011.0935/
   69,20231011.0940/
   68,20231011.0945/
   70,20231011.0950/
   69,20231011.0955/
   63,20231011.1000/
   65,20231011.1005/
   66,20231011.1010/
   67,20231011.1015/
   64,20231011.1020/
   62,20231011.1025/
   62,20231011.1030/
   65,20231011.1035/
   65,20231011.1040/
   61,20231011.1045/
   61,20231011.1050/
   62,20231011.1055/
   62,20231011.1100/
   61,20231011.1105/
   58,20231011.1110/
   57,20231011.1115/
   59,20231011.1120/
   61,20231011.1125/
   57,20231011.1130/
   59,20231011.1135/
   56,20231011.1140/
   59,20231011.1145/
   59,20231011.1150/
   60,20231011.1155/
   55,20231011.1200/
   56,20231011.1205/
   54,20231011.1210/
   52,20231011.1215/
   52,20231011.1220/
   52,20231011.1225/
   46,20231011.1230/
   46,20231011.1235/
   49,20231011.1240/
   46,20231011.1245/
   46,20231011.1250/
   45,20231011.1255/
   46,20231011.1300/
   43,20231011.1305/
   44,20231011.1310/
   42,20231011.1315/
   41,20231011.1320/
   40,20231011.1325/
   40,20231011.1330/
   40,20231011.1335/
   41,20231011.1340/
   41,20231011.1345/
   42,20231011.1350/
   41,20231011.1355/
   41,20231011.1400/
   39,20231011.1405/
   40,20231011.1410/
   41,20231011.1415/
   42,20231011.1420/
   41,20231011.1425/
   41,20231011.1430/
   42,20231011.1435/
   42,20231011.1440/
   42,20231011.1445/
   40,20231011.1450/
   41,20231011.1455/
   41,20231011.1500/
   42,20231011.1505/
   40,20231011.1510/
   41,20231011.1515/
   41,20231011.1520/
   40,20231011.1525/
   42,20231011.1530/
   41,20231011.1535/
   42,20231011.1540/
   41,20231011.1545/
   41,20231011.1550/
   42,20231011.1555/
   43,20231011.1600/
   43,20231011.1605/
   44,20231011.1610/
   43,20231011.1615/
   42,20231011.1620/
   40,20231011.1625/
   42,20231011.1630/
   43,20231011.1635/
   41,20231011.1640/
   41,20231011.1645/
   44,20231011.1650/
   45,20231011.1655/
   44,20231011.1700/
   46,20231011.1705/
   47,20231011.1710/
   46,20231011.1715/
   46,20231011.1720/
   46,20231011.1725/
   48,20231011.1730/
   49,20231011.1735/
   47,20231011.1740/
   52,20231011.1745/
   53,20231011.1750/
   51,20231011.1755/
   53,20231011.1800/
   55,20231011.1805/
   55,20231011.1810/
   55,20231011.1815/
   55,20231011.1820/
   55,20231011.1825/
   55,20231011.1830/
   54,20231011.1835/
   54,20231011.1840/
   55,20231011.1845/
   57,20231011.1850/
   54,20231011.1855/
   51,20231011.1900/
   53,20231011.1905/
   56,20231011.1910/
   55,20231011.1915/
   52,20231011.1920/
   52,20231011.1925/
   57,20231011.1930/
   57,20231011.1935/
   54,20231011.1940/
   54,20231011.1945/
   59,20231011.1950/
   57,20231011.1955/
   55,20231011.2000/
   56,20231011.2005/
   59,20231011.2010/
   58,20231011.2015/
   59,20231011.2020/
   58,20231011.2025/
   60,20231011.2030/
   62,20231011.2035/
   64,20231011.2040/
   63,20231011.2045/
   61,20231011.2050/
   60,20231011.2055/
   60,20231011.2100/
   60,20231011.2105/
   60,20231011.2110/
   59,20231011.2115/
   60,20231011.2120/
   59,20231011.2125/
   61,20231011.2130/
   62,20231011.2135/
   62,20231011.2140/
   58,20231011.2145/
   58,20231011.2150/
   62,20231011.2155/
   58,20231011.2200/
   57,20231011.2205/
   57,20231011.2210/
   59,20231011.2215/
   57,20231011.2220/
   57,20231011.2225/
   57,20231011.2230/
   57,20231011.2235/
   54,20231011.2240/
   54,20231011.2245/
   55,20231011.2250/
   54,20231011.2255/
   51,20231011.2300/
   53,20231011.2305/
   56,20231011.2310/
   54,20231011.2315/
   52,20231011.2320/
   53,20231011.2325/
   54,20231011.2330/
   53,20231011.2335/
   50,20231011.2340/
   53,20231011.2345/
   54,20231011.2350/
   53,20231011.2355/
   47,20231012.0000/
   50,20231012.0005/
   52,20231012.0010/
   51,20231012.0015/
   50,20231012.0020/
   45,20231012.0025/
   48,20231012.0030/
   52,20231012.0035/
   51,20231012.0040/
   47,20231012.0045/
   44,20231012.0050/
   48,20231012.0055/
   50,20231012.0100/
   51,20231012.0105/
   44,20231012.0110/
   42,20231012.0115/
   47,20231012.0120/
   48,20231012.0125/
   44,20231012.0130/
   42,20231012.0135/
   45,20231012.0140/
   47,20231012.0145/
   43,20231012.0150/
   42,20231012.0155/
   42,20231012.0200/
   45,20231012.0205/
   43,20231012.0210/
   42,20231012.0215/
   42,20231012.0220/
   43,20231012.0225/
   44,20231012.0230/
   44,20231012.0235/
   43,20231012.0240/
   41,20231012.0245/
   41,20231012.0250/
   45,20231012.0255/
   44,20231012.0300/
   42,20231012.0305/
   42,20231012.0310/
   45,20231012.0315/
   47,20231012.0320/
   44,20231012.0325/
   45,20231012.0330/
   47,20231012.0335/
   46,20231012.0340/
   46,20231012.0345/
   47,20231012.0350/
   46,20231012.0355/
   44,20231012.0400/
   47,20231012.0405/
   50,20231012.0410/
   48,20231012.0415/
   48,20231012.0420/
   50,20231012.0425/
   49,20231012.0430/
   48,20231012.0435/
   49,20231012.0440/
   52,20231012.0445/
   53,20231012.0450/
   52,20231012.0455/
   51,20231012.0500/
   53,20231012.0505/
   53,20231012.0510/
   52,20231012.0515/
   52,20231012.0520/
   53,20231012.0525/
   54,20231012.0530/
   54,20231012.0535/
   54,20231012.0540/
   57,20231012.0545/
   56,20231012.0550/
   55,20231012.0555/
   55,20231012.0600/
   56,20231012.0605/
   57,20231012.0610/
   57,20231012.0615/
   58,20231012.0620/
   58,20231012.0625/
   59,20231012.0630/
   59,20231012.0635/
   60,20231012.0640/
   60,20231012.0645/
   62,20231012.0650/
   62,20231012.0655/
   62,20231012.0700/
   62,20231012.0705/
   62,20231012.0710/
   62,20231012.0715/
   62,20231012.0720/
   64,20231012.0725/
   63,20231012.0730/
   63,20231012.0735/
   62,20231012.0740/
   63,20231012.0745/
   62,20231012.0750/
   62,20231012.0755/
   62,20231012.0800/
   64,20231012.0805/
   64,20231012.0810/
   63,20231012.0815/
   64,20231012.0820/
   65,20231012.0825/
   62,20231012.0830/
   62,20231012.0835/
   61,20231012.0840/
   63,20231012.0845/
   64,20231012.0850/
   64,20231012.0855/
   64,20231012.0900/
   64,20231012.0905/
   62,20231012.0910/
   64,20231012.0915/
   65,20231012.0920/
   64,20231012.0925/
   62,20231012.0930/
   66,20231012.0935/
   65,20231012.0940/
   63,20231012.0945/
   60,20231012.0950/
   61,20231012.0955/
   63,20231012.1000/
   62,20231012.1005/
   61,20231012.1010/
   60,20231012.1015/
   62,20231012.1020/
   63,20231012.1025/
   59,20231012.1030/
   56,20231012.1035/
   58,20231012.1040/
   63,20231012.1045/
   61,20231012.1050/
   57,20231012.1055/
   55,20231012.1100/
   59,20231012.1105/
   59,20231012.1110/
   55,20231012.1115/
   52,20231012.1120/
   54,20231012.1125/
   55,20231012.1130/
   55,20231012.1135/
   51,20231012.1140/
   50,20231012.1145/
   49,20231012.1150/
   52,20231012.1155/
   50,20231012.1200/
   45,20231012.1205/
   45,20231012.1210/
   48,20231012.1215/
   48,20231012.1220/
   45,20231012.1225/
   41,20231012.1230/
   41,20231012.1235/
   44,20231012.1240/
   44,20231012.1245/
   43,20231012.1250/
   41,20231012.1255/
   41,20231012.1300/
   43,20231012.1305/
   44,20231012.1310/
   41,20231012.1315/
   42,20231012.1320/
   41,20231012.1325/
   39,20231012.1330/
   39,20231012.1335/
   39,20231012.1340/
   39,20231012.1345/
   37,20231012.1350/
   38,20231012.1355/
   40,20231012.1400/
   42,20231012.1405/
   40,20231012.1410/
   39,20231012.1415/
   38,20231012.1420/
   41,20231012.1425/
   40,20231012.1430/
   38,20231012.1435/
   38,20231012.1440/
   39,20231012.1445/
   40,20231012.1450/
   42,20231012.1455/
   39,20231012.1500/
   37,20231012.1505/
   39,20231012.1510/
   44,20231012.1515/
   45,20231012.1520/
   41,20231012.1525/
   40,20231012.1530/
   42,20231012.1535/
   44,20231012.1540/
   42,20231012.1545/
   39,20231012.1550/
   39,20231012.1555/
   40,20231012.1600/
   42,20231012.1605/
   42,20231012.1610/
   40,20231012.1615/
   39,20231012.1620/
   40,20231012.1625/
   40,20231012.1630/
   39,20231012.1635/
   42,20231012.1640/
   42,20231012.1645/
   40,20231012.1650/
   42,20231012.1655/
   44,20231012.1700/
   47,20231012.1705/
   45,20231012.1710/
   44,20231012.1715/
   45,20231012.1720/
   47,20231012.1725/
   50,20231012.1730/
   50,20231012.1735/
   47,20231012.1740/
   49,20231012.1745/
   53,20231012.1750/
   53,20231012.1755/
   51,20231012.1800/
   51,20231012.1805/
   53,20231012.1810/
   56,20231012.1815/
   57,20231012.1820/
   54,20231012.1825/
   54,20231012.1830/
   56,20231012.1835/
   60,20231012.1840/
   56,20231012.1845/
   53,20231012.1850/
   54,20231012.1855/
   57,20231012.1900/
   59,20231012.1905/
   57,20231012.1910/
   55,20231012.1915/
   57,20231012.1920/
   59,20231012.1925/
   61,20231012.1930/
   61,20231012.1935/
   57,20231012.1940/
   59,20231012.1945/
   62,20231012.1950/
   60,20231012.1955/
   60,20231012.2000/
   61,20231012.2005/
   60,20231012.2010/
   59,20231012.2015/
   58,20231012.2020/
   59,20231012.2025/
   60,20231012.2030/
   62,20231012.2035/
   63,20231012.2040/
   63,20231012.2045/
   61,20231012.2050/
   61,20231012.2055/
   63,20231012.2100/
   65,20231012.2105/
   62,20231012.2110/
   63,20231012.2115/
   65,20231012.2120/
   65,20231012.2125/
   62,20231012.2130/
   61,20231012.2135/
   63,20231012.2140/
   62,20231012.2145/
   62,20231012.2150/
   64,20231012.2155/
   64,20231012.2200/
   63,20231012.2205/
   61,20231012.2210/
   61,20231012.2215/
   62,20231012.2220/
   63,20231012.2225/
   60,20231012.2230/
   59,20231012.2235/
   61,20231012.2240/
   57,20231012.2245/
   58,20231012.2250/
   59,20231012.2255/
   58,20231012.2300/
   55,20231012.2305/
   57,20231012.2310/
   58,20231012.2315/
   57,20231012.2320/
   53,20231012.2325/
   54,20231012.2330/
   57,20231012.2335/
   57,20231012.2340/
   51,20231012.2345/
   52,20231012.2350/
   54,20231012.2355/
   52,20231013.0000/
   49,20231013.0005/
   51,20231013.0010/
   53,20231013.0015/
   51,20231013.0020/
   53,20231013.0025/
   54,20231013.0030/
   54,20231013.0035/
   49,20231013.0040/
   50,20231013.0045/
   51,20231013.0050/
   50,20231013.0055/
   46,20231013.0100/
   47,20231013.0105/
   48,20231013.0110/
   48,20231013.0115/
   46,20231013.0120/
   44,20231013.0125/
   42,20231013.0130/
   40,20231013.0135/
   41,20231013.0140/
   43,20231013.0145/
   42,20231013.0150/
   39,20231013.0155/
   39,20231013.0200/
   40,20231013.0205/
   40,20231013.0210/
   38,20231013.0215/
   38,20231013.0220/
   39,20231013.0225/
   37,20231013.0230/
   37,20231013.0235/
   38,20231013.0240/
   38,20231013.0245/
   37,20231013.0250/
   39,20231013.0255/
   40,20231013.0300/
   40,20231013.0305/
   38,20231013.0310/
   38,20231013.0315/
   39,20231013.0320/
   42,20231013.0325/
   41,20231013.0330/
   38,20231013.0335/
   39,20231013.0340/
   41,20231013.0345/
   42,20231013.0350/
   42,20231013.0355/
   41,20231013.0400/
   41,20231013.0405/
   42,20231013.0410/
   43,20231013.0415/
   45,20231013.0420/
   45,20231013.0425/
   42,20231013.0430/
   42,20231013.0435/
   46,20231013.0440/
   48,20231013.0445/
   45,20231013.0450/
   43,20231013.0455/
   45,20231013.0500/
   47,20231013.0505/
   47,20231013.0510/
   45,20231013.0515/
   44,20231013.0520/
   45,20231013.0525/
   49,20231013.0530/
   51,20231013.0535/
   49,20231013.0540/
   48,20231013.0545/
   50,20231013.0550/
   52,20231013.0555/
   53,20231013.0600/
   51,20231013.0605/
   51,20231013.0610/
   54,20231013.0615/
   56,20231013.0620/
   56,20231013.0625/
   55,20231013.0630/
   55,20231013.0635/
   56,20231013.0640/
   58,20231013.0645/
   58,20231013.0650/
   59,20231013.0655/
   59,20231013.0700/
   60,20231013.0705/
   61,20231013.0710/
   60,20231013.0715/
   60,20231013.0720/
   63,20231013.0725/
   62,20231013.0730/
   63,20231013.0735/
   61,20231013.0740/
   59,20231013.0745/
   60,20231013.0750/
   60,20231013.0755/
   60,20231013.0800/
   61,20231013.0805/
   62,20231013.0810/
   61,20231013.0815/
   61,20231013.0820/
   61,20231013.0825/
   61,20231013.0830/
   60,20231013.0835/
   61,20231013.0840/
   63,20231013.0845/
   64,20231013.0850/
   63,20231013.0855/
   63,20231013.0900/
   63,20231013.0905/
   64,20231013.0910/
   64,20231013.0915/
   64,20231013.0920/
   64,20231013.0925/
   64,20231013.0930/
   64,20231013.0935/
   66,20231013.0940/
   66,20231013.0945/
   66,20231013.0950/
   64,20231013.0955/
   65,20231013.1000/
   65,20231013.1005/
   63,20231013.1010/
   62,20231013.1015/
   63,20231013.1020/
   65,20231013.1025/
   63,20231013.1030/
   62,20231013.1035/
   62,20231013.1040/
   65,20231013.1045/
   64,20231013.1050/
   62,20231013.1055/
   61,20231013.1100/
   63,20231013.1105/
   61,20231013.1110/
   59,20231013.1115/
   61,20231013.1120/
   60,20231013.1125/
   56,20231013.1130/
   57,20231013.1135/
   61,20231013.1140/
   63,20231013.1145/
   58,20231013.1150/
   55,20231013.1155/
   55,20231013.1200/
   57,20231013.1205/
   56,20231013.1210/
   52,20231013.1215/
   50,20231013.1220/
   53,20231013.1225/
   53,20231013.1230/
   51,20231013.1235/
   49,20231013.1240/
   48,20231013.1245/
   44,20231013.1250/
   45,20231013.1255/
   49,20231013.1300/
   49,20231013.1305/
   44,20231013.1310/
   42,20231013.1315/
   42,20231013.1320/
   44,20231013.1325/
   42,20231013.1330/
   43,20231013.1335/
   46,20231013.1340/
   47,20231013.1345/
   46,20231013.1350/
   47,20231013.1355/
   44,20231013.1400/
   41,20231013.1405/
   41,20231013.1410/
   43,20231013.1415/
   44,20231013.1420/
   42,20231013.1425/
   40,20231013.1430/
   46,20231013.1435/
   48,20231013.1440/
   42,20231013.1445/
   41,20231013.1450/
   44,20231013.1455/
   48,20231013.1500/
   43,20231013.1505/
   44,20231013.1510/
   46,20231013.1515/
   46,20231013.1520/
   42,20231013.1525/
   44,20231013.1530/
   49,20231013.1535/
   48,20231013.1540/
   47,20231013.1545/
   51,20231013.1550/
   49,20231013.1555/
   44,20231013.1600/
   45,20231013.1605/
   48,20231013.1610/
   47,20231013.1615/
   45,20231013.1620/
   47,20231013.1625/
   52,20231013.1630/
   50,20231013.1635/
   45,20231013.1640/
   49,20231013.1645/
   54,20231013.1650/
   52,20231013.1655/
   51,20231013.1700/
   51,20231013.1705/
   56,20231013.1710/
   55,20231013.1715/
   54,20231013.1720/
   56,20231013.1725/
   57,20231013.1730/
   55,20231013.1735/
   57,20231013.1740/
   60,20231013.1745/
   59,20231013.1750/
   56,20231013.1755/
   59,20231013.1800/
   62,20231013.1805/
   62,20231013.1810/
   60,20231013.1815/
   62,20231013.1820/
   65,20231013.1825/
   64,20231013.1830/
   60,20231013.1835/
   65,20231013.1840/
   68,20231013.1845/
   62,20231013.1850/
   61,20231013.1855/
   66,20231013.1900/
   66,20231013.1905/
   65,20231013.1910/
   65,20231013.1915/
   67,20231013.1920/
   67,20231013.1925/
   67,20231013.1930/
   66,20231013.1935/
   68,20231013.1940/
   66,20231013.1945/
   66,20231013.1950/
   68,20231013.1955/
   71,20231013.2000/
   69,20231013.2005/
   68,20231013.2010/
   69,20231013.2015/
   73,20231013.2020/
   70,20231013.2025/
   69,20231013.2030/
   69,20231013.2035/
   70,20231013.2040/
   70,20231013.2045/
   70,20231013.2050/
   68,20231013.2055/
   69,20231013.2100/
   71,20231013.2105/
   71,20231013.2110/
   73,20231013.2115/
   72,20231013.2120/
   72,20231013.2125/
   71,20231013.2130/
   70,20231013.2135/
   67,20231013.2140/
   67,20231013.2145/
   68,20231013.2150/
   70,20231013.2155/
   70,20231013.2200/
   69,20231013.2205/
   69,20231013.2210/
   68,20231013.2215/
   69,20231013.2220/
   70,20231013.2225/
   72,20231013.2230/
   71,20231013.2235/
   69,20231013.2240/
   69,20231013.2245/
   69,20231013.2250/
   68,20231013.2255/
   65,20231013.2300/
   66,20231013.2305/
   70,20231013.2310/
   68,20231013.2315/
   65,20231013.2320/
   65,20231013.2325/
   67,20231013.2330/
   66,20231013.2335/
   63,20231013.2340/
   62,20231013.2345/
   64,20231013.2350/
   63,20231013.2355/
   61,20231014.0000/
   62,20231014.0005/
   61,20231014.0010/
   60,20231014.0015/
   58,20231014.0020/
   57,20231014.0025/
   57,20231014.0030/
   58,20231014.0035/
   55,20231014.0040/
   55,20231014.0045/
   55,20231014.0050/
   54,20231014.0055/
   51,20231014.0100/
   52,20231014.0105/
   52,20231014.0110/
   49,20231014.0115/
   51,20231014.0120/
   50,20231014.0125/
   46,20231014.0130/
   46,20231014.0135/
   45,20231014.0140/
   44,20231014.0145/
   45,20231014.0150/
