#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: FBV_Dec_2023_Well2.txt
#Location: Fremantle Fishing Boat Harbour
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-12-01 00:20:00 to 2023-12-21 11:45:00
#Station Status: Current
#Lat: -32.065543   Long: 115.748067 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle 1949, which is 2.753m below Benchmark DMH 098
#National Station ID: 
#Site Description: 14 Capo d'Orlando Drive, located on walkway, inside Marine Operations compound.
#Tide Gauge Sensor: 2 Guided Wire Microwave Radar Gauge in environment tube Ø150mm.Two separate tubes
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   59,20231204.1045/
   59,20231204.1120/
   60,20231204.1125/
   59,20231204.1130/
   58,20231204.1135/
   57,20231204.1140/
   58,20231204.1145/
   56,20231204.1220/
   56,20231204.1225/
   59,20231204.1230/
   60,20231204.1235/
   57,20231204.1240/
   57,20231204.1245/
   59,20231204.1320/
   63,20231204.1325/
   64,20231204.1330/
   61,20231204.1335/
   60,20231204.1340/
   61,20231204.1345/
   60,20231204.1420/
   63,20231204.1425/
   63,20231204.1430/
   60,20231204.1435/
   62,20231204.1440/
   62,20231204.1445/
   65,20231204.1520/
   65,20231204.1525/
   64,20231204.1530/
   64,20231204.1535/
   64,20231204.1540/
   63,20231204.1545/
   74,20231204.1620/
   70,20231204.1625/
   70,20231204.1630/
   73,20231204.1635/
   71,20231204.1640/
   68,20231204.1645/
   74,20231204.1720/
   77,20231204.1725/
   77,20231204.1730/
   73,20231204.1735/
   74,20231204.1740/
   78,20231204.1745/
   77,20231204.1820/
   78,20231204.1825/
   74,20231204.1830/
   71,20231204.1835/
   75,20231204.1840/
   75,20231204.1845/
   83,20231204.1920/
   86,20231204.1925/
   82,20231204.1930/
   78,20231204.1935/
   82,20231204.1940/
   84,20231204.1945/
   83,20231204.2020/
   82,20231204.2025/
   80,20231204.2030/
   83,20231204.2035/
   85,20231204.2040/
   81,20231204.2045/
   84,20231204.2120/
   86,20231204.2125/
   88,20231204.2130/
   87,20231204.2135/
   85,20231204.2140/
   85,20231204.2145/
   89,20231204.2220/
   88,20231204.2225/
   85,20231204.2230/
   84,20231204.2235/
   88,20231204.2240/
   89,20231204.2245/
   84,20231204.2320/
   85,20231204.2325/
   85,20231204.2330/
   86,20231204.2335/
   87,20231204.2340/
   86,20231204.2345/
   91,20231205.0020/
   89,20231205.0025/
   87,20231205.0030/
   88,20231205.0035/
   89,20231205.0040/
   87,20231205.0045/
   84,20231205.0120/
   83,20231205.0125/
   80,20231205.0130/
   80,20231205.0135/
   79,20231205.0140/
   79,20231205.0145/
   83,20231205.0220/
   81,20231205.0225/
   80,20231205.0230/
   82,20231205.0235/
   83,20231205.0240/
   81,20231205.0245/
   79,20231205.0320/
   76,20231205.0325/
   75,20231205.0330/
   77,20231205.0335/
   77,20231205.0340/
   76,20231205.0345/
   73,20231205.0350/
   72,20231205.0355/
   70,20231205.0400/
   71,20231205.0405/
   73,20231205.0410/
   71,20231205.0415/
   68,20231205.0420/
   70,20231205.0425/
   72,20231205.0430/
   70,20231205.0450/
   70,20231205.0455/
   69,20231205.0500/
   67,20231205.0505/
   66,20231205.0510/
   68,20231205.0515/
   69,20231205.0520/
   67,20231205.0525/
   66,20231205.0530/
   65,20231205.0535/
   66,20231205.0540/
   67,20231205.0545/
   58,20231205.0620/
   59,20231205.0625/
   62,20231205.0630/
   61,20231205.0635/
   58,20231205.0640/
   58,20231205.0645/
   54,20231205.0720/
   55,20231205.0725/
   55,20231205.0730/
   55,20231205.0735/
   56,20231205.0740/
   55,20231205.0745/
   53,20231205.0820/
   55,20231205.0825/
   56,20231205.0830/
   56,20231205.0835/
   53,20231205.0840/
   52,20231205.0845/
   54,20231205.0920/
   53,20231205.0925/
   54,20231205.0930/
   54,20231205.0935/
   52,20231205.0940/
   50,20231205.0945/
   53,20231205.1020/
   54,20231205.1025/
   53,20231205.1030/
   52,20231205.1035/
   52,20231205.1040/
   51,20231205.1045/
   53,20231205.1120/
   53,20231205.1125/
   51,20231205.1130/
   50,20231205.1135/
   52,20231205.1140/
   55,20231205.1145/
   54,20231205.1220/
   56,20231205.1225/
   56,20231205.1230/
   56,20231205.1235/
   58,20231205.1240/
   56,20231205.1245/
   50,20231205.1320/
   57,20231205.1325/
   59,20231205.1330/
   56,20231205.1335/
   55,20231205.1340/
   56,20231205.1345/
   56,20231205.1420/
   58,20231205.1425/
   60,20231205.1430/
   59,20231205.1435/
   58,20231205.1440/
   60,20231205.1445/
   66,20231205.1520/
   64,20231205.1525/
   62,20231205.1530/
   65,20231205.1535/
   67,20231205.1540/
   64,20231205.1545/
   69,20231205.1620/
   66,20231205.1625/
   66,20231205.1630/
   70,20231205.1635/
   68,20231205.1640/
   63,20231205.1645/
   70,20231205.1720/
   68,20231205.1725/
   68,20231205.1730/
   70,20231205.1735/
   70,20231205.1740/
   69,20231205.1745/
   73,20231205.1820/
   75,20231205.1825/
   75,20231205.1830/
   74,20231205.1835/
   73,20231205.1840/
   74,20231205.1845/
   70,20231205.1920/
   69,20231205.1925/
   70,20231205.1930/
   71,20231205.1935/
   71,20231205.1940/
   72,20231205.1945/
   71,20231205.2020/
   69,20231205.2025/
   71,20231205.2030/
   71,20231205.2035/
   73,20231205.2040/
   73,20231205.2045/
   72,20231205.2120/
   72,20231205.2125/
   73,20231205.2130/
   74,20231205.2135/
   73,20231205.2140/
   71,20231205.2145/
   70,20231205.2220/
   70,20231205.2225/
   71,20231205.2230/
   73,20231205.2235/
   70,20231205.2240/
   70,20231205.2245/
   69,20231205.2320/
   73,20231205.2325/
   75,20231205.2330/
   71,20231205.2335/
   69,20231205.2340/
   71,20231205.2345/
   72,20231206.0020/
   72,20231206.0025/
   72,20231206.0030/
   71,20231206.0035/
   73,20231206.0040/
   74,20231206.0045/
   73,20231206.0120/
   73,20231206.0125/
   71,20231206.0130/
   70,20231206.0135/
   71,20231206.0140/
   71,20231206.0145/
   69,20231206.0220/
   68,20231206.0225/
   66,20231206.0230/
   65,20231206.0235/
   66,20231206.0240/
   66,20231206.0245/
   65,20231206.0320/
   65,20231206.0325/
   65,20231206.0330/
   66,20231206.0335/
   65,20231206.0340/
   64,20231206.0345/
   62,20231206.0420/
   62,20231206.0425/
   62,20231206.0430/
   60,20231206.0435/
   60,20231206.0440/
   62,20231206.0445/
   58,20231206.0520/
   59,20231206.0525/
   57,20231206.0530/
   56,20231206.0535/
   59,20231206.0540/
   62,20231206.0545/
   56,20231206.0620/
   58,20231206.0625/
   58,20231206.0630/
   57,20231206.0635/
   55,20231206.0640/
   55,20231206.0645/
   53,20231206.0720/
   52,20231206.0725/
   51,20231206.0730/
   49,20231206.0735/
   48,20231206.0740/
   49,20231206.0745/
   52,20231206.0805/
   52,20231206.0810/
   51,20231206.0815/
   49,20231206.0820/
   48,20231206.0825/
   50,20231206.0830/
   53,20231206.0905/
   51,20231206.0910/
   52,20231206.0915/
   53,20231206.0920/
   52,20231206.0925/
   51,20231206.0930/
   55,20231206.1005/
   54,20231206.1010/
   53,20231206.1015/
   54,20231206.1020/
   54,20231206.1025/
   54,20231206.1030/
   52,20231206.1105/
   51,20231206.1110/
   52,20231206.1115/
   51,20231206.1120/
   48,20231206.1125/
   49,20231206.1130/
   46,20231206.1150/
   50,20231206.1155/
   50,20231206.1200/
   48,20231206.1205/
   49,20231206.1210/
   53,20231206.1215/
   54,20231206.1235/
   55,20231206.1240/
   54,20231206.1245/
   56,20231206.1250/
   59,20231206.1255/
   58,20231206.1300/
   57,20231206.1320/
   57,20231206.1325/
   62,20231206.1330/
   61,20231206.1350/
   62,20231206.1355/
   60,20231206.1400/
   59,20231206.1405/
   62,20231206.1410/
   61,20231206.1415/
   60,20231206.1435/
   57,20231206.1440/
   56,20231206.1445/
   58,20231206.1450/
   61,20231206.1455/
   61,20231206.1500/
   65,20231206.1520/
   66,20231206.1525/
   66,20231206.1530/
   66,20231206.1535/
   66,20231206.1540/
   67,20231206.1545/
   71,20231206.1605/
   74,20231206.1610/
   73,20231206.1615/
   70,20231206.1650/
   70,20231206.1655/
   69,20231206.1700/
   69,20231206.1705/
   71,20231206.1710/
   71,20231206.1715/
   70,20231206.1750/
   71,20231206.1755/
   71,20231206.1800/
   72,20231206.1805/
   75,20231206.1810/
   76,20231206.1815/
   78,20231206.1850/
   80,20231206.1855/
   78,20231206.1900/
   79,20231206.1905/
   80,20231206.1910/
   79,20231206.1915/
   77,20231206.1950/
   74,20231206.1955/
   73,20231206.2000/
   73,20231206.2005/
   74,20231206.2010/
   73,20231206.2015/
   73,20231206.2050/
   74,20231206.2055/
   75,20231206.2100/
   74,20231206.2105/
   74,20231206.2110/
   76,20231206.2115/
   77,20231206.2150/
   76,20231206.2155/
   73,20231206.2200/
   74,20231206.2205/
   75,20231206.2210/
   72,20231206.2215/
   70,20231206.2250/
   70,20231206.2255/
   70,20231206.2300/
   68,20231206.2305/
   65,20231206.2310/
   67,20231206.2315/
   69,20231206.2350/
   67,20231206.2355/
   68,20231207.0000/
   67,20231207.0005/
   66,20231207.0010/
   65,20231207.0015/
   66,20231207.0050/
   66,20231207.0055/
   66,20231207.0100/
   66,20231207.0105/
   66,20231207.0110/
   66,20231207.0115/
   68,20231207.0150/
   67,20231207.0155/
   65,20231207.0200/
   65,20231207.0205/
   65,20231207.0210/
   64,20231207.0215/
   62,20231207.0235/
   64,20231207.0240/
   64,20231207.0245/
   62,20231207.0250/
   62,20231207.0255/
   64,20231207.0300/
   62,20231207.0335/
   65,20231207.0340/
   65,20231207.0345/
   63,20231207.0350/
   62,20231207.0355/
   63,20231207.0400/
   64,20231207.0420/
   63,20231207.0425/
   60,20231207.0430/
   62,20231207.0435/
   65,20231207.0440/
   61,20231207.0445/
   59,20231207.0505/
   56,20231207.0510/
   58,20231207.0515/
   60,20231207.0520/
   58,20231207.0525/
   57,20231207.0530/
   59,20231207.0605/
   62,20231207.0610/
   62,20231207.0615/
   58,20231207.0620/
   58,20231207.0625/
   62,20231207.0630/
   58,20231207.0705/
   58,20231207.0710/
   58,20231207.0715/
   57,20231207.0720/
   57,20231207.0725/
   57,20231207.0730/
   57,20231207.0750/
   55,20231207.0755/
   55,20231207.0800/
   57,20231207.0805/
   58,20231207.0810/
   57,20231207.0815/
   52,20231207.0850/
   56,20231207.0855/
   60,20231207.0900/
   57,20231207.0905/
   54,20231207.0910/
   56,20231207.0915/
   56,20231207.0950/
   58,20231207.0955/
   64,20231207.1000/
   59,20231207.1005/
   55,20231207.1010/
   57,20231207.1015/
   50,20231207.1050/
   56,20231207.1055/
   57,20231207.1100/
   55,20231207.1105/
   54,20231207.1110/
   55,20231207.1115/
   51,20231207.1150/
   54,20231207.1155/
   57,20231207.1200/
   59,20231207.1205/
   57,20231207.1210/
   54,20231207.1215/
   61,20231207.1250/
   58,20231207.1255/
   58,20231207.1300/
   63,20231207.1305/
   62,20231207.1310/
   58,20231207.1315/
   60,20231207.1350/
   60,20231207.1355/
   60,20231207.1400/
   62,20231207.1405/
   61,20231207.1410/
   61,20231207.1415/
   66,20231207.1450/
   66,20231207.1455/
   68,20231207.1500/
   67,20231207.1505/
   62,20231207.1510/
   62,20231207.1515/
   67,20231207.1550/
   67,20231207.1555/
   69,20231207.1600/
   69,20231207.1605/
   68,20231207.1610/
   70,20231207.1615/
   73,20231207.1635/
   74,20231207.1640/
   73,20231207.1645/
   73,20231207.1650/
   75,20231207.1655/
   75,20231207.1700/
   77,20231207.1720/
   79,20231207.1725/
   79,20231207.1730/
   76,20231207.1735/
   77,20231207.1740/
   81,20231207.1745/
   79,20231207.1820/
   82,20231207.1825/
   80,20231207.1830/
   79,20231207.1850/
   81,20231207.1855/
   81,20231207.1900/
   78,20231207.1905/
   79,20231207.1910/
   82,20231207.1915/
   81,20231207.1935/
   82,20231207.1940/
   78,20231207.1945/
   74,20231207.2005/
   75,20231207.2010/
   77,20231207.2015/
   77,20231207.2020/
   75,20231207.2025/
   74,20231207.2030/
   71,20231207.2050/
   74,20231207.2055/
   76,20231207.2100/
   74,20231207.2120/
   74,20231207.2125/
   70,20231207.2130/
   68,20231207.2135/
   69,20231207.2140/
   69,20231207.2145/
   66,20231207.2205/
   64,20231207.2210/
   65,20231207.2215/
   60,20231207.2235/
   60,20231207.2240/
   59,20231207.2245/
   59,20231207.2250/
   59,20231207.2255/
   59,20231207.2300/
   60,20231207.2320/
   59,20231207.2325/
   59,20231207.2330/
   60,20231207.2350/
   61,20231207.2355/
   57,20231208.0000/
   55,20231208.0005/
   55,20231208.0010/
   56,20231208.0015/
   52,20231208.0035/
   54,20231208.0040/
   54,20231208.0045/
   49,20231208.0105/
   50,20231208.0110/
   48,20231208.0115/
   47,20231208.0120/
   47,20231208.0125/
   47,20231208.0130/
   51,20231208.0150/
   52,20231208.0155/
   51,20231208.0200/
   53,20231208.0220/
   53,20231208.0225/
   54,20231208.0230/
   56,20231208.0235/
   55,20231208.0240/
   54,20231208.0245/
   53,20231208.0305/
   55,20231208.0310/
   54,20231208.0315/
   46,20231208.0335/
   43,20231208.0340/
   45,20231208.0345/
   44,20231208.0350/
   41,20231208.0355/
   40,20231208.0400/
   44,20231208.0420/
   49,20231208.0425/
   47,20231208.0430/
   50,20231208.0450/
   49,20231208.0455/
   53,20231208.0500/
   55,20231208.0505/
   53,20231208.0510/
   53,20231208.0515/
   54,20231208.0535/
   54,20231208.0540/
   49,20231208.0545/
   46,20231208.0605/
   46,20231208.0610/
   47,20231208.0615/
   44,20231208.0620/
   42,20231208.0625/
   43,20231208.0630/
   42,20231208.0650/
   44,20231208.0655/
   42,20231208.0700/
   45,20231208.0720/
   45,20231208.0725/
   47,20231208.0730/
   45,20231208.0735/
   44,20231208.0740/
   48,20231208.0745/
   53,20231208.0805/
   52,20231208.0810/
   49,20231208.0815/
   50,20231208.0835/
   46,20231208.0840/
   46,20231208.0845/
   47,20231208.0850/
   46,20231208.0855/
   44,20231208.0900/
   44,20231208.0920/
   43,20231208.0925/
   44,20231208.0930/
   47,20231208.0950/
   48,20231208.0955/
   48,20231208.1000/
   50,20231208.1005/
   50,20231208.1010/
   48,20231208.1015/
   52,20231208.1035/
   52,20231208.1040/
   56,20231208.1045/
   51,20231208.1105/
   51,20231208.1110/
   49,20231208.1115/
   48,20231208.1120/
   49,20231208.1125/
   50,20231208.1130/
   51,20231208.1150/
   50,20231208.1155/
   51,20231208.1200/
   51,20231208.1220/
   51,20231208.1225/
   51,20231208.1230/
   51,20231208.1235/
   52,20231208.1240/
   52,20231208.1245/
   54,20231208.1305/
   57,20231208.1310/
   56,20231208.1315/
   56,20231208.1335/
   56,20231208.1340/
   59,20231208.1345/
   59,20231208.1350/
   55,20231208.1355/
   55,20231208.1400/
   59,20231208.1420/
   61,20231208.1425/
   61,20231208.1430/
   59,20231208.1450/
   60,20231208.1455/
   61,20231208.1500/
   61,20231208.1505/
   61,20231208.1510/
   62,20231208.1515/
   63,20231208.1535/
   63,20231208.1540/
   65,20231208.1545/
   68,20231208.1605/
   68,20231208.1610/
   70,20231208.1615/
   73,20231208.1620/
   71,20231208.1625/
   70,20231208.1630/
   71,20231208.1650/
   73,20231208.1655/
   76,20231208.1700/
   73,20231208.1720/
   72,20231208.1725/
   74,20231208.1730/
   75,20231208.1735/
   73,20231208.1740/
   72,20231208.1745/
   74,20231208.1805/
   76,20231208.1810/
   76,20231208.1815/
   78,20231208.1835/
   79,20231208.1840/
   77,20231208.1845/
   76,20231208.1850/
   75,20231208.1855/
   78,20231208.1900/
   77,20231208.1920/
   75,20231208.1925/
   74,20231208.1930/
   73,20231208.1950/
   74,20231208.1955/
   74,20231208.2000/
   73,20231208.2005/
   72,20231208.2010/
   73,20231208.2015/
   71,20231208.2035/
