#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: BAR_Nov_2023.txt
#Location: Barrack Street 02
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-10-31 23:50:00 to 2023-11-30 23:30:00
#Station Status: Current
#Lat: -31.959681   Long: 115.857261 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle, which is 2.234m below Benchmark MWB 1484
#National Station ID: 
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling tube Ø355mm, orifice Ø11mm.
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   66,20231101.1920/
   67,20231101.1925/
   67,20231101.1930/
   69,20231101.1950/
   70,20231101.1955/
   70,20231101.2000/
   71,20231101.2005/
   71,20231101.2010/
   72,20231101.2015/
   73,20231101.2020/
   73,20231101.2025/
   74,20231101.2030/
   76,20231101.2050/
   76,20231101.2055/
   77,20231101.2100/
   77,20231101.2105/
   78,20231101.2110/
   78,20231101.2115/
   79,20231101.2120/
   79,20231101.2125/
   80,20231101.2130/
   82,20231101.2150/
   83,20231101.2155/
   83,20231101.2200/
   84,20231101.2205/
   84,20231101.2210/
   85,20231101.2215/
   85,20231101.2220/
   85,20231101.2225/
   86,20231101.2230/
   88,20231101.2250/
   88,20231101.2255/
   88,20231101.2300/
   89,20231101.2305/
   89,20231101.2310/
   90,20231101.2315/
   90,20231101.2320/
   90,20231101.2325/
   91,20231101.2330/
   92,20231101.2350/
   92,20231101.2355/
   92,20231102.0000/
   93,20231102.0005/
   93,20231102.0010/
   93,20231102.0015/
   94,20231102.0020/
   94,20231102.0025/
   94,20231102.0030/
   94,20231102.0050/
   94,20231102.0055/
   94,20231102.0100/
   94,20231102.0105/
   94,20231102.0110/
   93,20231102.0115/
   93,20231102.0120/
   93,20231102.0125/
   92,20231102.0130/
   92,20231102.0135/
   92,20231102.0140/
   92,20231102.0145/
   90,20231102.0205/
   90,20231102.0210/
   90,20231102.0215/
   89,20231102.0220/
   89,20231102.0225/
   89,20231102.0230/
   88,20231102.0235/
   88,20231102.0240/
   88,20231102.0245/
   85,20231102.0305/
   85,20231102.0310/
   84,20231102.0315/
   83,20231102.0320/
   83,20231102.0325/
   83,20231102.0330/
   82,20231102.0335/
   81,20231102.0340/
   81,20231102.0345/
   78,20231102.0405/
   77,20231102.0410/
   77,20231102.0415/
   76,20231102.0420/
   76,20231102.0425/
   75,20231102.0430/
   75,20231102.0435/
   74,20231102.0440/
   73,20231102.0445/
   71,20231102.0505/
   70,20231102.0510/
   70,20231102.0515/
   69,20231102.0520/
   68,20231102.0525/
   68,20231102.0530/
   67,20231102.0535/
   67,20231102.0540/
   66,20231102.0545/
   64,20231102.0605/
   64,20231102.0610/
   63,20231102.0615/
   63,20231102.0620/
   62,20231102.0625/
   61,20231102.0630/
   61,20231102.0635/
   60,20231102.0640/
   60,20231102.0645/
   57,20231102.0705/
   56,20231102.0710/
   55,20231102.0715/
   55,20231102.0720/
   54,20231102.0725/
   53,20231102.0730/
   53,20231102.0735/
   53,20231102.0740/
   52,20231102.0745/
   51,20231102.0805/
   51,20231102.0810/
   50,20231102.0815/
   50,20231102.0820/
   50,20231102.0825/
   49,20231102.0830/
   49,20231102.0835/
   49,20231102.0840/
   48,20231102.0845/
   46,20231102.0905/
   46,20231102.0910/
   46,20231102.0915/
   45,20231102.0920/
   45,20231102.0925/
   44,20231102.0930/
   44,20231102.0935/
   44,20231102.0940/
   43,20231102.0945/
   41,20231102.1005/
   41,20231102.1010/
   41,20231102.1015/
   41,20231102.1020/
   40,20231102.1025/
   41,20231102.1030/
   40,20231102.1035/
   40,20231102.1040/
   40,20231102.1045/
   40,20231102.1105/
   40,20231102.1110/
   40,20231102.1115/
   41,20231102.1120/
   40,20231102.1125/
   40,20231102.1130/
   40,20231102.1135/
   40,20231102.1140/
   40,20231102.1145/
   38,20231102.1205/
   38,20231102.1210/
   38,20231102.1215/
   37,20231102.1220/
   37,20231102.1225/
   37,20231102.1230/
   37,20231102.1235/
   37,20231102.1240/
   36,20231102.1245/
   36,20231102.1305/
   37,20231102.1310/
   37,20231102.1315/
   37,20231102.1320/
   37,20231102.1325/
   37,20231102.1330/
   37,20231102.1335/
   38,20231102.1340/
   39,20231102.1345/
   40,20231102.1405/
   40,20231102.1410/
   41,20231102.1415/
   41,20231102.1420/
   41,20231102.1425/
   42,20231102.1430/
   42,20231102.1435/
   42,20231102.1440/
   42,20231102.1445/
   43,20231102.1505/
   43,20231102.1510/
   44,20231102.1515/
   44,20231102.1520/
   44,20231102.1525/
   45,20231102.1530/
   45,20231102.1535/
   45,20231102.1540/
   46,20231102.1545/
   48,20231102.1605/
   47,20231102.1610/
   49,20231102.1615/
   49,20231102.1620/
   49,20231102.1625/
   50,20231102.1630/
   50,20231102.1635/
   50,20231102.1640/
   50,20231102.1645/
   52,20231102.1705/
   53,20231102.1710/
   53,20231102.1715/
   53,20231102.1720/
   54,20231102.1725/
   54,20231102.1730/
   55,20231102.1735/
   55,20231102.1740/
   55,20231102.1745/
   57,20231102.1805/
   57,20231102.1810/
   57,20231102.1815/
   57,20231102.1820/
   58,20231102.1825/
   58,20231102.1830/
   59,20231102.1835/
   59,20231102.1840/
   60,20231102.1845/
   62,20231102.1905/
   63,20231102.1910/
   64,20231102.1915/
   64,20231102.1920/
   65,20231102.1925/
   66,20231102.1930/
   66,20231102.1935/
   67,20231102.1940/
   67,20231102.1945/
   70,20231102.2005/
   70,20231102.2010/
   71,20231102.2015/
   71,20231102.2020/
   72,20231102.2025/
   73,20231102.2030/
   73,20231102.2035/
   73,20231102.2040/
   74,20231102.2045/
   76,20231102.2105/
   76,20231102.2110/
   77,20231102.2115/
   77,20231102.2120/
   78,20231102.2125/
   78,20231102.2130/
   79,20231102.2135/
   79,20231102.2140/
   80,20231102.2145/
   82,20231102.2205/
   83,20231102.2210/
   83,20231102.2215/
   83,20231102.2220/
   84,20231102.2225/
   85,20231102.2230/
   85,20231102.2235/
   86,20231102.2240/
   86,20231102.2245/
   88,20231102.2305/
   89,20231102.2310/
   89,20231102.2315/
   89,20231102.2320/
   89,20231102.2325/
   90,20231102.2330/
   90,20231102.2335/
   90,20231102.2340/
   90,20231102.2345/
   91,20231103.0005/
   90,20231103.0010/
   90,20231103.0015/
   90,20231103.0020/
   90,20231103.0025/
   90,20231103.0030/
   90,20231103.0035/
   90,20231103.0040/
   90,20231103.0045/
   91,20231103.0105/
   92,20231103.0110/
   92,20231103.0115/
   92,20231103.0120/
   92,20231103.0125/
   93,20231103.0130/
   93,20231103.0135/
   93,20231103.0140/
   93,20231103.0145/
   93,20231103.0205/
   93,20231103.0210/
   92,20231103.0215/
   92,20231103.0220/
   92,20231103.0225/
   91,20231103.0230/
   90,20231103.0235/
   90,20231103.0240/
   89,20231103.0245/
   87,20231103.0305/
   86,20231103.0310/
   86,20231103.0315/
   85,20231103.0320/
   85,20231103.0325/
   85,20231103.0330/
   84,20231103.0335/
   84,20231103.0340/
   83,20231103.0345/
   82,20231103.0405/
   81,20231103.0410/
   81,20231103.0415/
   80,20231103.0420/
   80,20231103.0425/
   79,20231103.0430/
   79,20231103.0435/
   78,20231103.0440/
   78,20231103.0445/
   76,20231103.0505/
   75,20231103.0510/
   75,20231103.0515/
   74,20231103.0520/
   73,20231103.0525/
   73,20231103.0530/
   72,20231103.0535/
   72,20231103.0540/
   71,20231103.0545/
   69,20231103.0605/
   68,20231103.0610/
   68,20231103.0615/
   67,20231103.0620/
   66,20231103.0625/
   66,20231103.0630/
   65,20231103.0635/
   65,20231103.0640/
   65,20231103.0645/
   63,20231103.0705/
   62,20231103.0710/
   62,20231103.0715/
   61,20231103.0720/
   61,20231103.0725/
   60,20231103.0730/
   60,20231103.0735/
   60,20231103.0740/
   59,20231103.0745/
   57,20231103.0805/
   56,20231103.0810/
   56,20231103.0815/
   55,20231103.0820/
   55,20231103.0825/
   55,20231103.0830/
   54,20231103.0835/
   54,20231103.0840/
   54,20231103.0845/
   52,20231103.0905/
   52,20231103.0910/
   52,20231103.0915/
   51,20231103.0920/
   51,20231103.0925/
   51,20231103.0930/
   51,20231103.0935/
   51,20231103.0940/
   50,20231103.0945/
   49,20231103.1005/
   49,20231103.1010/
   48,20231103.1015/
   48,20231103.1020/
   47,20231103.1025/
   47,20231103.1030/
   46,20231103.1035/
   46,20231103.1040/
   46,20231103.1045/
   45,20231103.1105/
   45,20231103.1110/
   45,20231103.1115/
   45,20231103.1120/
   44,20231103.1125/
   44,20231103.1130/
   44,20231103.1135/
   44,20231103.1140/
   44,20231103.1145/
   45,20231103.1205/
   44,20231103.1210/
   45,20231103.1215/
   44,20231103.1220/
   45,20231103.1225/
   45,20231103.1230/
   45,20231103.1235/
   45,20231103.1240/
   45,20231103.1245/
   45,20231103.1305/
   44,20231103.1310/
   44,20231103.1315/
   44,20231103.1320/
   45,20231103.1325/
   44,20231103.1330/
   45,20231103.1335/
   45,20231103.1340/
   45,20231103.1345/
   45,20231103.1405/
   45,20231103.1410/
   45,20231103.1415/
   45,20231103.1420/
   45,20231103.1425/
   45,20231103.1430/
   46,20231103.1435/
   46,20231103.1440/
   46,20231103.1445/
   48,20231103.1505/
   48,20231103.1510/
   48,20231103.1515/
   48,20231103.1520/
   48,20231103.1525/
   49,20231103.1530/
   49,20231103.1535/
   50,20231103.1540/
   49,20231103.1545/
   52,20231103.1605/
   52,20231103.1610/
   52,20231103.1615/
   52,20231103.1620/
   52,20231103.1625/
   53,20231103.1630/
   53,20231103.1635/
   53,20231103.1640/
   54,20231103.1645/
   55,20231103.1705/
   55,20231103.1710/
   56,20231103.1715/
   56,20231103.1720/
   56,20231103.1725/
   57,20231103.1730/
   57,20231103.1735/
   57,20231103.1740/
   58,20231103.1745/
   60,20231103.1805/
   61,20231103.1810/
   61,20231103.1815/
   61,20231103.1820/
   62,20231103.1825/
   63,20231103.1830/
   63,20231103.1835/
   64,20231103.1840/
   64,20231103.1845/
   66,20231103.1905/
   67,20231103.1910/
   67,20231103.1915/
   67,20231103.1920/
   68,20231103.1925/
   69,20231103.1930/
   69,20231103.1935/
   70,20231103.1940/
   70,20231103.1945/
   73,20231103.2005/
   74,20231103.2010/
   74,20231103.2015/
   74,20231103.2020/
   75,20231103.2025/
   75,20231103.2030/
   76,20231103.2035/
   76,20231103.2040/
   77,20231103.2045/
   79,20231103.2105/
   79,20231103.2110/
   80,20231103.2115/
   81,20231103.2120/
   81,20231103.2125/
   82,20231103.2130/
   82,20231103.2135/
   83,20231103.2140/
   83,20231103.2145/
   85,20231103.2205/
   85,20231103.2210/
   85,20231103.2215/
   86,20231103.2220/
   87,20231103.2225/
   87,20231103.2230/
   87,20231103.2235/
   88,20231103.2240/
   88,20231103.2245/
   89,20231103.2305/
   89,20231103.2310/
   90,20231103.2315/
   90,20231103.2320/
   91,20231103.2325/
   92,20231103.2330/
   92,20231103.2335/
   93,20231103.2340/
   94,20231103.2345/
   95,20231104.0005/
   95,20231104.0010/
   95,20231104.0015/
   95,20231104.0020/
   95,20231104.0025/
   95,20231104.0030/
   95,20231104.0035/
   95,20231104.0040/
   95,20231104.0045/
   96,20231104.0105/
   96,20231104.0110/
   96,20231104.0115/
   96,20231104.0120/
   97,20231104.0125/
   97,20231104.0130/
   96,20231104.0135/
   96,20231104.0140/
   96,20231104.0145/
   96,20231104.0205/
   96,20231104.0210/
   96,20231104.0215/
   97,20231104.0220/
   97,20231104.0225/
   97,20231104.0230/
   97,20231104.0235/
   96,20231104.0240/
   96,20231104.0245/
   95,20231104.0305/
   94,20231104.0310/
   94,20231104.0315/
   94,20231104.0320/
   93,20231104.0325/
   93,20231104.0330/
   93,20231104.0335/
   93,20231104.0340/
   92,20231104.0345/
   90,20231104.0405/
   89,20231104.0410/
   89,20231104.0415/
   89,20231104.0420/
   88,20231104.0425/
   88,20231104.0430/
   87,20231104.0435/
   87,20231104.0440/
   87,20231104.0445/
   85,20231104.0505/
   85,20231104.0510/
   85,20231104.0515/
   84,20231104.0520/
   84,20231104.0525/
   84,20231104.0530/
   83,20231104.0535/
   83,20231104.0540/
   83,20231104.0545/
   81,20231104.0605/
   80,20231104.0610/
   79,20231104.0615/
   79,20231104.0620/
   78,20231104.0625/
   78,20231104.0630/
   77,20231104.0635/
   77,20231104.0640/
   76,20231104.0645/
   74,20231104.0705/
   73,20231104.0710/
   73,20231104.0715/
   73,20231104.0720/
   72,20231104.0725/
   72,20231104.0730/
   72,20231104.0735/
   72,20231104.0740/
   71,20231104.0745/
   70,20231104.0805/
   69,20231104.0810/
   69,20231104.0815/
   69,20231104.0820/
   68,20231104.0825/
   68,20231104.0830/
   68,20231104.0835/
   67,20231104.0840/
   67,20231104.0845/
   65,20231104.0905/
   65,20231104.0910/
   65,20231104.0915/
   65,20231104.0920/
   64,20231104.0925/
   64,20231104.0930/
   64,20231104.0935/
   64,20231104.0940/
   63,20231104.0945/
   63,20231104.1005/
   63,20231104.1010/
   63,20231104.1015/
   63,20231104.1020/
   62,20231104.1025/
   62,20231104.1030/
   62,20231104.1035/
   61,20231104.1040/
   61,20231104.1045/
   60,20231104.1105/
   61,20231104.1110/
   61,20231104.1115/
   61,20231104.1120/
   60,20231104.1125/
   60,20231104.1130/
   60,20231104.1135/
   60,20231104.1140/
   61,20231104.1145/
   61,20231104.1205/
   60,20231104.1210/
   61,20231104.1215/
   61,20231104.1220/
   61,20231104.1225/
   62,20231104.1230/
   60,20231104.1235/
   61,20231104.1240/
   61,20231104.1245/
   60,20231104.1305/
   60,20231104.1310/
   60,20231104.1315/
   59,20231104.1320/
   59,20231104.1325/
   60,20231104.1330/
   59,20231104.1335/
   59,20231104.1340/
   60,20231104.1345/
   59,20231104.1405/
   59,20231104.1410/
   58,20231104.1415/
   59,20231104.1420/
   60,20231104.1425/
   59,20231104.1430/
   60,20231104.1435/
   61,20231104.1440/
   61,20231104.1445/
   61,20231104.1505/
   61,20231104.1510/
   61,20231104.1515/
   62,20231104.1520/
   62,20231104.1525/
   63,20231104.1530/
   62,20231104.1535/
   63,20231104.1540/
   64,20231104.1545/
   64,20231104.1605/
   64,20231104.1610/
   64,20231104.1615/
   65,20231104.1620/
   66,20231104.1625/
   66,20231104.1630/
   67,20231104.1635/
   67,20231104.1640/
   68,20231104.1645/
   70,20231104.1705/
   70,20231104.1710/
   71,20231104.1715/
   72,20231104.1720/
   72,20231104.1725/
   72,20231104.1730/
   73,20231104.1735/
   73,20231104.1740/
   74,20231104.1745/
   75,20231104.1805/
   75,20231104.1810/
   76,20231104.1815/
   76,20231104.1820/
   77,20231104.1825/
   77,20231104.1830/
   78,20231104.1835/
   78,20231104.1840/
   78,20231104.1845/
   80,20231104.1905/
   81,20231104.1910/
   81,20231104.1915/
   82,20231104.1920/
   83,20231104.1925/
   83,20231104.1930/
   84,20231104.1935/
   84,20231104.1940/
   85,20231104.1945/
   88,20231104.2005/
   88,20231104.2010/
   89,20231104.2015/
   89,20231104.2020/
   90,20231104.2025/
   90,20231104.2030/
   90,20231104.2035/
   91,20231104.2040/
   91,20231104.2045/
   93,20231104.2105/
   94,20231104.2110/
   94,20231104.2115/
   94,20231104.2120/
   95,20231104.2125/
   95,20231104.2130/
   96,20231104.2135/
   96,20231104.2140/
   97,20231104.2145/
  100,20231104.2205/
  100,20231104.2210/
  101,20231104.2215/
  101,20231104.2220/
  101,20231104.2225/
  102,20231104.2230/
  102,20231104.2235/
  103,20231104.2240/
  103,20231104.2245/
  104,20231104.2305/
  105,20231104.2310/
  105,20231104.2315/
  106,20231104.2320/
  106,20231104.2325/
  106,20231104.2330/
  106,20231104.2335/
  107,20231104.2340/
  107,20231104.2345/
  108,20231105.0005/
  109,20231105.0010/
  109,20231105.0015/
  110,20231105.0020/
  110,20231105.0025/
  110,20231105.0030/
  111,20231105.0035/
  111,20231105.0040/
  111,20231105.0045/
  112,20231105.0105/
  112,20231105.0110/
  112,20231105.0115/
  113,20231105.0120/
  113,20231105.0125/
  113,20231105.0130/
  113,20231105.0135/
  113,20231105.0140/
  113,20231105.0145/
  114,20231105.0205/
  114,20231105.0210/
  114,20231105.0215/
  114,20231105.0220/
  114,20231105.0225/
  114,20231105.0230/
  114,20231105.0235/
  114,20231105.0240/
  114,20231105.0245/
  114,20231105.0305/
  114,20231105.0310/
  113,20231105.0315/
  113,20231105.0320/
  113,20231105.0325/
  113,20231105.0330/
  112,20231105.0335/
  112,20231105.0340/
  112,20231105.0345/
  110,20231105.0405/
  109,20231105.0410/
  109,20231105.0415/
  108,20231105.0420/
  108,20231105.0425/
  107,20231105.0430/
  107,20231105.0435/
  107,20231105.0440/
  106,20231105.0445/
  106,20231105.0505/
  105,20231105.0510/
  105,20231105.0515/
  104,20231105.0520/
  104,20231105.0525/
  104,20231105.0530/
  104,20231105.0535/
  103,20231105.0540/
  103,20231105.0545/
  101,20231105.0605/
  100,20231105.0610/
  100,20231105.0615/
  100,20231105.0620/
   99,20231105.0625/
   99,20231105.0630/
   99,20231105.0635/
   99,20231105.0640/
   98,20231105.0645/
   97,20231105.0705/
   96,20231105.0710/
   96,20231105.0715/
   95,20231105.0720/
   95,20231105.0725/
   94,20231105.0730/
   94,20231105.0735/
   94,20231105.0740/
   93,20231105.0745/
   92,20231105.0805/
   92,20231105.0810/
   91,20231105.0815/
   91,20231105.0820/
   90,20231105.0825/
   90,20231105.0830/
   90,20231105.0835/
   89,20231105.0840/
   89,20231105.0845/
   88,20231105.0905/
   88,20231105.0910/
   88,20231105.0915/
   87,20231105.0920/
   87,20231105.0925/
   87,20231105.0930/
   87,20231105.0935/
   86,20231105.0940/
   86,20231105.0945/
   84,20231105.1005/
   84,20231105.1010/
   84,20231105.1015/
   83,20231105.1020/
   83,20231105.1025/
   83,20231105.1030/
   82,20231105.1035/
   82,20231105.1040/
   82,20231105.1045/
   81,20231105.1105/
   81,20231105.1110/
   81,20231105.1115/
   80,20231105.1120/
   80,20231105.1125/
   80,20231105.1130/
   79,20231105.1135/
   79,20231105.1140/
   79,20231105.1145/
   79,20231105.1205/
   78,20231105.1210/
   78,20231105.1215/
   78,20231105.1220/
   78,20231105.1225/
   78,20231105.1230/
   77,20231105.1235/
   77,20231105.1240/
   77,20231105.1245/
   76,20231105.1305/
   76,20231105.1310/
   76,20231105.1315/
   75,20231105.1320/
   75,20231105.1325/
   75,20231105.1330/
   75,20231105.1335/
   75,20231105.1340/
   74,20231105.1345/
   74,20231105.1405/
   74,20231105.1410/
   74,20231105.1415/
   74,20231105.1420/
   73,20231105.1425/
   73,20231105.1430/
   73,20231105.1435/
   73,20231105.1440/
   73,20231105.1445/
   72,20231105.1505/
   72,20231105.1510/
   73,20231105.1515/
   73,20231105.1520/
   73,20231105.1525/
   73,20231105.1530/
   73,20231105.1535/
   73,20231105.1540/
   73,20231105.1545/
   75,20231105.1605/
   75,20231105.1610/
   74,20231105.1615/
   74,20231105.1620/
   74,20231105.1625/
   75,20231105.1630/
   75,20231105.1635/
   76,20231105.1640/
   76,20231105.1645/
   77,20231105.1705/
   78,20231105.1710/
   78,20231105.1715/
   79,20231105.1720/
   79,20231105.1725/
   80,20231105.1730/
   80,20231105.1735/
   80,20231105.1740/
   80,20231105.1745/
   82,20231105.1805/
   82,20231105.1810/
   83,20231105.1815/
   83,20231105.1820/
   84,20231105.1825/
   84,20231105.1830/
   84,20231105.1835/
   85,20231105.1840/
   85,20231105.1845/
   86,20231105.1905/
   86,20231105.1910/
   87,20231105.1915/
   87,20231105.1920/
   87,20231105.1925/
   87,20231105.1930/
   88,20231105.1935/
   88,20231105.1940/
   89,20231105.1945/
   91,20231105.2005/
   91,20231105.2010/
   92,20231105.2015/
   92,20231105.2020/
   93,20231105.2025/
   93,20231105.2030/
   94,20231105.2035/
   94,20231105.2040/
   95,20231105.2045/
   96,20231105.2105/
   96,20231105.2110/
   97,20231105.2115/
   97,20231105.2120/
   97,20231105.2125/
   97,20231105.2130/
   98,20231105.2135/
   98,20231105.2140/
   99,20231105.2145/
  100,20231105.2205/
  101,20231105.2210/
  101,20231105.2215/
  101,20231105.2220/
  102,20231105.2225/
  102,20231105.2230/
  102,20231105.2235/
  103,20231105.2240/
  103,20231105.2245/
  104,20231105.2305/
  104,20231105.2310/
  104,20231105.2315/
  105,20231105.2320/
  105,20231105.2325/
  105,20231105.2330/
  105,20231105.2335/
  105,20231105.2340/
  105,20231105.2345/
  105,20231105.2350/
  106,20231105.2355/
  106,20231106.0000/
  106,20231106.0005/
  106,20231106.0010/
  106,20231106.0015/
  106,20231106.0020/
  106,20231106.0025/
  106,20231106.0030/
  106,20231106.0035/
  106,20231106.0040/
  107,20231106.0045/
  109,20231106.0105/
  110,20231106.0110/
  110,20231106.0115/
  110,20231106.0120/
  110,20231106.0125/
  110,20231106.0130/
  110,20231106.0135/
  110,20231106.0140/
  110,20231106.0145/
  110,20231106.0205/
  110,20231106.0210/
  110,20231106.0215/
  110,20231106.0220/
  110,20231106.0225/
  110,20231106.0230/
  109,20231106.0235/
  110,20231106.0240/
  109,20231106.0245/
  109,20231106.0305/
  109,20231106.0310/
  109,20231106.0315/
  108,20231106.0320/
  108,20231106.0325/
  108,20231106.0330/
  108,20231106.0335/
  108,20231106.0340/
  108,20231106.0345/
  107,20231106.0405/
  106,20231106.0410/
  106,20231106.0415/
  105,20231106.0420/
  105,20231106.0425/
  104,20231106.0430/
  104,20231106.0435/
  104,20231106.0440/
  103,20231106.0445/
  103,20231106.0505/
  102,20231106.0510/
  102,20231106.0515/
  102,20231106.0520/
  102,20231106.0525/
  102,20231106.0530/
  102,20231106.0535/
  102,20231106.0540/
  101,20231106.0545/
  100,20231106.0605/
  100,20231106.0610/
  100,20231106.0615/
   99,20231106.0620/
   99,20231106.0625/
   99,20231106.0630/
   98,20231106.0635/
   98,20231106.0640/
   98,20231106.0645/
   96,20231106.0705/
   96,20231106.0710/
   95,20231106.0715/
   95,20231106.0720/
   95,20231106.0725/
   94,20231106.0730/
   94,20231106.0735/
   94,20231106.0740/
   94,20231106.0745/
   93,20231106.0805/
   92,20231106.0810/
   92,20231106.0815/
   92,20231106.0820/
   92,20231106.0825/
   91,20231106.0830/
   90,20231106.0835/
   90,20231106.0840/
   90,20231106.0845/
   88,20231106.0905/
   88,20231106.0910/
   88,20231106.0915/
   87,20231106.0920/
   87,20231106.0925/
   87,20231106.0930/
   86,20231106.0935/
   86,20231106.0940/
   86,20231106.0945/
   84,20231106.1005/
   84,20231106.1010/
   83,20231106.1015/
   83,20231106.1020/
   83,20231106.1025/
   83,20231106.1030/
   83,20231106.1035/
   83,20231106.1040/
   82,20231106.1045/
   81,20231106.1105/
   81,20231106.1110/
   81,20231106.1115/
   81,20231106.1120/
   80,20231106.1125/
   80,20231106.1130/
   80,20231106.1135/
   80,20231106.1140/
   79,20231106.1145/
