#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: BAR_Oct_2023.txt
#Location: Barrack Street 02
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-10-01 01:05:00 to 2023-10-31 23:30:00
#Station Status: Current
#Lat: -31.959681   Long: 115.857261 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle, which is 2.234m below Benchmark MWB 1484
#National Station ID: 
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling tube Ø355mm, orifice Ø11mm.
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
  108,20231003.0130/
  107,20231003.0135/
  107,20231003.0140/
  107,20231003.0145/
  107,20231003.0150/
  107,20231003.0155/
  107,20231003.0200/
  106,20231003.0205/
  106,20231003.0210/
  106,20231003.0215/
  106,20231003.0220/
  105,20231003.0225/
  105,20231003.0230/
  105,20231003.0235/
  104,20231003.0240/
  104,20231003.0245/
  103,20231003.0250/
  103,20231003.0255/
  102,20231003.0300/
  102,20231003.0305/
  101,20231003.0310/
  101,20231003.0315/
   53,20231005.1850/
   53,20231005.1855/
   54,20231005.1900/
   57,20231005.1935/
   57,20231005.1940/
   58,20231005.1945/
   76,20231006.2220/
   77,20231006.2225/
   77,20231006.2230/
   82,20231010.0105/
   82,20231010.0110/
   82,20231010.0115/
   82,20231010.0120/
   82,20231010.0125/
   82,20231010.0130/
   81,20231010.0135/
   82,20231010.0140/
   81,20231010.0145/
   81,20231010.0150/
   82,20231010.0155/
   82,20231010.0200/
   81,20231010.0205/
   81,20231010.0210/
   81,20231010.0215/
   81,20231010.0220/
   81,20231010.0225/
   81,20231010.0230/
   81,20231010.0235/
   81,20231010.0240/
   81,20231010.0245/
   81,20231010.0250/
   81,20231010.0255/
   81,20231010.0300/
   81,20231010.0305/
   81,20231010.0310/
   80,20231010.0315/
   80,20231010.0320/
   81,20231010.0325/
   81,20231010.0330/
   81,20231010.0335/
   81,20231010.0340/
   81,20231010.0345/
   81,20231010.0350/
   81,20231010.0355/
   81,20231010.0400/
   81,20231010.0405/
   81,20231010.0410/
   81,20231010.0415/
   81,20231010.0420/
   81,20231010.0425/
   81,20231010.0430/
   81,20231010.0435/
   81,20231010.0440/
   81,20231010.0445/
   81,20231010.0450/
   81,20231010.0455/
   81,20231010.0500/
   82,20231010.0505/
   82,20231010.0510/
   83,20231010.0515/
   83,20231010.0520/
   84,20231010.0525/
   84,20231010.0530/
   84,20231010.0535/
   84,20231010.0540/
   84,20231010.0545/
   84,20231010.0550/
   84,20231010.0555/
   85,20231010.0600/
   85,20231010.0605/
   85,20231010.0610/
   85,20231010.0615/
   86,20231010.0620/
   86,20231010.0625/
   86,20231010.0630/
   86,20231010.0635/
   86,20231010.0640/
   86,20231010.0645/
   86,20231010.0650/
   87,20231010.0655/
   87,20231010.0700/
   87,20231010.0720/
   87,20231010.0725/
   87,20231010.0730/
   87,20231010.0735/
   87,20231010.0740/
   87,20231010.0745/
   88,20231010.0750/
   88,20231010.0755/
   88,20231010.0800/
   88,20231010.0805/
   88,20231010.0810/
   88,20231010.0815/
   88,20231010.0820/
   88,20231010.0825/
   88,20231010.0830/
   88,20231010.0835/
   88,20231010.0840/
   88,20231010.0845/
   89,20231010.0850/
   89,20231010.0855/
   88,20231010.0900/
   88,20231010.0905/
   89,20231010.0910/
   88,20231010.0915/
   88,20231010.0920/
   88,20231010.0925/
   88,20231010.0930/
   88,20231010.0935/
   88,20231010.0940/
   87,20231010.0945/
   87,20231010.0950/
   86,20231010.0955/
   86,20231010.1000/
   85,20231010.1005/
   85,20231010.1010/
   85,20231010.1015/
   85,20231010.1020/
   84,20231010.1025/
   84,20231010.1030/
   84,20231010.1035/
   83,20231010.1040/
   83,20231010.1045/
   83,20231010.1050/
   83,20231010.1055/
   82,20231010.1100/
   82,20231010.1105/
   82,20231010.1110/
   82,20231010.1115/
   82,20231010.1120/
   82,20231010.1125/
   81,20231010.1130/
   81,20231010.1135/
   80,20231010.1140/
   80,20231010.1145/
   80,20231010.1150/
   79,20231010.1155/
   79,20231010.1200/
   79,20231010.1205/
   78,20231010.1210/
   77,20231010.1215/
   77,20231010.1220/
   77,20231010.1225/
   76,20231010.1230/
   76,20231010.1235/
   76,20231010.1240/
   75,20231010.1245/
   75,20231010.1250/
   74,20231010.1255/
   74,20231010.1300/
   74,20231010.1305/
   73,20231010.1310/
   73,20231010.1315/
   72,20231010.1320/
   72,20231010.1325/
   71,20231010.1330/
   71,20231010.1335/
   71,20231010.1340/
   70,20231010.1345/
   69,20231010.1350/
   69,20231010.1355/
   69,20231010.1400/
   68,20231010.1405/
   67,20231010.1410/
   67,20231010.1415/
   66,20231010.1420/
   65,20231010.1425/
   65,20231010.1430/
   65,20231010.1435/
   64,20231010.1440/
   64,20231010.1445/
   64,20231010.1450/
   63,20231010.1455/
   62,20231010.1500/
   63,20231010.1505/
   63,20231010.1510/
   63,20231010.1515/
   62,20231010.1520/
   62,20231010.1525/
   62,20231010.1530/
   61,20231010.1535/
   61,20231010.1540/
   61,20231010.1545/
   60,20231010.1550/
   60,20231010.1555/
   60,20231010.1600/
   60,20231010.1605/
   59,20231010.1610/
   59,20231010.1615/
   59,20231010.1620/
   58,20231010.1625/
   58,20231010.1630/
   58,20231010.1635/
   58,20231010.1640/
   57,20231010.1645/
   57,20231010.1650/
   56,20231010.1655/
   56,20231010.1700/
   56,20231010.1705/
   56,20231010.1710/
   56,20231010.1715/
   56,20231010.1720/
   56,20231010.1725/
   55,20231010.1730/
   55,20231010.1735/
   56,20231010.1740/
   56,20231010.1745/
   56,20231010.1750/
   56,20231010.1755/
   57,20231010.1800/
   57,20231010.1805/
   57,20231010.1810/
   57,20231010.1815/
   57,20231010.1820/
   57,20231010.1825/
   57,20231010.1830/
   57,20231010.1835/
   57,20231010.1840/
   57,20231010.1845/
   58,20231010.1850/
   58,20231010.1855/
   58,20231010.1900/
   58,20231010.1905/
   59,20231010.1910/
   59,20231010.1915/
   59,20231010.1920/
   60,20231010.1925/
   60,20231010.1930/
   60,20231010.1935/
   61,20231010.1940/
   61,20231010.1945/
   61,20231010.1950/
   61,20231010.1955/
   61,20231010.2000/
   61,20231010.2005/
   62,20231010.2010/
   62,20231010.2015/
   62,20231010.2020/
   62,20231010.2025/
   63,20231010.2030/
   63,20231010.2035/
   63,20231010.2040/
   64,20231010.2045/
   64,20231010.2050/
   64,20231010.2055/
   64,20231010.2100/
   64,20231010.2105/
   65,20231010.2110/
   65,20231010.2115/
   65,20231010.2120/
   65,20231010.2125/
   66,20231010.2130/
   66,20231010.2135/
   66,20231010.2140/
   66,20231010.2145/
   67,20231010.2150/
   67,20231010.2155/
   67,20231010.2200/
   67,20231010.2205/
   67,20231010.2210/
   67,20231010.2215/
   68,20231010.2220/
   68,20231010.2225/
   68,20231010.2230/
   68,20231010.2235/
   68,20231010.2240/
   68,20231010.2245/
   69,20231010.2250/
   69,20231010.2255/
   69,20231010.2300/
   69,20231010.2305/
   69,20231010.2310/
   69,20231010.2315/
   69,20231010.2320/
   69,20231010.2325/
   69,20231010.2330/
   68,20231010.2335/
   68,20231010.2340/
   68,20231010.2345/
   68,20231010.2350/
   68,20231010.2355/
   67,20231011.0000/
   67,20231011.0005/
   67,20231011.0010/
   67,20231011.0015/
   66,20231011.0020/
   66,20231011.0025/
   66,20231011.0030/
   66,20231011.0035/
   65,20231011.0040/
   65,20231011.0045/
   65,20231011.0050/
   65,20231011.0055/
   66,20231011.0100/
   65,20231011.0105/
   65,20231011.0110/
   65,20231011.0115/
   65,20231011.0120/
   65,20231011.0125/
   65,20231011.0130/
   64,20231011.0135/
   64,20231011.0140/
   64,20231011.0145/
   64,20231011.0150/
   64,20231011.0155/
   64,20231011.0200/
   64,20231011.0205/
   64,20231011.0210/
   64,20231011.0215/
   63,20231011.0220/
   63,20231011.0225/
   63,20231011.0230/
   63,20231011.0235/
   63,20231011.0240/
   63,20231011.0245/
   63,20231011.0250/
   63,20231011.0255/
   63,20231011.0300/
   62,20231011.0305/
   62,20231011.0310/
   62,20231011.0315/
   62,20231011.0320/
   62,20231011.0325/
   62,20231011.0330/
   62,20231011.0335/
   62,20231011.0340/
   62,20231011.0345/
   62,20231011.0350/
   62,20231011.0355/
   63,20231011.0400/
   63,20231011.0405/
   63,20231011.0410/
   63,20231011.0415/
   64,20231011.0420/
   64,20231011.0425/
   64,20231011.0430/
   65,20231011.0435/
   65,20231011.0440/
   66,20231011.0445/
   66,20231011.0450/
   67,20231011.0455/
   67,20231011.0500/
   67,20231011.0505/
   67,20231011.0510/
   67,20231011.0515/
   68,20231011.0520/
   68,20231011.0525/
   68,20231011.0530/
   69,20231011.0535/
   69,20231011.0540/
   69,20231011.0545/
   69,20231011.0550/
   70,20231011.0555/
   70,20231011.0600/
   70,20231011.0605/
   70,20231011.0610/
   70,20231011.0615/
   71,20231011.0620/
   71,20231011.0625/
   71,20231011.0630/
   72,20231011.0635/
   72,20231011.0640/
   72,20231011.0645/
   73,20231011.0650/
   73,20231011.0655/
   74,20231011.0700/
   74,20231011.0705/
   75,20231011.0710/
   75,20231011.0715/
   75,20231011.0720/
   76,20231011.0725/
   76,20231011.0730/
   76,20231011.0735/
   77,20231011.0740/
   77,20231011.0745/
   77,20231011.0750/
   77,20231011.0755/
   77,20231011.0800/
   77,20231011.0805/
   77,20231011.0810/
   77,20231011.0815/
   77,20231011.0820/
   77,20231011.0825/
   77,20231011.0830/
   77,20231011.0835/
   77,20231011.0840/
   78,20231011.0845/
   78,20231011.0850/
   78,20231011.0855/
   78,20231011.0900/
   78,20231011.0905/
   77,20231011.0910/
   78,20231011.0915/
   77,20231011.0920/
   78,20231011.0925/
   77,20231011.0930/
   77,20231011.0935/
   78,20231011.0940/
   77,20231011.0945/
   78,20231011.0950/
   77,20231011.0955/
   78,20231011.1000/
   77,20231011.1005/
   77,20231011.1010/
   77,20231011.1015/
   77,20231011.1020/
   77,20231011.1025/
   76,20231011.1030/
   76,20231011.1035/
   76,20231011.1040/
   75,20231011.1045/
   75,20231011.1050/
   74,20231011.1055/
   74,20231011.1100/
   74,20231011.1105/
   73,20231011.1110/
   73,20231011.1115/
   72,20231011.1120/
   72,20231011.1125/
   72,20231011.1130/
   71,20231011.1135/
   71,20231011.1140/
   70,20231011.1145/
   70,20231011.1150/
   70,20231011.1155/
   69,20231011.1200/
   69,20231011.1205/
   69,20231011.1210/
   68,20231011.1215/
   69,20231011.1220/
   68,20231011.1225/
   68,20231011.1230/
   68,20231011.1235/
   67,20231011.1240/
   67,20231011.1245/
   66,20231011.1250/
   67,20231011.1255/
   66,20231011.1300/
   66,20231011.1305/
   65,20231011.1310/
   64,20231011.1315/
   64,20231011.1320/
   63,20231011.1325/
   63,20231011.1330/
   63,20231011.1335/
   62,20231011.1340/
   62,20231011.1345/
   62,20231011.1350/
   61,20231011.1355/
   61,20231011.1400/
   60,20231011.1405/
   60,20231011.1410/
   59,20231011.1415/
   58,20231011.1420/
   58,20231011.1425/
   57,20231011.1430/
   57,20231011.1435/
   57,20231011.1440/
   57,20231011.1445/
   56,20231011.1450/
   56,20231011.1455/
   56,20231011.1500/
   55,20231011.1505/
   55,20231011.1510/
   55,20231011.1515/
   54,20231011.1520/
   54,20231011.1525/
   54,20231011.1530/
   54,20231011.1535/
   53,20231011.1540/
   53,20231011.1545/
   53,20231011.1550/
   53,20231011.1555/
   53,20231011.1600/
   52,20231011.1605/
   52,20231011.1610/
   52,20231011.1615/
   52,20231011.1620/
   52,20231011.1625/
   52,20231011.1630/
   52,20231011.1635/
   52,20231011.1640/
   51,20231011.1645/
   51,20231011.1650/
   51,20231011.1655/
   51,20231011.1700/
   51,20231011.1705/
   51,20231011.1710/
   51,20231011.1715/
   51,20231011.1720/
   50,20231011.1725/
   50,20231011.1730/
   50,20231011.1735/
   50,20231011.1740/
   50,20231011.1745/
   51,20231011.1750/
   50,20231011.1755/
   51,20231011.1800/
   51,20231011.1805/
   51,20231011.1810/
   51,20231011.1815/
   51,20231011.1820/
   52,20231011.1825/
   52,20231011.1830/
   52,20231011.1835/
   53,20231011.1840/
   53,20231011.1845/
   53,20231011.1850/
   54,20231011.1855/
   54,20231011.1900/
   55,20231011.1905/
   55,20231011.1910/
   55,20231011.1915/
   55,20231011.1920/
   56,20231011.1925/
   56,20231011.1930/
   56,20231011.1935/
   56,20231011.1940/
   57,20231011.1945/
   57,20231011.1950/
   57,20231011.1955/
   57,20231011.2000/
   57,20231011.2005/
   57,20231011.2010/
   58,20231011.2015/
   58,20231011.2020/
   58,20231011.2025/
   58,20231011.2030/
   59,20231011.2035/
   59,20231011.2040/
   59,20231011.2045/
   60,20231011.2050/
   60,20231011.2055/
   60,20231011.2100/
   60,20231011.2105/
   61,20231011.2110/
   61,20231011.2115/
   61,20231011.2120/
   62,20231011.2125/
   62,20231011.2130/
   62,20231011.2135/
   62,20231011.2140/
   62,20231011.2145/
   62,20231011.2150/
   62,20231011.2155/
   63,20231011.2200/
   63,20231011.2205/
   63,20231011.2210/
   63,20231011.2215/
   64,20231011.2220/
   64,20231011.2225/
   64,20231011.2230/
   64,20231011.2235/
   64,20231011.2240/
   64,20231011.2245/
   64,20231011.2250/
   64,20231011.2255/
   64,20231011.2300/
   64,20231011.2305/
   64,20231011.2310/
   64,20231011.2315/
   64,20231011.2320/
   63,20231011.2325/
   63,20231011.2330/
   63,20231011.2335/
   63,20231011.2340/
   62,20231011.2345/
   62,20231011.2350/
   62,20231011.2355/
   61,20231012.0000/
   61,20231012.0005/
   61,20231012.0010/
   61,20231012.0015/
   60,20231012.0020/
   60,20231012.0025/
   59,20231012.0030/
   59,20231012.0035/
   59,20231012.0040/
   58,20231012.0045/
   58,20231012.0050/
   58,20231012.0055/
   58,20231012.0100/
   58,20231012.0105/
   57,20231012.0110/
   57,20231012.0115/
   57,20231012.0120/
   57,20231012.0125/
   56,20231012.0130/
   56,20231012.0135/
   56,20231012.0140/
   55,20231012.0145/
   55,20231012.0150/
   55,20231012.0155/
   54,20231012.0200/
   54,20231012.0205/
   53,20231012.0210/
   53,20231012.0215/
   53,20231012.0220/
   52,20231012.0225/
   52,20231012.0230/
   52,20231012.0235/
   52,20231012.0240/
   51,20231012.0245/
   51,20231012.0250/
   51,20231012.0255/
   51,20231012.0300/
   51,20231012.0305/
   50,20231012.0310/
   50,20231012.0315/
   50,20231012.0320/
   50,20231012.0325/
   50,20231012.0330/
   49,20231012.0335/
   49,20231012.0340/
   49,20231012.0345/
   49,20231012.0350/
   48,20231012.0355/
   48,20231012.0400/
   48,20231012.0405/
   48,20231012.0410/
   48,20231012.0415/
   48,20231012.0420/
   48,20231012.0425/
   48,20231012.0430/
   48,20231012.0435/
   48,20231012.0440/
   48,20231012.0445/
   48,20231012.0450/
   48,20231012.0455/
   48,20231012.0500/
   49,20231012.0505/
   49,20231012.0510/
   49,20231012.0515/
   49,20231012.0520/
   49,20231012.0525/
   49,20231012.0530/
   50,20231012.0535/
   50,20231012.0540/
   50,20231012.0545/
   50,20231012.0550/
   51,20231012.0555/
   51,20231012.0600/
   51,20231012.0605/
   51,20231012.0610/
   52,20231012.0615/
   52,20231012.0620/
   52,20231012.0625/
   52,20231012.0630/
   53,20231012.0635/
   53,20231012.0640/
   53,20231012.0645/
   54,20231012.0650/
   54,20231012.0655/
   54,20231012.0700/
   55,20231012.0705/
   55,20231012.0710/
   55,20231012.0715/
   56,20231012.0720/
   56,20231012.0725/
   57,20231012.0730/
   57,20231012.0735/
   57,20231012.0740/
   58,20231012.0745/
   58,20231012.0750/
   58,20231012.0755/
   59,20231012.0800/
   59,20231012.0805/
   59,20231012.0810/
   60,20231012.0815/
   60,20231012.0820/
   60,20231012.0825/
   60,20231012.0830/
   60,20231012.0835/
   60,20231012.0840/
   61,20231012.0845/
   61,20231012.0850/
   62,20231012.0855/
   62,20231012.0900/
   62,20231012.0905/
   62,20231012.0910/
   63,20231012.0915/
   63,20231012.0920/
   63,20231012.0925/
   63,20231012.0930/
   63,20231012.0935/
   63,20231012.0940/
   63,20231012.0945/
   64,20231012.0950/
   64,20231012.0955/
   64,20231012.1000/
   64,20231012.1005/
   64,20231012.1010/
   64,20231012.1015/
   65,20231012.1020/
   65,20231012.1025/
   65,20231012.1030/
   65,20231012.1035/
   65,20231012.1040/
   65,20231012.1045/
   65,20231012.1050/
   65,20231012.1055/
   65,20231012.1100/
   65,20231012.1105/
   65,20231012.1110/
   65,20231012.1115/
   65,20231012.1120/
   64,20231012.1125/
   64,20231012.1130/
   64,20231012.1135/
   64,20231012.1140/
   64,20231012.1145/
   63,20231012.1150/
   62,20231012.1155/
   62,20231012.1200/
   62,20231012.1205/
   62,20231012.1210/
   61,20231012.1215/
   61,20231012.1220/
   61,20231012.1225/
   60,20231012.1230/
   60,20231012.1235/
   59,20231012.1240/
   59,20231012.1245/
   58,20231012.1250/
   58,20231012.1255/
   58,20231012.1300/
   57,20231012.1305/
   57,20231012.1310/
   56,20231012.1315/
   56,20231012.1320/
   55,20231012.1325/
   55,20231012.1330/
   55,20231012.1335/
   55,20231012.1340/
   54,20231012.1345/
   54,20231012.1350/
   53,20231012.1355/
   53,20231012.1400/
   53,20231012.1405/
   53,20231012.1410/
   52,20231012.1415/
   51,20231012.1420/
   51,20231012.1425/
   51,20231012.1430/
   50,20231012.1435/
   50,20231012.1440/
   50,20231012.1445/
   50,20231012.1450/
   49,20231012.1455/
   49,20231012.1500/
   49,20231012.1505/
   49,20231012.1510/
   48,20231012.1515/
   48,20231012.1520/
   48,20231012.1525/
   48,20231012.1530/
   47,20231012.1535/
   47,20231012.1540/
   47,20231012.1545/
   47,20231012.1550/
   47,20231012.1555/
   47,20231012.1600/
   47,20231012.1605/
   47,20231012.1610/
   47,20231012.1615/
   47,20231012.1620/
   47,20231012.1625/
   47,20231012.1630/
   47,20231012.1635/
   47,20231012.1640/
   47,20231012.1645/
   47,20231012.1650/
   47,20231012.1655/
   46,20231012.1700/
   47,20231012.1705/
   46,20231012.1710/
   46,20231012.1715/
   46,20231012.1720/
   46,20231012.1725/
   46,20231012.1730/
   46,20231012.1735/
   46,20231012.1740/
   47,20231012.1745/
   47,20231012.1750/
   47,20231012.1755/
   48,20231012.1800/
   48,20231012.1805/
   48,20231012.1810/
   49,20231012.1815/
   49,20231012.1820/
   49,20231012.1825/
   49,20231012.1830/
   50,20231012.1835/
   50,20231012.1840/
   51,20231012.1845/
   51,20231012.1850/
   51,20231012.1855/
   51,20231012.1900/
   52,20231012.1905/
   52,20231012.1910/
   53,20231012.1915/
   53,20231012.1920/
   54,20231012.1925/
   54,20231012.1930/
   54,20231012.1935/
   55,20231012.1940/
   55,20231012.1945/
   55,20231012.1950/
   56,20231012.1955/
   56,20231012.2000/
   56,20231012.2005/
   56,20231012.2010/
   57,20231012.2015/
   57,20231012.2020/
   58,20231012.2025/
   58,20231012.2030/
   58,20231012.2035/
   58,20231012.2040/
   59,20231012.2045/
   59,20231012.2050/
   59,20231012.2055/
   60,20231012.2100/
   60,20231012.2105/
   60,20231012.2110/
   60,20231012.2115/
   61,20231012.2120/
   61,20231012.2125/
   62,20231012.2130/
   62,20231012.2135/
   62,20231012.2140/
   62,20231012.2145/
   63,20231012.2150/
   63,20231012.2155/
   63,20231012.2200/
   64,20231012.2205/
   64,20231012.2210/
   64,20231012.2215/
   64,20231012.2220/
   64,20231012.2225/
   64,20231012.2230/
   65,20231012.2235/
   65,20231012.2240/
   65,20231012.2245/
   65,20231012.2250/
   66,20231012.2255/
   65,20231012.2300/
   66,20231012.2305/
   66,20231012.2310/
   66,20231012.2315/
   66,20231012.2320/
   66,20231012.2325/
   65,20231012.2330/
   65,20231012.2335/
   65,20231012.2340/
   65,20231012.2345/
   65,20231012.2350/
   65,20231012.2355/
   65,20231013.0000/
   64,20231013.0005/
   64,20231013.0010/
   64,20231013.0015/
   63,20231013.0020/
   63,20231013.0025/
   63,20231013.0030/
   62,20231013.0035/
   62,20231013.0040/
   62,20231013.0045/
   61,20231013.0050/
   61,20231013.0055/
   60,20231013.0100/
   60,20231013.0105/
   60,20231013.0110/
   59,20231013.0115/
   59,20231013.0120/
   59,20231013.0125/
   59,20231013.0130/
   58,20231013.0135/
   58,20231013.0140/
   58,20231013.0145/
   57,20231013.0150/
   57,20231013.0155/
   56,20231013.0200/
   56,20231013.0205/
   56,20231013.0210/
   56,20231013.0215/
   55,20231013.0220/
   54,20231013.0225/
   54,20231013.0230/
   54,20231013.0235/
   53,20231013.0240/
   53,20231013.0245/
   52,20231013.0250/
   52,20231013.0255/
   51,20231013.0300/
   51,20231013.0305/
   51,20231013.0310/
   50,20231013.0315/
   50,20231013.0320/
   49,20231013.0325/
   49,20231013.0330/
   49,20231013.0335/
   49,20231013.0340/
   48,20231013.0345/
   48,20231013.0350/
   48,20231013.0355/
   48,20231013.0400/
   47,20231013.0405/
   47,20231013.0410/
   47,20231013.0415/
   47,20231013.0420/
   47,20231013.0425/
   46,20231013.0430/
   46,20231013.0435/
   46,20231013.0440/
   46,20231013.0445/
   46,20231013.0450/
   46,20231013.0455/
   46,20231013.0500/
   46,20231013.0505/
   46,20231013.0510/
   46,20231013.0515/
   46,20231013.0520/
   46,20231013.0525/
   46,20231013.0530/
   46,20231013.0535/
   46,20231013.0540/
   46,20231013.0545/
   46,20231013.0550/
   46,20231013.0555/
   47,20231013.0600/
   47,20231013.0605/
   47,20231013.0610/
   47,20231013.0615/
   47,20231013.0620/
   48,20231013.0625/
   48,20231013.0630/
   48,20231013.0635/
   48,20231013.0640/
   49,20231013.0645/
   49,20231013.0650/
   50,20231013.0655/
   50,20231013.0700/
   50,20231013.0705/
   51,20231013.0710/
   51,20231013.0715/
   51,20231013.0720/
   52,20231013.0725/
   52,20231013.0730/
   52,20231013.0735/
   53,20231013.0740/
   53,20231013.0745/
   53,20231013.0750/
   54,20231013.0755/
   54,20231013.0800/
   54,20231013.0805/
   55,20231013.0810/
   56,20231013.0815/
   56,20231013.0820/
   56,20231013.0825/
   57,20231013.0830/
   57,20231013.0835/
   57,20231013.0840/
   57,20231013.0845/
   57,20231013.0850/
   58,20231013.0855/
   58,20231013.0900/
   59,20231013.0905/
   59,20231013.0910/
   59,20231013.0915/
   59,20231013.0920/
   60,20231013.0925/
   60,20231013.0930/
   60,20231013.0935/
   61,20231013.0940/
   61,20231013.0945/
   61,20231013.0950/
   62,20231013.0955/
   62,20231013.1000/
   62,20231013.1005/
   62,20231013.1010/
   63,20231013.1015/
   63,20231013.1020/
   63,20231013.1025/
   63,20231013.1030/
   63,20231013.1035/
   64,20231013.1040/
   64,20231013.1045/
   64,20231013.1050/
   64,20231013.1055/
   64,20231013.1100/
   65,20231013.1105/
   65,20231013.1110/
   65,20231013.1115/
   65,20231013.1120/
   65,20231013.1125/
   65,20231013.1130/
   65,20231013.1135/
   66,20231013.1140/
   65,20231013.1145/
   65,20231013.1150/
   65,20231013.1155/
   65,20231013.1200/
   65,20231013.1205/
   65,20231013.1210/
   65,20231013.1215/
   64,20231013.1220/
   64,20231013.1225/
   64,20231013.1230/
   64,20231013.1235/
   64,20231013.1240/
   63,20231013.1245/
   63,20231013.1250/
   63,20231013.1255/
   62,20231013.1300/
   62,20231013.1305/
   61,20231013.1310/
   61,20231013.1315/
   61,20231013.1320/
   60,20231013.1325/
   60,20231013.1330/
   60,20231013.1335/
   59,20231013.1340/
   58,20231013.1345/
   58,20231013.1350/
   58,20231013.1355/
   57,20231013.1400/
   57,20231013.1405/
   57,20231013.1410/
   56,20231013.1415/
   56,20231013.1420/
   56,20231013.1425/
   55,20231013.1430/
   55,20231013.1435/
   55,20231013.1440/
   54,20231013.1445/
   54,20231013.1450/
   54,20231013.1455/
   53,20231013.1500/
   53,20231013.1505/
   53,20231013.1510/
   52,20231013.1515/
   52,20231013.1520/
   52,20231013.1525/
   52,20231013.1530/
   52,20231013.1535/
   51,20231013.1540/
   51,20231013.1545/
   51,20231013.1550/
   50,20231013.1555/
   50,20231013.1600/
   51,20231013.1605/
   50,20231013.1610/
   50,20231013.1615/
   50,20231013.1620/
   50,20231013.1625/
   50,20231013.1630/
   50,20231013.1635/
   51,20231013.1640/
   51,20231013.1645/
   51,20231013.1650/
   51,20231013.1655/
   50,20231013.1700/
