#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: BAR_Dec_2023.txt
#Location: Barrack Street 02
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-11-30 23:50:00 to 2023-12-21 11:45:00
#Station Status: Current
#Lat: -31.959681   Long: 115.857261 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle, which is 2.234m below Benchmark MWB 1484
#National Station ID: 
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling tube Ø355mm, orifice Ø11mm.
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   96,20231201.2055/
   97,20231201.2100/
   99,20231201.2120/
   99,20231201.2125/
  100,20231201.2130/
  101,20231201.2135/
  101,20231201.2140/
  102,20231201.2145/
  102,20231201.2150/
  103,20231201.2155/
  103,20231201.2200/
  105,20231201.2220/
  105,20231201.2225/
  106,20231201.2230/
  106,20231201.2235/
  106,20231201.2240/
  107,20231201.2245/
  107,20231201.2250/
  107,20231201.2255/
  108,20231201.2300/
  109,20231201.2320/
  109,20231201.2325/
  109,20231201.2330/
  110,20231201.2335/
  110,20231201.2340/
  110,20231201.2345/
  110,20231201.2350/
  110,20231201.2355/
  111,20231202.0000/
  112,20231202.0020/
  112,20231202.0025/
  113,20231202.0030/
  113,20231202.0035/
  113,20231202.0040/
  113,20231202.0045/
  113,20231202.0050/
  113,20231202.0055/
  113,20231202.0100/
  114,20231202.0120/
  114,20231202.0125/
  114,20231202.0130/
  114,20231202.0135/
  113,20231202.0140/
  113,20231202.0145/
  113,20231202.0150/
  112,20231202.0155/
  112,20231202.0200/
  111,20231202.0220/
  110,20231202.0225/
  109,20231202.0230/
  109,20231202.0235/
  108,20231202.0240/
  108,20231202.0245/
  107,20231202.0250/
  107,20231202.0255/
  106,20231202.0300/
  105,20231202.0320/
  104,20231202.0325/
  104,20231202.0330/
  103,20231202.0335/
  103,20231202.0340/
  102,20231202.0345/
  102,20231202.0350/
  102,20231202.0355/
  101,20231202.0400/
   98,20231202.0420/
   98,20231202.0425/
   97,20231202.0430/
   97,20231202.0435/
   96,20231202.0440/
   96,20231202.0445/
   95,20231202.0450/
   94,20231202.0455/
   94,20231202.0500/
   91,20231202.0520/
   90,20231202.0525/
   89,20231202.0530/
   89,20231202.0535/
   88,20231202.0540/
   88,20231202.0545/
   87,20231202.0550/
   86,20231202.0555/
   86,20231202.0600/
   84,20231202.0620/
   83,20231202.0625/
   83,20231202.0630/
   83,20231202.0635/
   82,20231202.0640/
   82,20231202.0645/
   81,20231202.0650/
   81,20231202.0655/
   80,20231202.0700/
   79,20231202.0720/
   78,20231202.0725/
   77,20231202.0730/
   77,20231202.0735/
   76,20231202.0740/
   75,20231202.0745/
   75,20231202.0750/
   74,20231202.0755/
   73,20231202.0800/
   72,20231202.0820/
   71,20231202.0825/
   71,20231202.0830/
   70,20231202.0835/
   70,20231202.0840/
   69,20231202.0845/
   69,20231202.0850/
   68,20231202.0855/
   68,20231202.0900/
   66,20231202.0920/
   66,20231202.0925/
   65,20231202.0930/
   65,20231202.0935/
   65,20231202.0940/
   64,20231202.0945/
   64,20231202.0950/
   64,20231202.0955/
   64,20231202.1000/
   63,20231202.1020/
   63,20231202.1025/
   62,20231202.1030/
   62,20231202.1035/
   62,20231202.1040/
   62,20231202.1045/
   62,20231202.1050/
   62,20231202.1055/
   62,20231202.1100/
   61,20231202.1120/
   61,20231202.1125/
   61,20231202.1130/
   60,20231202.1135/
   60,20231202.1140/
   60,20231202.1145/
   60,20231202.1150/
   61,20231202.1155/
   61,20231202.1200/
   61,20231202.1220/
   61,20231202.1225/
   61,20231202.1230/
   61,20231202.1235/
   61,20231202.1240/
   61,20231202.1245/
   61,20231202.1250/
   61,20231202.1255/
   61,20231202.1300/
   62,20231202.1320/
   62,20231202.1325/
   62,20231202.1330/
   62,20231202.1335/
   62,20231202.1340/
   63,20231202.1345/
   64,20231202.1350/
   64,20231202.1355/
   64,20231202.1400/
   65,20231202.1420/
   66,20231202.1425/
   66,20231202.1430/
   67,20231202.1435/
   67,20231202.1440/
   67,20231202.1445/
   67,20231202.1450/
   67,20231202.1455/
   67,20231202.1500/
   67,20231202.1520/
   67,20231202.1525/
   68,20231202.1530/
   68,20231202.1535/
   68,20231202.1540/
   69,20231202.1545/
   70,20231202.1550/
   70,20231202.1555/
   70,20231202.1600/
   72,20231202.1620/
   73,20231202.1625/
   73,20231202.1630/
   74,20231202.1635/
   74,20231202.1640/
   74,20231202.1645/
   74,20231202.1650/
   74,20231202.1655/
   75,20231202.1700/
   77,20231202.1720/
   77,20231202.1725/
   77,20231202.1730/
   78,20231202.1735/
   77,20231202.1740/
   77,20231202.1745/
   77,20231202.1750/
   77,20231202.1755/
   78,20231202.1800/
   79,20231202.1820/
   80,20231202.1825/
   80,20231202.1830/
   81,20231202.1835/
   81,20231202.1840/
   81,20231202.1845/
   82,20231202.1850/
   83,20231202.1855/
   83,20231202.1900/
   85,20231202.1920/
   85,20231202.1925/
   86,20231202.1930/
   86,20231202.1935/
   87,20231202.1940/
   87,20231202.1945/
   88,20231202.1950/
   88,20231202.1955/
   88,20231202.2000/
   91,20231202.2020/
   92,20231202.2025/
   92,20231202.2030/
   92,20231202.2035/
   93,20231202.2040/
   93,20231202.2045/
   93,20231202.2050/
   94,20231202.2055/
   94,20231202.2100/
   96,20231202.2120/
   96,20231202.2125/
   96,20231202.2130/
   97,20231202.2135/
   97,20231202.2140/
   97,20231202.2145/
   98,20231202.2150/
   99,20231202.2155/
   99,20231202.2200/
  100,20231202.2220/
  100,20231202.2225/
  101,20231202.2230/
  101,20231202.2235/
  102,20231202.2240/
  102,20231202.2245/
  103,20231202.2250/
  104,20231202.2255/
  104,20231202.2300/
  105,20231202.2320/
  105,20231202.2325/
  106,20231202.2330/
  106,20231202.2335/
  107,20231202.2340/
  107,20231202.2345/
  108,20231202.2350/
  108,20231202.2355/
  108,20231203.0000/
  108,20231203.0020/
  109,20231203.0025/
  109,20231203.0030/
  109,20231203.0035/
  109,20231203.0040/
  109,20231203.0045/
  109,20231203.0050/
  109,20231203.0055/
  109,20231203.0100/
  109,20231203.0120/
  109,20231203.0125/
  109,20231203.0130/
  109,20231203.0135/
  109,20231203.0140/
  108,20231203.0145/
  109,20231203.0150/
  109,20231203.0155/
  109,20231203.0200/
  108,20231203.0220/
  108,20231203.0225/
  108,20231203.0230/
  107,20231203.0235/
  107,20231203.0240/
  107,20231203.0245/
  106,20231203.0250/
  106,20231203.0255/
  105,20231203.0300/
  103,20231203.0320/
  103,20231203.0325/
  102,20231203.0330/
  102,20231203.0335/
  101,20231203.0340/
  101,20231203.0345/
  100,20231203.0350/
  100,20231203.0355/
   99,20231203.0400/
   97,20231203.0420/
   97,20231203.0425/
   97,20231203.0430/
   96,20231203.0435/
   96,20231203.0440/
   96,20231203.0445/
   95,20231203.0450/
   95,20231203.0455/
   94,20231203.0500/
   92,20231203.0520/
   92,20231203.0525/
   92,20231203.0530/
   91,20231203.0535/
   91,20231203.0540/
   90,20231203.0545/
   90,20231203.0550/
   89,20231203.0555/
   89,20231203.0600/
   87,20231203.0620/
   86,20231203.0625/
   85,20231203.0630/
   85,20231203.0635/
   84,20231203.0640/
   83,20231203.0645/
   83,20231203.0650/
   82,20231203.0655/
   82,20231203.0700/
   81,20231203.0720/
   80,20231203.0725/
   80,20231203.0730/
   79,20231203.0735/
   78,20231203.0740/
   78,20231203.0745/
   78,20231203.0750/
   77,20231203.0755/
   77,20231203.0800/
   75,20231203.0820/
   75,20231203.0825/
   74,20231203.0830/
   74,20231203.0835/
   73,20231203.0840/
   73,20231203.0845/
   72,20231203.0850/
   72,20231203.0855/
   72,20231203.0900/
   69,20231203.0920/
   69,20231203.0925/
   69,20231203.0930/
   68,20231203.0935/
   68,20231203.0940/
   68,20231203.0945/
   68,20231203.0950/
   67,20231203.0955/
   67,20231203.1000/
   66,20231203.1020/
   66,20231203.1025/
   66,20231203.1030/
   65,20231203.1035/
   65,20231203.1040/
   65,20231203.1045/
   65,20231203.1050/
   65,20231203.1055/
   65,20231203.1100/
   64,20231203.1120/
   64,20231203.1125/
   64,20231203.1130/
   63,20231203.1135/
   63,20231203.1140/
   63,20231203.1145/
   63,20231203.1150/
   63,20231203.1155/
   63,20231203.1200/
   62,20231203.1220/
   62,20231203.1225/
   62,20231203.1230/
   62,20231203.1235/
   62,20231203.1240/
   63,20231203.1245/
   62,20231203.1250/
   62,20231203.1255/
   62,20231203.1300/
   62,20231203.1320/
   62,20231203.1325/
   62,20231203.1330/
   62,20231203.1335/
   62,20231203.1340/
   63,20231203.1345/
   62,20231203.1350/
   63,20231203.1355/
   63,20231203.1400/
   64,20231203.1420/
   64,20231203.1425/
   65,20231203.1430/
   65,20231203.1435/
   65,20231203.1440/
   65,20231203.1445/
   65,20231203.1450/
   66,20231203.1455/
   66,20231203.1500/
   67,20231203.1520/
   67,20231203.1525/
   67,20231203.1530/
   67,20231203.1535/
   68,20231203.1540/
   68,20231203.1545/
   68,20231203.1550/
   68,20231203.1555/
   69,20231203.1600/
   70,20231203.1620/
   70,20231203.1625/
   70,20231203.1630/
   70,20231203.1635/
   71,20231203.1640/
   71,20231203.1645/
   71,20231203.1650/
   72,20231203.1655/
   72,20231203.1700/
   74,20231203.1720/
   74,20231203.1725/
   74,20231203.1730/
   75,20231203.1735/
   75,20231203.1740/
   76,20231203.1745/
   76,20231203.1750/
   77,20231203.1755/
   77,20231203.1800/
   78,20231203.1820/
   78,20231203.1825/
   78,20231203.1830/
   79,20231203.1835/
   80,20231203.1840/
   80,20231203.1845/
   80,20231203.1850/
   81,20231203.1855/
   81,20231203.1900/
   82,20231203.1920/
   83,20231203.1925/
   83,20231203.1930/
   83,20231203.1935/
   84,20231203.1940/
   84,20231203.1945/
   85,20231203.1950/
   85,20231203.1955/
   86,20231203.2000/
   87,20231203.2020/
   87,20231203.2025/
   88,20231203.2030/
   88,20231203.2035/
   89,20231203.2040/
   89,20231203.2045/
   89,20231203.2050/
   90,20231203.2055/
   90,20231203.2100/
   91,20231203.2120/
   92,20231203.2125/
   92,20231203.2130/
   92,20231203.2135/
   93,20231203.2140/
   93,20231203.2145/
   94,20231203.2150/
   94,20231203.2155/
   94,20231203.2200/
   95,20231203.2220/
   96,20231203.2225/
   96,20231203.2230/
   96,20231203.2235/
   97,20231203.2240/
   97,20231203.2245/
   97,20231203.2250/
   97,20231203.2255/
   98,20231203.2300/
   99,20231203.2320/
   99,20231203.2325/
   99,20231203.2330/
   99,20231203.2335/
  100,20231203.2340/
  100,20231203.2345/
  100,20231203.2350/
  100,20231203.2355/
  101,20231204.0000/
  102,20231204.0020/
  102,20231204.0025/
  102,20231204.0030/
  102,20231204.0035/
  102,20231204.0040/
  102,20231204.0045/
  103,20231204.0050/
  103,20231204.0055/
  103,20231204.0100/
  102,20231204.0120/
  102,20231204.0125/
  102,20231204.0130/
  102,20231204.0135/
  102,20231204.0140/
  102,20231204.0145/
  102,20231204.0150/
  102,20231204.0155/
  101,20231204.0200/
  101,20231204.0220/
  101,20231204.0225/
  101,20231204.0230/
  101,20231204.0235/
  101,20231204.0240/
  101,20231204.0245/
  101,20231204.0250/
  100,20231204.0255/
  100,20231204.0300/
   98,20231204.0320/
   98,20231204.0325/
   97,20231204.0330/
   97,20231204.0335/
   96,20231204.0340/
   96,20231204.0345/
   96,20231204.0350/
   95,20231204.0355/
   94,20231204.0400/
   93,20231204.0420/
   92,20231204.0425/
   92,20231204.0430/
   91,20231204.0435/
   91,20231204.0440/
   91,20231204.0445/
   91,20231204.0450/
   90,20231204.0455/
   90,20231204.0500/
   88,20231204.0520/
   88,20231204.0525/
   87,20231204.0530/
   87,20231204.0535/
   86,20231204.0540/
   86,20231204.0545/
   85,20231204.0550/
   85,20231204.0555/
   84,20231204.0600/
   82,20231204.0620/
   82,20231204.0625/
   81,20231204.0630/
   81,20231204.0635/
   80,20231204.0640/
   80,20231204.0645/
   79,20231204.0650/
   79,20231204.0655/
   78,20231204.0700/
   77,20231204.0720/
   76,20231204.0725/
   76,20231204.0730/
   75,20231204.0735/
   75,20231204.0740/
   74,20231204.0745/
   74,20231204.0750/
   73,20231204.0755/
   73,20231204.0800/
   71,20231204.0820/
   71,20231204.0825/
   70,20231204.0830/
   70,20231204.0835/
   70,20231204.0840/
   69,20231204.0845/
   70,20231204.0850/
   69,20231204.0855/
   68,20231204.0900/
   67,20231204.0920/
   67,20231204.0925/
   67,20231204.0930/
   66,20231204.0935/
   65,20231204.0940/
   65,20231204.0945/
   65,20231204.0950/
   64,20231204.0955/
   64,20231204.1000/
   63,20231204.1020/
   63,20231204.1025/
   62,20231204.1030/
   62,20231204.1035/
   62,20231204.1040/
   62,20231204.1045/
   62,20231204.1050/
   62,20231204.1055/
   61,20231204.1100/
   61,20231204.1120/
   61,20231204.1125/
   61,20231204.1130/
   61,20231204.1135/
   61,20231204.1140/
   61,20231204.1145/
   61,20231204.1150/
   61,20231204.1155/
   60,20231204.1200/
   61,20231204.1220/
   61,20231204.1225/
   60,20231204.1230/
   61,20231204.1235/
   60,20231204.1240/
   60,20231204.1245/
   60,20231204.1250/
   60,20231204.1255/
   60,20231204.1300/
   60,20231204.1320/
   60,20231204.1325/
   60,20231204.1330/
   60,20231204.1335/
   60,20231204.1340/
   60,20231204.1345/
   60,20231204.1350/
   61,20231204.1355/
   61,20231204.1400/
   63,20231204.1420/
   63,20231204.1425/
   63,20231204.1430/
   63,20231204.1435/
   63,20231204.1440/
   63,20231204.1445/
   63,20231204.1450/
   63,20231204.1455/
   63,20231204.1500/
   64,20231204.1520/
   64,20231204.1525/
   64,20231204.1530/
   65,20231204.1535/
   65,20231204.1540/
   65,20231204.1545/
   66,20231204.1550/
   66,20231204.1555/
   66,20231204.1600/
   67,20231204.1620/
   67,20231204.1625/
   67,20231204.1630/
   68,20231204.1635/
   68,20231204.1640/
   68,20231204.1645/
   69,20231204.1650/
   69,20231204.1655/
   69,20231204.1700/
   71,20231204.1720/
   71,20231204.1725/
   71,20231204.1730/
   72,20231204.1735/
   72,20231204.1740/
   72,20231204.1745/
   73,20231204.1750/
   73,20231204.1755/
   73,20231204.1800/
   75,20231204.1820/
   75,20231204.1825/
   75,20231204.1830/
   76,20231204.1835/
   76,20231204.1840/
   76,20231204.1845/
   77,20231204.1850/
   77,20231204.1855/
   77,20231204.1900/
   78,20231204.1920/
   78,20231204.1925/
   78,20231204.1930/
   78,20231204.1935/
   78,20231204.1940/
   78,20231204.1945/
   79,20231204.1950/
   79,20231204.1955/
   80,20231204.2000/
   81,20231204.2020/
   82,20231204.2025/
   82,20231204.2030/
   82,20231204.2035/
   82,20231204.2040/
   83,20231204.2045/
   83,20231204.2050/
   83,20231204.2055/
   83,20231204.2100/
   84,20231204.2120/
   84,20231204.2125/
   84,20231204.2130/
   84,20231204.2135/
   84,20231204.2140/
   85,20231204.2145/
   85,20231204.2150/
   86,20231204.2155/
   86,20231204.2200/
   87,20231204.2220/
   87,20231204.2225/
   87,20231204.2230/
   88,20231204.2235/
   88,20231204.2240/
   88,20231204.2245/
   88,20231204.2250/
   89,20231204.2255/
   89,20231204.2300/
   89,20231204.2320/
   89,20231204.2325/
   89,20231204.2330/
   89,20231204.2335/
   89,20231204.2340/
   89,20231204.2345/
   89,20231204.2350/
   89,20231204.2355/
   89,20231205.0000/
   89,20231205.0020/
   89,20231205.0025/
   89,20231205.0030/
   89,20231205.0035/
   90,20231205.0040/
   90,20231205.0045/
   89,20231205.0050/
   90,20231205.0055/
   90,20231205.0100/
   90,20231205.0120/
   90,20231205.0125/
   90,20231205.0130/
   90,20231205.0135/
   90,20231205.0140/
   90,20231205.0145/
   89,20231205.0150/
   89,20231205.0155/
   89,20231205.0200/
   88,20231205.0220/
   87,20231205.0225/
   87,20231205.0230/
   87,20231205.0235/
   87,20231205.0240/
   86,20231205.0245/
   86,20231205.0250/
   86,20231205.0255/
   86,20231205.0300/
   85,20231205.0320/
   85,20231205.0325/
   85,20231205.0330/
   85,20231205.0335/
   85,20231205.0340/
   85,20231205.0345/
   84,20231205.0350/
   84,20231205.0355/
   84,20231205.0400/
   83,20231205.0405/
   83,20231205.0410/
   82,20231205.0415/
   82,20231205.0420/
   81,20231205.0425/
   81,20231205.0430/
   80,20231205.0435/
   80,20231205.0440/
   79,20231205.0445/
   79,20231205.0450/
   79,20231205.0455/
   78,20231205.0500/
   78,20231205.0505/
   78,20231205.0510/
   78,20231205.0515/
   77,20231205.0520/
   77,20231205.0525/
   77,20231205.0530/
   76,20231205.0535/
   76,20231205.0540/
   76,20231205.0545/
   75,20231205.0550/
   75,20231205.0555/
   75,20231205.0600/
   73,20231205.0620/
   73,20231205.0625/
   73,20231205.0630/
   72,20231205.0635/
   72,20231205.0640/
   71,20231205.0645/
   71,20231205.0650/
   70,20231205.0655/
   70,20231205.0700/
   68,20231205.0720/
   68,20231205.0725/
   67,20231205.0730/
   67,20231205.0735/
   66,20231205.0740/
   66,20231205.0745/
   65,20231205.0750/
   65,20231205.0755/
   64,20231205.0800/
   63,20231205.0820/
   63,20231205.0825/
   62,20231205.0830/
   62,20231205.0835/
   61,20231205.0840/
   61,20231205.0845/
   61,20231205.0850/
   61,20231205.0855/
   60,20231205.0900/
   59,20231205.0920/
   59,20231205.0925/
   58,20231205.0930/
   58,20231205.0935/
   58,20231205.0940/
   58,20231205.0945/
   57,20231205.0950/
   57,20231205.0955/
   57,20231205.1000/
   56,20231205.1020/
   56,20231205.1025/
   56,20231205.1030/
   55,20231205.1035/
   55,20231205.1040/
   55,20231205.1045/
   55,20231205.1050/
   55,20231205.1055/
   55,20231205.1100/
   54,20231205.1120/
   54,20231205.1125/
   54,20231205.1130/
   54,20231205.1135/
   53,20231205.1140/
   53,20231205.1145/
   53,20231205.1150/
   53,20231205.1155/
   53,20231205.1200/
   52,20231205.1220/
   52,20231205.1225/
   52,20231205.1230/
   53,20231205.1235/
   53,20231205.1240/
   53,20231205.1245/
   53,20231205.1250/
   54,20231205.1255/
   54,20231205.1300/
   55,20231205.1320/
   55,20231205.1325/
   56,20231205.1330/
   56,20231205.1335/
   56,20231205.1340/
   57,20231205.1345/
   57,20231205.1350/
   57,20231205.1355/
   57,20231205.1400/
   58,20231205.1420/
   58,20231205.1425/
   59,20231205.1430/
   59,20231205.1435/
   59,20231205.1440/
   59,20231205.1445/
   59,20231205.1450/
   60,20231205.1455/
   60,20231205.1500/
   61,20231205.1520/
   61,20231205.1525/
   61,20231205.1530/
   62,20231205.1535/
   62,20231205.1540/
   62,20231205.1545/
   63,20231205.1550/
   63,20231205.1555/
   64,20231205.1600/
   66,20231205.1620/
   66,20231205.1625/
   66,20231205.1630/
   67,20231205.1635/
   67,20231205.1640/
   68,20231205.1645/
   67,20231205.1650/
   68,20231205.1655/
   68,20231205.1700/
   70,20231205.1720/
   70,20231205.1725/
   70,20231205.1730/
   70,20231205.1735/
   70,20231205.1740/
   71,20231205.1745/
   71,20231205.1750/
   71,20231205.1755/
   71,20231205.1800/
   71,20231205.1820/
   72,20231205.1825/
   72,20231205.1830/
   72,20231205.1835/
   72,20231205.1840/
   72,20231205.1845/
   73,20231205.1850/
   74,20231205.1855/
   74,20231205.1900/
   75,20231205.1920/
   75,20231205.1925/
   76,20231205.1930/
   76,20231205.1935/
   76,20231205.1940/
   76,20231205.1945/
   76,20231205.1950/
   76,20231205.1955/
   76,20231205.2000/
   75,20231205.2020/
   76,20231205.2025/
   76,20231205.2030/
   76,20231205.2035/
   76,20231205.2040/
   76,20231205.2045/
   76,20231205.2050/
   76,20231205.2055/
   76,20231205.2100/
   75,20231205.2120/
   76,20231205.2125/
   76,20231205.2130/
   76,20231205.2135/
   76,20231205.2140/
   76,20231205.2145/
   75,20231205.2150/
   75,20231205.2155/
   76,20231205.2200/
   75,20231205.2220/
   75,20231205.2225/
   75,20231205.2230/
   75,20231205.2235/
   75,20231205.2240/
   75,20231205.2245/
   75,20231205.2250/
   75,20231205.2255/
   75,20231205.2300/
   74,20231205.2320/
   74,20231205.2325/
   74,20231205.2330/
   74,20231205.2335/
   74,20231205.2340/
   74,20231205.2345/
   73,20231205.2350/
   74,20231205.2355/
   73,20231206.0000/
   73,20231206.0020/
   73,20231206.0025/
   73,20231206.0030/
   73,20231206.0035/
   73,20231206.0040/
   73,20231206.0045/
   73,20231206.0050/
   73,20231206.0055/
   73,20231206.0100/
   73,20231206.0120/
   73,20231206.0125/
   73,20231206.0130/
   74,20231206.0135/
   74,20231206.0140/
   74,20231206.0145/
   74,20231206.0150/
   74,20231206.0155/
   74,20231206.0200/
   74,20231206.0220/
   74,20231206.0225/
   74,20231206.0230/
   74,20231206.0235/
   74,20231206.0240/
   74,20231206.0245/
   74,20231206.0250/
   74,20231206.0255/
   74,20231206.0300/
   73,20231206.0320/
   72,20231206.0325/
   72,20231206.0330/
   71,20231206.0335/
   71,20231206.0340/
   71,20231206.0345/
   71,20231206.0350/
   70,20231206.0355/
   70,20231206.0400/
   69,20231206.0420/
   69,20231206.0425/
   69,20231206.0430/
   68,20231206.0435/
   68,20231206.0440/
   68,20231206.0445/
   68,20231206.0450/
   68,20231206.0455/
   67,20231206.0500/
   66,20231206.0520/
   66,20231206.0525/
   65,20231206.0530/
   66,20231206.0535/
   65,20231206.0540/
   65,20231206.0545/
   65,20231206.0550/
   64,20231206.0555/
   64,20231206.0600/
   63,20231206.0620/
   63,20231206.0625/
   62,20231206.0630/
   62,20231206.0635/
   62,20231206.0640/
   62,20231206.0645/
   62,20231206.0650/
   61,20231206.0655/
   61,20231206.0700/
   60,20231206.0720/
   60,20231206.0725/
   60,20231206.0730/
   59,20231206.0735/
   59,20231206.0740/
   58,20231206.0745/
   57,20231206.0805/
   57,20231206.0810/
   57,20231206.0815/
   56,20231206.0820/
   56,20231206.0825/
   55,20231206.0830/
   55,20231206.0835/
   55,20231206.0840/
   55,20231206.0845/
   54,20231206.0905/
   54,20231206.0910/
   54,20231206.0915/
   53,20231206.0920/
   53,20231206.0925/
   53,20231206.0930/
   53,20231206.0935/
   53,20231206.0940/
   53,20231206.0945/
   53,20231206.1005/
   53,20231206.1010/
   52,20231206.1015/
   52,20231206.1020/
   53,20231206.1025/
   53,20231206.1030/
   53,20231206.1035/
   53,20231206.1040/
   53,20231206.1045/
   53,20231206.1105/
   53,20231206.1110/
   54,20231206.1115/
   54,20231206.1120/
   54,20231206.1125/
   55,20231206.1130/
   55,20231206.1150/
   55,20231206.1155/
   56,20231206.1200/
