#Department of Transport Western Australia, Oceanographic Services
#THIS IS RAW DATA ONLY#
#Data File Name: BAR_Sep_2023.txt
#Location: Barrack Street 02
#The data spans from  (YYYY-MM-DD HH:MM:SS) 2023-08-31 23:50:00 to 2023-09-30 20:15:00
#Station Status: Current
#Lat: -31.959681   Long: 115.857261 (GDA2020)
#Time Zone: Australian Western Standard Time
#Vertical Datum: LWM Fremantle, which is 2.234m below Benchmark MWB 1484
#National Station ID: 
#Site Description: Located on jetty number 5 near ferry landing.
#Tide Gauge Sensor: Guided Wire Microwave Radar Gauge in stilling tube Ø355mm, orifice Ø11mm.
#Sensor Details: Vegaflex 61 with Ø4mm cable.
#Bad or Unavailable Data Value:   -9999 
#Contact Email:  tides@transport.wa.gov.au 
#Unit of Height Observations: cm    Sampling Rate (min):5
#
H(cm),YYYYMMDD.hhmm/
   81,20230901.0515/
   81,20230901.0520/
   81,20230901.0525/
   81,20230901.0530/
   81,20230901.0535/
   81,20230901.0540/
   81,20230901.0545/
   81,20230901.0550/
   81,20230901.0555/
   81,20230901.0600/
   81,20230901.0605/
   82,20230901.0610/
   82,20230901.0615/
   82,20230901.0620/
   83,20230901.0625/
   83,20230901.0630/
   84,20230901.0635/
   84,20230901.0640/
   85,20230901.0645/
   85,20230901.0650/
   86,20230901.0655/
   86,20230901.0700/
   87,20230901.0705/
   88,20230901.0710/
   88,20230901.0715/
   89,20230901.0720/
   89,20230901.0725/
   90,20230901.0730/
   90,20230901.0735/
   91,20230901.0740/
   92,20230901.0745/
   92,20230901.0750/
   92,20230901.0755/
   93,20230901.0800/
   93,20230901.0805/
   93,20230901.0810/
   94,20230901.0815/
   94,20230901.0820/
   95,20230901.0825/
   95,20230901.0830/
   96,20230901.0835/
   96,20230901.0840/
   97,20230901.0845/
   97,20230901.0850/
   97,20230901.0855/
   98,20230901.0900/
   98,20230901.0905/
   99,20230901.0910/
   99,20230901.0915/
   99,20230901.0920/
  100,20230901.0925/
  100,20230901.0930/
  101,20230901.0935/
  102,20230901.0940/
  102,20230901.0945/
  103,20230901.0950/
  103,20230901.0955/
  104,20230901.1000/
  105,20230901.1005/
  105,20230901.1010/
  106,20230901.1015/
  106,20230901.1020/
  107,20230901.1025/
  107,20230901.1030/
  108,20230901.1035/
  108,20230901.1040/
  109,20230901.1045/
  109,20230901.1050/
  110,20230901.1055/
  110,20230901.1100/
  111,20230901.1105/
  111,20230901.1110/
  111,20230901.1115/
  112,20230901.1120/
  112,20230901.1125/
  112,20230901.1130/
  112,20230901.1135/
  112,20230901.1140/
  112,20230901.1145/
  113,20230901.1150/
  113,20230901.1155/
  113,20230901.1200/
  114,20230901.1205/
  114,20230901.1210/
  114,20230901.1215/
  115,20230901.1220/
  115,20230901.1225/
  115,20230901.1230/
  116,20230901.1235/
  116,20230901.1240/
  116,20230901.1245/
  116,20230901.1250/
  116,20230901.1255/
  116,20230901.1300/
  116,20230901.1305/
  116,20230901.1310/
  116,20230901.1315/
  115,20230901.1320/
  116,20230901.1325/
  115,20230901.1330/
  115,20230901.1335/
  115,20230901.1340/
  114,20230901.1345/
  114,20230901.1350/
  114,20230901.1355/
  114,20230901.1400/
  114,20230901.1405/
  114,20230901.1410/
  113,20230901.1415/
  113,20230901.1420/
  112,20230901.1425/
  112,20230901.1430/
  112,20230901.1435/
  110,20230901.1440/
  110,20230901.1445/
  110,20230901.1450/
  110,20230901.1455/
  109,20230901.1500/
  109,20230901.1505/
  109,20230901.1510/
  109,20230901.1515/
  108,20230901.1520/
  108,20230901.1525/
  108,20230901.1530/
  106,20230901.1535/
  106,20230901.1540/
  105,20230901.1545/
  106,20230901.1550/
  104,20230901.1555/
  104,20230901.1600/
  104,20230901.1605/
  103,20230901.1610/
  103,20230901.1615/
  103,20230901.1620/
  102,20230901.1625/
  102,20230901.1630/
  102,20230901.1635/
  101,20230901.1640/
  101,20230901.1645/
  100,20230901.1650/
  100,20230901.1655/
   99,20230901.1700/
   98,20230901.1705/
   98,20230901.1710/
   97,20230901.1715/
   97,20230901.1720/
   97,20230901.1725/
   96,20230901.1730/
   95,20230901.1735/
   95,20230901.1740/
   94,20230901.1745/
   94,20230901.1750/
   93,20230901.1755/
   93,20230901.1800/
   93,20230901.1805/
   93,20230901.1810/
   92,20230901.1815/
   92,20230901.1820/
   92,20230901.1825/
   91,20230901.1830/
   91,20230901.1835/
   90,20230901.1840/
   90,20230901.1845/
   89,20230901.1850/
   89,20230901.1855/
   89,20230901.1900/
   88,20230901.1905/
   88,20230901.1910/
   88,20230901.1915/
   87,20230901.1920/
   87,20230901.1925/
   87,20230901.1930/
   86,20230901.1935/
   86,20230901.1940/
   86,20230901.1945/
   86,20230901.1950/
   86,20230901.1955/
   86,20230901.2000/
   85,20230901.2005/
   85,20230901.2010/
   86,20230901.2015/
   86,20230901.2020/
   86,20230901.2025/
   86,20230901.2030/
   86,20230901.2035/
   85,20230901.2040/
   85,20230901.2045/
   85,20230901.2050/
   86,20230901.2055/
   85,20230901.2100/
   86,20230901.2105/
   86,20230901.2110/
   86,20230901.2115/
   86,20230901.2120/
   86,20230901.2125/
   86,20230901.2130/
   86,20230901.2135/
   86,20230901.2140/
   86,20230901.2145/
   86,20230901.2150/
   86,20230901.2155/
   86,20230901.2200/
   87,20230901.2205/
   87,20230901.2210/
   87,20230901.2215/
   87,20230901.2220/
   88,20230901.2225/
   88,20230901.2230/
   88,20230901.2235/
   89,20230901.2240/
   89,20230901.2245/
   90,20230901.2250/
   90,20230901.2255/
   91,20230901.2300/
   91,20230901.2305/
   91,20230901.2310/
   92,20230901.2315/
   92,20230901.2320/
   93,20230901.2325/
   93,20230901.2330/
   94,20230901.2335/
   94,20230901.2340/
   94,20230901.2345/
   95,20230901.2350/
   95,20230901.2355/
   95,20230902.0000/
   95,20230902.0005/
   95,20230902.0010/
   95,20230902.0015/
   96,20230902.0020/
   96,20230902.0025/
   96,20230902.0030/
   96,20230902.0035/
   97,20230902.0040/
   97,20230902.0045/
   97,20230902.0050/
   97,20230902.0055/
   97,20230902.0100/
   97,20230902.0105/
   97,20230902.0110/
   98,20230902.0115/
   98,20230902.0120/
   98,20230902.0125/
   98,20230902.0130/
   98,20230902.0135/
   98,20230902.0140/
   97,20230902.0145/
   97,20230902.0150/
   97,20230902.0155/
   97,20230902.0200/
   97,20230902.0205/
   96,20230902.0210/
   96,20230902.0215/
   96,20230902.0220/
   95,20230902.0225/
   95,20230902.0230/
   95,20230902.0235/
   95,20230902.0240/
   94,20230902.0245/
   94,20230902.0250/
   94,20230902.0255/
   94,20230902.0300/
   94,20230902.0305/
   93,20230902.0310/
   93,20230902.0315/
   92,20230902.0320/
   92,20230902.0325/
   91,20230902.0330/
   91,20230902.0335/
   91,20230902.0340/
   90,20230902.0345/
   90,20230902.0350/
   90,20230902.0355/
   89,20230902.0400/
   89,20230902.0405/
   89,20230902.0410/
   88,20230902.0415/
   88,20230902.0420/
   88,20230902.0425/
   88,20230902.0430/
   87,20230902.0435/
   87,20230902.0440/
   87,20230902.0445/
   87,20230902.0450/
   86,20230902.0455/
   86,20230902.0500/
   86,20230902.0505/
   85,20230902.0510/
   85,20230902.0515/
   85,20230902.0520/
   85,20230902.0525/
   85,20230902.0530/
   85,20230902.0535/
   85,20230902.0540/
   84,20230902.0545/
   84,20230902.0550/
   84,20230902.0555/
   84,20230902.0600/
   84,20230902.0605/
   85,20230902.0610/
   85,20230902.0615/
   85,20230902.0620/
   85,20230902.0625/
   85,20230902.0630/
   85,20230902.0635/
   85,20230902.0640/
   85,20230902.0645/
   85,20230902.0650/
   85,20230902.0655/
   85,20230902.0700/
   86,20230902.0705/
   86,20230902.0710/
   86,20230902.0715/
   86,20230902.0720/
   86,20230902.0725/
   87,20230902.0730/
   87,20230902.0735/
   87,20230902.0740/
   88,20230902.0745/
   88,20230902.0750/
   89,20230902.0755/
   89,20230902.0800/
   90,20230902.0805/
   90,20230902.0810/
   91,20230902.0815/
   91,20230902.0820/
   92,20230902.0825/
   92,20230902.0830/
   92,20230902.0835/
   93,20230902.0840/
   94,20230902.0845/
   94,20230902.0850/
   95,20230902.0855/
   95,20230902.0900/
   95,20230902.0905/
   95,20230902.0910/
   95,20230902.0915/
   96,20230902.0920/
   96,20230902.0925/
   96,20230902.0930/
   97,20230902.0935/
   97,20230902.0940/
   97,20230902.0945/
   98,20230902.0950/
   98,20230902.0955/
   98,20230902.1000/
   98,20230902.1005/
   99,20230902.1010/
   99,20230902.1015/
   99,20230902.1020/
  100,20230902.1025/
  100,20230902.1030/
  101,20230902.1035/
  101,20230902.1040/
  101,20230902.1045/
  102,20230902.1050/
  103,20230902.1055/
  103,20230902.1100/
  104,20230902.1105/
  104,20230902.1110/
  104,20230902.1115/
  105,20230902.1120/
  105,20230902.1125/
  105,20230902.1130/
  106,20230902.1135/
  105,20230902.1140/
  106,20230902.1145/
  106,20230902.1150/
  107,20230902.1155/
  107,20230902.1200/
  107,20230902.1205/
  108,20230902.1210/
  108,20230902.1215/
  108,20230902.1220/
  108,20230902.1225/
  109,20230902.1230/
  108,20230902.1235/
  109,20230902.1240/
  109,20230902.1245/
  109,20230902.1250/
  109,20230902.1255/
  110,20230902.1300/
  110,20230902.1305/
  110,20230902.1310/
  111,20230902.1315/
  110,20230902.1320/
  110,20230902.1325/
  110,20230902.1330/
  111,20230902.1335/
  110,20230902.1340/
  110,20230902.1345/
  111,20230902.1350/
  111,20230902.1355/
  111,20230902.1400/
  111,20230902.1405/
  111,20230902.1410/
  110,20230902.1415/
  110,20230902.1420/
  110,20230902.1425/
  110,20230902.1430/
  109,20230902.1435/
  109,20230902.1440/
  109,20230902.1445/
  109,20230902.1450/
  109,20230902.1455/
  108,20230902.1500/
  107,20230902.1505/
  107,20230902.1510/
  106,20230902.1515/
  106,20230902.1520/
  105,20230902.1525/
  105,20230902.1530/
  105,20230902.1535/
  104,20230902.1540/
  104,20230902.1545/
  104,20230902.1550/
  103,20230902.1555/
  103,20230902.1600/
  102,20230902.1605/
  102,20230902.1610/
  102,20230902.1615/
  102,20230902.1620/
  101,20230902.1625/
  101,20230902.1630/
  101,20230902.1635/
  100,20230902.1640/
   99,20230902.1645/
   99,20230902.1650/
   98,20230902.1655/
   98,20230902.1700/
   98,20230902.1705/
   98,20230902.1710/
   98,20230902.1715/
   97,20230902.1720/
   97,20230902.1725/
   96,20230902.1730/
   96,20230902.1735/
   97,20230902.1740/
   97,20230902.1745/
   97,20230902.1750/
   97,20230902.1755/
   97,20230902.1800/
   96,20230902.1805/
   96,20230902.1810/
   96,20230902.1815/
   96,20230902.1820/
   96,20230902.1825/
   96,20230902.1830/
   96,20230902.1835/
   96,20230902.1840/
   95,20230902.1845/
   95,20230902.1850/
   95,20230902.1855/
   95,20230902.1900/
   96,20230902.1905/
   95,20230902.1910/
   95,20230902.1915/
   95,20230902.1920/
   95,20230902.1925/
   95,20230902.1930/
   95,20230902.1935/
   95,20230902.1940/
   96,20230902.1945/
   96,20230902.1950/
   96,20230902.1955/
   96,20230902.2000/
   96,20230902.2005/
   97,20230902.2010/
   97,20230902.2015/
   97,20230902.2020/
   98,20230902.2025/
   98,20230902.2030/
   99,20230902.2035/
  100,20230902.2040/
  100,20230902.2045/
  100,20230902.2050/
  101,20230902.2055/
  101,20230902.2100/
  101,20230902.2105/
  102,20230902.2110/
  104,20230902.2115/
  103,20230902.2120/
  103,20230902.2125/
  103,20230902.2130/
  104,20230902.2135/
  104,20230902.2140/
  104,20230902.2145/
  105,20230902.2150/
  106,20230902.2155/
  106,20230902.2200/
  107,20230902.2205/
  108,20230902.2210/
  108,20230902.2215/
  108,20230902.2220/
  110,20230902.2225/
  109,20230902.2230/
  109,20230902.2235/
  109,20230902.2240/
  109,20230902.2245/
  110,20230902.2250/
  110,20230902.2255/
  111,20230902.2300/
  112,20230902.2305/
  112,20230902.2310/
  113,20230902.2315/
  114,20230902.2320/
  114,20230902.2325/
  114,20230902.2330/
  115,20230902.2335/
  115,20230902.2340/
  116,20230902.2345/
  117,20230902.2350/
  118,20230902.2355/
  118,20230903.0000/
  119,20230903.0005/
  122,20230903.0010/
  123,20230903.0015/
  126,20230903.0020/
  126,20230903.0025/
  127,20230903.0030/
  126,20230903.0035/
  126,20230903.0040/
  127,20230903.0045/
  128,20230903.0050/
  128,20230903.0055/
  128,20230903.0100/
  128,20230903.0105/
  128,20230903.0110/
  129,20230903.0115/
  128,20230903.0120/
  129,20230903.0125/
  128,20230903.0130/
  129,20230903.0135/
  129,20230903.0140/
  130,20230903.0145/
  130,20230903.0150/
  131,20230903.0155/
  130,20230903.0200/
  130,20230903.0205/
  130,20230903.0210/
  130,20230903.0215/
  130,20230903.0220/
  128,20230903.0225/
  128,20230903.0230/
  127,20230903.0235/
  128,20230903.0240/
  128,20230903.0245/
  130,20230903.0250/
  130,20230903.0255/
  130,20230903.0300/
  130,20230903.0305/
  130,20230903.0310/
  130,20230903.0315/
  130,20230903.0320/
  130,20230903.0325/
  129,20230903.0330/
  129,20230903.0335/
  128,20230903.0340/
  128,20230903.0345/
  128,20230903.0350/
  127,20230903.0355/
  126,20230903.0400/
  125,20230903.0405/
  125,20230903.0410/
  125,20230903.0415/
  125,20230903.0420/
  125,20230903.0425/
  123,20230903.0430/
  123,20230903.0435/
  122,20230903.0440/
  121,20230903.0445/
  121,20230903.0450/
  119,20230903.0455/
  119,20230903.0500/
  118,20230903.0505/
  117,20230903.0510/
  117,20230903.0515/
  117,20230903.0520/
  115,20230903.0525/
  115,20230903.0530/
  115,20230903.0535/
  114,20230903.0540/
  114,20230903.0545/
  113,20230903.0550/
  113,20230903.0555/
  114,20230903.0600/
  114,20230903.0605/
  115,20230903.0610/
  114,20230903.0615/
  113,20230903.0620/
  113,20230903.0625/
  112,20230903.0630/
  113,20230903.0635/
  112,20230903.0640/
  111,20230903.0645/
  110,20230903.0650/
  110,20230903.0655/
  109,20230903.0700/
  109,20230903.0705/
  108,20230903.0710/
  107,20230903.0715/
  106,20230903.0720/
  105,20230903.0725/
  105,20230903.0730/
  106,20230903.0735/
  106,20230903.0740/
  106,20230903.0745/
  106,20230903.0750/
  105,20230903.0755/
  107,20230903.0800/
  106,20230903.0805/
  105,20230903.0810/
  105,20230903.0815/
  104,20230903.0820/
  103,20230903.0825/
  104,20230903.0830/
  104,20230903.0835/
  104,20230903.0840/
  103,20230903.0845/
  101,20230903.0850/
  101,20230903.0855/
  101,20230903.0900/
  100,20230903.0905/
  100,20230903.0910/
  100,20230903.0915/
  100,20230903.0920/
  101,20230903.0925/
  102,20230903.0930/
  101,20230903.0935/
  100,20230903.0940/
  100,20230903.0945/
   99,20230903.1005/
   98,20230903.1010/
   97,20230903.1015/
   99,20230903.1020/
   97,20230903.1025/
   98,20230903.1030/
   99,20230903.1035/
   98,20230903.1040/
   98,20230903.1045/
   97,20230903.1050/
   97,20230903.1055/
   96,20230903.1100/
   97,20230903.1105/
   97,20230903.1110/
   96,20230903.1115/
   96,20230903.1120/
   96,20230903.1125/
   96,20230903.1130/
   96,20230903.1135/
   96,20230903.1140/
   98,20230903.1145/
   98,20230903.1150/
   98,20230903.1155/
   97,20230903.1200/
   98,20230903.1205/
   97,20230903.1210/
   98,20230903.1215/
   98,20230903.1220/
   98,20230903.1225/
   97,20230903.1230/
   97,20230903.1235/
   97,20230903.1240/
   96,20230903.1245/
   97,20230903.1250/
   96,20230903.1255/
   96,20230903.1300/
   96,20230903.1305/
   96,20230903.1310/
   97,20230903.1315/
   97,20230903.1320/
   98,20230903.1325/
   99,20230903.1330/
   99,20230903.1335/
   99,20230903.1340/
   99,20230903.1345/
   99,20230903.1350/
   98,20230903.1355/
   97,20230903.1400/
   96,20230903.1405/
   96,20230903.1410/
   94,20230903.1415/
   94,20230903.1420/
   94,20230903.1425/
   94,20230903.1430/
   94,20230903.1435/
   93,20230903.1440/
   93,20230903.1445/
   92,20230903.1450/
   93,20230903.1455/
   94,20230903.1500/
   93,20230903.1505/
   93,20230903.1510/
   94,20230903.1515/
   93,20230903.1520/
   92,20230903.1525/
   92,20230903.1530/
   92,20230903.1535/
   92,20230903.1540/
   91,20230903.1545/
   91,20230903.1550/
   91,20230903.1555/
   91,20230903.1600/
   92,20230903.1605/
   92,20230903.1610/
   92,20230903.1615/
   92,20230903.1620/
   91,20230903.1625/
   90,20230903.1630/
   90,20230903.1635/
   89,20230903.1640/
   88,20230903.1645/
   88,20230903.1650/
   88,20230903.1655/
   87,20230903.1700/
   87,20230903.1705/
   86,20230903.1710/
   86,20230903.1715/
   86,20230903.1720/
   86,20230903.1725/
   85,20230903.1730/
   85,20230903.1735/
   84,20230903.1740/
   84,20230903.1745/
   84,20230903.1750/
   83,20230903.1755/
   84,20230903.1800/
   84,20230903.1805/
   85,20230903.1810/
   85,20230903.1815/
   85,20230903.1820/
   85,20230903.1825/
   85,20230903.1830/
   85,20230903.1835/
   85,20230903.1840/
   86,20230903.1845/
   86,20230903.1850/
   86,20230903.1855/
   86,20230903.1900/
   86,20230903.1905/
   85,20230903.1910/
   85,20230903.1915/
   85,20230903.1920/
   84,20230903.1925/
   84,20230903.1930/
   85,20230903.1935/
   84,20230903.1940/
   84,20230903.1945/
   85,20230903.1950/
   85,20230903.1955/
   85,20230903.2000/
   86,20230903.2005/
   86,20230903.2010/
   87,20230903.2015/
   87,20230903.2020/
   87,20230903.2025/
   88,20230903.2030/
   89,20230903.2035/
   90,20230903.2040/
   90,20230903.2045/
   91,20230903.2050/
   91,20230903.2055/
   91,20230903.2100/
   91,20230903.2105/
   91,20230903.2110/
   92,20230903.2115/
   92,20230903.2120/
   93,20230903.2125/
   93,20230903.2130/
   93,20230903.2135/
   94,20230903.2140/
   94,20230903.2145/
   94,20230903.2150/
   95,20230903.2155/
   95,20230903.2200/
   95,20230903.2205/
   96,20230903.2210/
   96,20230903.2215/
   97,20230903.2220/
   97,20230903.2225/
   98,20230903.2230/
   98,20230903.2235/
   98,20230903.2240/
   99,20230903.2245/
   99,20230903.2250/
   99,20230903.2255/
  100,20230903.2300/
  100,20230903.2305/
  100,20230903.2310/
  101,20230903.2315/
  101,20230903.2320/
  102,20230903.2325/
  102,20230903.2330/
  102,20230903.2335/
  103,20230903.2340/
  103,20230903.2345/
  103,20230903.2350/
  104,20230903.2355/
  104,20230904.0000/
  104,20230904.0005/
  105,20230904.0010/
  105,20230904.0015/
  105,20230904.0020/
  106,20230904.0025/
  106,20230904.0030/
  106,20230904.0035/
  107,20230904.0040/
  107,20230904.0045/
  107,20230904.0050/
  108,20230904.0055/
  108,20230904.0100/
  108,20230904.0105/
  108,20230904.0110/
  107,20230904.0115/
  108,20230904.0120/
  108,20230904.0125/
  108,20230904.0130/
  108,20230904.0135/
  108,20230904.0140/
  109,20230904.0145/
  109,20230904.0150/
  109,20230904.0155/
  109,20230904.0200/
  109,20230904.0205/
  109,20230904.0210/
  109,20230904.0215/
  109,20230904.0220/
  109,20230904.0225/
  109,20230904.0230/
  109,20230904.0235/
  109,20230904.0240/
  109,20230904.0245/
  109,20230904.0250/
  108,20230904.0255/
  109,20230904.0300/
  109,20230904.0305/
  109,20230904.0310/
  109,20230904.0315/
  109,20230904.0320/
  109,20230904.0325/
  108,20230904.0330/
  108,20230904.0335/
  108,20230904.0340/
  107,20230904.0345/
  107,20230904.0350/
  106,20230904.0355/
  105,20230904.0400/
  105,20230904.0405/
  105,20230904.0410/
  105,20230904.0415/
  104,20230904.0420/
  104,20230904.0425/
  104,20230904.0430/
  103,20230904.0435/
  103,20230904.0440/
  103,20230904.0445/
  103,20230904.0450/
  102,20230904.0455/
  101,20230904.0500/
  101,20230904.0505/
  100,20230904.0510/
  100,20230904.0515/
   99,20230904.0520/
   98,20230904.0525/
   98,20230904.0530/
   98,20230904.0535/
   98,20230904.0540/
   97,20230904.0545/
   97,20230904.0550/
   97,20230904.0555/
   96,20230904.0600/
   96,20230904.0605/
   95,20230904.0610/
   95,20230904.0615/
   95,20230904.0620/
   94,20230904.0625/
   94,20230904.0630/
   94,20230904.0635/
   94,20230904.0640/
   94,20230904.0645/
   93,20230904.0650/
   93,20230904.0655/
   93,20230904.0700/
   92,20230904.0705/
   91,20230904.0710/
   92,20230904.0715/
   91,20230904.0720/
   91,20230904.0725/
   91,20230904.0730/
   91,20230904.0735/
   91,20230904.0740/
   91,20230904.0745/
   90,20230904.0750/
   91,20230904.0755/
   90,20230904.0800/
   90,20230904.0805/
   89,20230904.0810/
   89,20230904.0815/
   89,20230904.0820/
   88,20230904.0825/
   88,20230904.0830/
   88,20230904.0835/
   88,20230904.0840/
   88,20230904.0845/
   88,20230904.0850/
   88,20230904.0855/
   87,20230904.0900/
   87,20230904.0905/
   87,20230904.0910/
   87,20230904.0915/
   87,20230904.0920/
   87,20230904.0925/
   87,20230904.0930/
   86,20230904.0935/
   85,20230904.0940/
   84,20230904.0945/
   84,20230904.0950/
   83,20230904.0955/
   83,20230904.1000/
   83,20230904.1005/
   83,20230904.1010/
   84,20230904.1015/
   84,20230904.1020/
   84,20230904.1025/
   84,20230904.1030/
   83,20230904.1035/
   84,20230904.1040/
   83,20230904.1045/
   83,20230904.1050/
   83,20230904.1055/
   82,20230904.1100/
   82,20230904.1105/
   82,20230904.1110/
   82,20230904.1115/
   82,20230904.1120/
   81,20230904.1125/
   81,20230904.1130/
   80,20230904.1135/
   81,20230904.1140/
   81,20230904.1145/
   80,20230904.1150/
   80,20230904.1155/
   80,20230904.1200/
   80,20230904.1205/
   80,20230904.1210/
   79,20230904.1215/
   79,20230904.1220/
   79,20230904.1225/
   79,20230904.1230/
   78,20230904.1235/
   78,20230904.1240/
   78,20230904.1245/
   78,20230904.1250/
   78,20230904.1255/
   78,20230904.1300/
   77,20230904.1305/
   77,20230904.1310/
   77,20230904.1315/
   76,20230904.1320/
   76,20230904.1325/
   76,20230904.1330/
   76,20230904.1335/
   76,20230904.1340/
   76,20230904.1345/
   75,20230904.1350/
   75,20230904.1355/
   75,20230904.1400/
   75,20230904.1405/
   75,20230904.1410/
   75,20230904.1415/
   75,20230904.1420/
   75,20230904.1425/
   74,20230904.1430/
   74,20230904.1435/
   75,20230904.1440/
   74,20230904.1445/
   74,20230904.1450/
   74,20230904.1455/
   74,20230904.1500/
   74,20230904.1505/
   74,20230904.1510/
   74,20230904.1515/
   74,20230904.1520/
   73,20230904.1525/
   73,20230904.1530/
   73,20230904.1535/
   73,20230904.1540/
   73,20230904.1545/
   72,20230904.1550/
   72,20230904.1555/
   72,20230904.1600/
   72,20230904.1605/
   72,20230904.1610/
   72,20230904.1615/
   71,20230904.1620/
   71,20230904.1625/
   71,20230904.1630/
   71,20230904.1635/
   71,20230904.1640/
   71,20230904.1645/
   71,20230904.1650/
   71,20230904.1655/
   70,20230904.1700/
   71,20230904.1705/
   71,20230904.1710/
   71,20230904.1715/
   70,20230904.1720/
   71,20230904.1725/
   71,20230904.1730/
   71,20230904.1735/
   71,20230904.1740/
   72,20230904.1745/
   72,20230904.1750/
   72,20230904.1755/
   72,20230904.1800/
   72,20230904.1805/
   72,20230904.1810/
   72,20230904.1815/
   72,20230904.1820/
   73,20230904.1825/
   73,20230904.1830/
   73,20230904.1835/
   73,20230904.1840/
   73,20230904.1845/
   73,20230904.1850/
   73,20230904.1855/
   74,20230904.1900/
   74,20230904.1905/
   74,20230904.1910/
   74,20230904.1915/
   75,20230904.1920/
   75,20230904.1925/
   76,20230904.1930/
   76,20230904.1935/
   77,20230904.1940/
   77,20230904.1945/
   78,20230904.1950/
   78,20230904.1955/
   79,20230904.2000/
   79,20230904.2005/
   80,20230904.2010/
   80,20230904.2015/
   81,20230904.2020/
   81,20230904.2025/
   82,20230904.2030/
   82,20230904.2035/
   83,20230904.2040/
   83,20230904.2045/
   84,20230904.2050/
   84,20230904.2055/
   85,20230904.2100/
   85,20230904.2105/
   86,20230904.2110/
   86,20230904.2115/
   87,20230904.2120/
   87,20230904.2125/
   87,20230904.2130/
   88,20230904.2135/
   88,20230904.2140/
   88,20230904.2145/
   89,20230904.2150/
   89,20230904.2155/
   89,20230904.2200/
   90,20230904.2205/
   91,20230904.2210/
   91,20230904.2215/
   92,20230904.2220/
   92,20230904.2225/
   93,20230904.2230/
   93,20230904.2235/
   93,20230904.2240/
   94,20230904.2245/
   94,20230904.2250/
   95,20230904.2255/
   95,20230904.2300/
   96,20230904.2305/
   96,20230904.2310/
   97,20230904.2315/
   97,20230904.2320/
   97,20230904.2325/
   97,20230904.2330/
   98,20230904.2335/
   98,20230904.2340/
   99,20230904.2345/
   99,20230904.2350/
   99,20230904.2355/
  100,20230905.0000/
  100,20230905.0005/
  101,20230905.0010/
  101,20230905.0015/
  102,20230905.0020/
  102,20230905.0025/
  102,20230905.0030/
  103,20230905.0035/
  103,20230905.0040/
  103,20230905.0045/
  104,20230905.0050/
  104,20230905.0055/
  105,20230905.0100/
  105,20230905.0105/
  105,20230905.0110/
  105,20230905.0115/
  105,20230905.0120/
  106,20230905.0125/
  106,20230905.0130/
  106,20230905.0135/
  106,20230905.0140/
  106,20230905.0145/
  107,20230905.0150/
  107,20230905.0155/
  107,20230905.0200/
  108,20230905.0205/
  108,20230905.0210/
  108,20230905.0215/
  108,20230905.0220/
  108,20230905.0225/
  108,20230905.0230/
  108,20230905.0235/
  109,20230905.0240/
  108,20230905.0245/
  108,20230905.0250/
  108,20230905.0255/
  107,20230905.0300/
  107,20230905.0305/
  107,20230905.0310/
  107,20230905.0315/
  106,20230905.0320/
  107,20230905.0325/
  106,20230905.0330/
